AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
"Ann Arbor, MI",Accountants and Auditors,detailed,1490,5.8,7.136,0.78,36.68,76290,1.9,23.45,28.08,35.08,44.09,52.46,48780,58400,72960,91700,109120,,
"Ann Arbor, MI",Property Appraisers and Assessors,detailed,**,**,**,**,29.31,60970,7.3,15.95,25.74,30.15,35.2,38.45,33170,53540,62720,73210,79980,,
"Ann Arbor, MI",Budget Analysts,detailed,60,5,0.285,0.8,41.02,85330,2.9,27.49,33.8,40.5,48.52,55.01,57180,70290,84230,100920,114420,,
"Ann Arbor, MI",Personal Financial Advisors,detailed,180,17.3,0.872,0.56,55.32,115070,11.3,25.19,32.15,42.76,67.74,#,52390,66880,88940,140890,#,,
"Ann Arbor, MI",Credit Counselors,detailed,210,38.9,1.003,4.53,23.85,49600,4,17.79,20.37,23.42,27.36,30.38,37000,42380,48710,56900,63190,,
"Ann Arbor, MI",Loan Officers,detailed,140,21.3,0.691,0.31,37.17,77320,7.7,11.46,23.83,34.76,47.49,63.91,23830,49580,72310,98770,132940,,
"Ann Arbor, MI",Tax Preparers,detailed,**,**,**,**,18.8,39090,14.5,12.7,13.72,15.42,23.24,28.09,26410,28530,32070,48330,58430,,
"Ann Arbor, MI","Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,530,11.8,2.546,0.77,38.26,79580,3.9,23.71,28.66,35.5,43.15,53,49310,59620,73840,89740,110240,,
"Ann Arbor, MI",Computer and Mathematical Occupations,major,9090,6,43.65,1.32,37.1,77170,2.8,17.88,25.48,36.14,47.6,58.59,37180,53000,75180,99000,121870,,
"Ann Arbor, MI",Computer Systems Analysts,detailed,990,5,4.772,1.16,40.58,84410,1.9,27.16,33.13,40.52,48.41,54.23,56490,68900,84280,100700,112790,,
"Ann Arbor, MI",Information Security Analysts,detailed,160,23.8,0.786,0.79,46.46,96640,2.9,30.53,36.58,45.23,55.01,66.91,63500,76080,94080,114410,139180,,
"Ann Arbor, MI",Computer and Information Research Scientists,detailed,50,0,0.261,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,,
"Ann Arbor, MI",Computer Network Support Specialists,detailed,160,21,0.754,0.57,28.26,58780,8.6,13.82,20.66,25.61,35.81,47.36,28740,42970,53280,74480,98500,,
"Ann Arbor, MI",Computer User Support Specialists,detailed,2460,13.7,11.803,2.59,23.79,49480,3.2,12.51,17.09,22.59,29.43,36.68,26030,35550,46980,61220,76300,,
"Ann Arbor, MI",Computer Network Architects,detailed,90,8.1,0.45,0.39,53.19,110630,3.1,36.19,42.88,52.51,62.33,75.97,75280,89200,109220,129640,158010,,
"Ann Arbor, MI",Network and Computer Systems Administrators,detailed,460,10,2.187,0.9,39.05,81230,1.6,27.58,31.8,37.9,45.57,53.23,57360,66150,78830,94790,110720,,
"Ann Arbor, MI",Database Administrators and Architects,detailed,220,14.4,1.033,1.08,45.1,93800,3.9,29.84,35.52,45.06,55.33,62.32,62060,73880,93730,115090,129630,,
"Ann Arbor, MI",Computer Programmers,detailed,350,14.2,1.66,1.3,38.47,80020,4.9,17.37,25.25,39.81,49.52,58.79,36120,52530,82800,103000,122290,,
"Ann Arbor, MI",Software Developers and Software Quality Assurance Analysts and Testers,detailed,2910,8.5,13.992,1.32,45.59,94830,2.5,28.48,35.53,44.4,54.94,64.37,59240,73900,92360,114280,133900,,
"Ann Arbor, MI",Web Developers and Digital Interface Designers,detailed,270,3.1,1.287,1.15,34.03,70780,6.7,14.75,25.75,34.33,42.27,51.67,30680,53550,71400,87910,107480,,
"Ann Arbor, MI","Computer Occupations, All Other",detailed,530,22.6,2.546,0.98,35.9,74670,4.7,20.91,24.02,32.48,47,59.4,43480,49950,67560,97750,123560,,
"Ann Arbor, MI",Operations Research Analysts,detailed,160,39.7,0.786,1.14,41.27,85840,5.6,26.7,33.71,41.23,47.27,51.33,55530,70120,85750,98320,106770,,
"Ann Arbor, MI",Statisticians,detailed,190,10.1,0.931,3.33,37.42,77830,2.7,22.24,28.67,35.52,44.87,54.55,46250,59630,73880,93340,113470,,
"Ann Arbor, MI","Data Scientists and Mathematical Science Occupations, All Other",detailed,80,9.7,0.377,0.88,43.36,90180,5.2,29.47,35.19,42.15,50.5,62.71,61300,73200,87670,105040,130440,,
"Ann Arbor, MI",Architecture and Engineering Occupations,major,6950,15,33.37,1.85,43.3,90070,2.1,24.39,31.82,41.66,54.29,63.54,50720,66190,86640,112910,132160,,
"Ann Arbor, MI","Architects, Except Landscape and Naval",detailed,230,19.6,1.107,1.48,40.8,84870,5.6,22.44,27.89,37.45,50.01,62.18,46680,58020,77890,104020,129340,,
"Ann Arbor, MI",Cartographers and Photogrammetrists,detailed,**,**,**,**,35.37,73570,3.3,20.71,24.56,31.71,46.82,57.96,43080,51090,65950,97390,120550,,
"Ann Arbor, MI",Chemical Engineers,detailed,60,6.7,0.289,1.56,34.94,72680,9.2,21.25,23.2,29.61,46.26,57.8,44200,48250,61600,96220,120220,,
"Ann Arbor, MI",Civil Engineers,detailed,300,16.4,1.438,0.66,43.92,91360,2.7,27.23,34.2,43.29,53.7,63.01,56630,71140,90050,111700,131060,,
"Ann Arbor, MI",Computer Hardware Engineers,detailed,120,9.8,0.572,1.23,43.33,90120,3.3,25.78,33.87,40.42,53.83,65.47,53620,70440,84070,111960,136170,,
"Ann Arbor, MI",Electrical Engineers,detailed,580,27.2,2.785,2.09,42.05,87460,2.6,27.15,32.94,40.92,49.8,60.89,56470,68510,85110,103590,126650,,
"Ann Arbor, MI","Electronics Engineers, Except Computer",detailed,**,**,**,**,56.33,117160,4.3,35.34,42.45,54.31,63.99,88.08,73510,88310,112970,133090,183200,,
"Ann Arbor, MI",Environmental Engineers,detailed,120,28.8,0.568,1.57,48.29,100450,2.3,33.77,38.41,48.57,57.97,62.92,70240,79890,101020,120590,130870,,
"Ann Arbor, MI","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,**,**,**,**,42.12,87600,10.2,27.31,33.68,38.88,55.54,61.49,56800,70060,80870,115530,127910,,
"Ann Arbor, MI",Industrial Engineers,detailed,**,**,**,**,44.18,91890,2.1,28.96,35.16,43.72,52.88,61.36,60240,73140,90940,110000,127630,,
"Ann Arbor, MI",Materials Engineers,detailed,90,29.1,0.409,2.3,42.37,88120,4.8,22.97,29.46,44.15,53.76,61.46,47780,61280,91840,111820,127830,,
"Ann Arbor, MI",Mechanical Engineers,detailed,2520,30.3,12.103,5.73,48.1,100050,2.7,28.81,35.49,46.9,59.16,68.95,59930,73820,97550,123060,143430,,
"Ann Arbor, MI","Engineers, All Other",detailed,200,10.8,0.938,0.86,49.08,102090,3,25.4,41.28,50.91,60.3,68.29,52840,85870,105880,125420,142050,,
"Ann Arbor, MI",Architectural and Civil Drafters,detailed,120,22.9,0.554,0.78,21.85,45450,5.7,13.46,15.22,21.14,24.5,30.29,27990,31670,43980,50960,63000,,
"Ann Arbor, MI",Mechanical Drafters,detailed,50,24.9,0.239,0.64,29.37,61080,3.3,22.31,25.88,28.82,32.09,37.95,46410,53830,59940,66750,78930,,
"Ann Arbor, MI",Electrical and Electronic Engineering Technologists and Technicians,detailed,130,37.6,0.604,0.73,25.54,53130,4.9,16.03,19.38,23.62,32.09,39.03,33350,40300,49130,66740,81170,,
"Ann Arbor, MI",Industrial Engineering Technologists and Technicians,detailed,160,17.7,0.769,1.7,27.78,57780,7.9,15.97,19.64,25.89,35.27,44.86,33220,40860,53850,73350,93320,,
"Ann Arbor, MI",Mechanical Engineering Technologists and Technicians,detailed,310,34.5,1.47,5.13,31.23,64950,2.8,20.43,24.51,30.69,38.56,44.69,42500,50970,63840,80200,92960,,
"Ann Arbor, MI","Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,160,39.2,0.746,1.13,27.74,57700,4.7,15.52,18.31,27.16,35.71,43.13,32280,38090,56500,74280,89710,,
"Ann Arbor, MI","Life, Physical, and Social Science Occupations",major,3980,5.7,19.102,2.05,33.51,69700,4.9,17.35,22.07,29.26,40.71,56.04,36080,45910,60870,84670,116550,,
"Ann Arbor, MI",Food Scientists and Technologists,detailed,50,8.3,0.229,2.44,41.81,86970,6.4,29.93,33.48,37.85,46.59,68.26,62250,69640,78720,96910,141990,,
"Ann Arbor, MI",Biochemists and Biophysicists,detailed,70,17.1,0.315,1.37,36.46,75830,12.4,21.1,24.74,30.19,51.35,59.67,43890,51460,62800,106810,124110,,
"Ann Arbor, MI","Biological Scientists, All Other",detailed,80,28,0.364,1.22,39.28,81700,12.3,21.8,26.03,35.14,53.96,63.65,45350,54140,73090,112240,132400,,
"Ann Arbor, MI",Conservation Scientists,detailed,60,35.2,0.284,1.8,38.34,79750,6.3,26.31,28.88,39.85,45.8,50.84,54720,60060,82890,95260,105740,,
"Ann Arbor, MI","Medical Scientists, Except Epidemiologists",detailed,640,6.8,3.086,3.4,39.66,82490,9.3,21.35,24.58,32.95,49.2,62.41,44410,51120,68530,102340,129820,,
"Ann Arbor, MI",Physicists,detailed,50,3.3,0.263,2.26,36.5,75930,4.9,21.54,23.92,30.25,47.7,62.62,44800,49760,62920,99220,130250,,
"Ann Arbor, MI",Chemists,detailed,480,16.6,2.319,3.89,33.17,68990,4.9,21.14,24.27,30.06,38.6,49.88,43960,50470,62530,80290,103740,,
"Ann Arbor, MI","Environmental Scientists and Specialists, Including Health",detailed,350,15.1,1.664,2.74,40.35,83930,8,21.98,26.16,35.36,51.9,68.86,45710,54400,73550,107940,143220,,
"Ann Arbor, MI",Economists,detailed,60,17,0.296,2.35,52.55,109310,5.5,28.57,38.65,49.36,62.17,75.8,59430,80380,102680,129310,157650,,
"Ann Arbor, MI",Survey Researchers,detailed,100,15.4,0.457,6.14,34.23,71200,4.1,20.68,23.7,29.82,40.36,52.59,43020,49300,62030,83950,109400,,
"Ann Arbor, MI","Clinical, Counseling, and School Psychologists",detailed,130,21,0.623,0.78,36.17,75240,4.7,21.01,28.75,35.84,43.04,52.12,43690,59800,74540,89530,108400,,
"Ann Arbor, MI","Psychologists, All Other",detailed,130,9.2,0.629,5.85,38.8,80710,5.6,20.06,24.27,34.23,51.88,59.33,41730,50480,71200,107920,123420,,
"Ann Arbor, MI",Urban and Regional Planners,detailed,60,33.6,0.273,0.99,32.25,67080,2.4,20.5,27.36,34.35,38.02,40.78,42640,56900,71440,79080,84830,,
"Ann Arbor, MI","Social Scientists and Related Workers, All Other",detailed,210,0.9,1.008,4.05,37.83,78680,2.4,24.64,28.75,34.92,42.81,53.41,51260,59790,72630,89040,111100,,
"Ann Arbor, MI",Biological Technicians,detailed,410,42,1.956,3.37,21.12,43920,2.8,14.48,16.69,19.37,24.96,30.53,30120,34710,40280,51920,63500,,
"Ann Arbor, MI",Chemical Technicians,detailed,120,17,0.593,1.3,20.68,43010,3.5,15.51,17.98,20.99,23.52,26.11,32260,37390,43660,48920,54310,,
"Ann Arbor, MI","Environmental Science and Protection Technicians, Including Health",detailed,70,30.8,0.323,1.41,18.55,38580,7.4,13.07,14.67,17.62,21.61,24.94,27190,30510,36640,44950,51880,,
"Ann Arbor, MI",Social Science Research Assistants,detailed,230,4.8,1.09,4.29,18.48,38440,3.4,13.4,15.31,17.76,20.51,25.08,27870,31840,36940,42660,52170,,
"Ann Arbor, MI","Life, Physical, and Social Science Technicians, All Other",detailed,90,23.3,0.445,1,20.71,43080,5,14.08,16.44,19.58,24.31,30.72,29290,34190,40720,50570,63900,,
"Ann Arbor, MI",Occupational Health and Safety Specialists,detailed,150,6.7,0.708,1.03,38.42,79910,2,26.48,30.94,38.01,46.22,52.33,55080,64350,79060,96150,108850,,
"Ann Arbor, MI",Community and Social Service Occupations,major,4320,6.2,20.755,1.29,22.6,47000,7.5,11.31,14.9,21.66,29.09,35.85,23530,31000,45050,60500,74560,,
"Ann Arbor, MI","Educational, Guidance, and Career Counselors and Advisors",detailed,540,32.2,2.612,1.24,25.94,53960,3.8,17.46,20.86,25.02,30.34,36.24,36320,43380,52040,63120,75370,,
"Ann Arbor, MI",Rehabilitation Counselors,detailed,100,2.4,0.484,0.67,21.89,45530,5.4,15.27,18.44,21.64,24.33,29.87,31760,38350,45010,50610,62120,,
"Ann Arbor, MI","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,170,44.5,0.796,0.38,25.49,53020,4.1,16.63,20.17,24.74,30.23,36.12,34600,41960,51450,62870,75140,,
"Ann Arbor, MI","Child, Family, and School Social Workers",detailed,500,9.8,2.38,1.01,22.77,47350,5.7,13.75,15.91,21.2,29.35,34.35,28600,33090,44100,61050,71450,,
"Ann Arbor, MI",Healthcare Social Workers,detailed,570,9.7,2.714,2.14,30.68,63810,3,22.39,25.91,29.94,35.17,38.84,46580,53900,62270,73160,80780,,
"Ann Arbor, MI",Mental Health and Substance Abuse Social Workers,detailed,290,13.9,1.394,1.66,26.78,55710,2.8,20.32,22.16,25.45,30.81,36.28,42260,46100,52930,64080,75460,,
"Ann Arbor, MI","Social Workers, All Other",detailed,190,15.1,0.911,2.1,31.24,64990,11.4,18.07,21.39,32.48,40.55,44.56,37590,44500,67560,84340,92680,,
"Ann Arbor, MI",Health Education Specialists,detailed,80,19.6,0.371,0.89,31.17,64840,4.3,21.15,24.51,30.13,36.32,42.97,44000,50990,62680,75540,89380,,
"Ann Arbor, MI",Probation Officers and Correctional Treatment Specialists,detailed,70,1.2,0.351,0.54,31.9,66360,2.7,23.03,28.02,33.85,34.26,38.67,47890,58290,70410,71270,80430,,
"Ann Arbor, MI",Social and Human Service Assistants,detailed,1510,4.8,7.231,2.52,15.32,31870,6.7,10.27,11.21,13.53,18,23.59,21370,23320,28150,37430,49060,,
"Ann Arbor, MI","Community and Social Service Specialists, All Other",detailed,30,9.9,0.164,0.26,25.62,53290,4,20.37,21.72,23.97,29.19,35.26,42360,45170,49850,60720,73340,,
"Ann Arbor, MI",Clergy,detailed,90,12.5,0.453,1.21,25.63,53300,4.6,17.14,19.64,22.84,28.36,43.93,35650,40850,47510,59000,91370,,
"Ann Arbor, MI","Directors, Religious Activities and Education",detailed,150,25.1,0.726,5.08,19.09,39700,9.3,10.41,12.25,17.31,23.4,31.04,21650,25480,36000,48670,64570,,
"Ann Arbor, MI",Legal Occupations,major,1070,7.8,5.152,0.62,42,87370,7.5,17.64,23.86,35,52.98,71.35,36700,49630,72790,110200,148400,,
"Ann Arbor, MI",Lawyers,detailed,570,17.3,2.714,0.57,55.39,115210,7.7,27.52,35.18,48.43,66.07,95.39,57240,73170,100740,137420,198400,,
"Ann Arbor, MI",Paralegals and Legal Assistants,detailed,340,32,1.65,0.69,25.43,52900,8.2,15.92,17.75,24.09,32.55,38.38,33110,36910,50100,67700,79830,,
"Ann Arbor, MI","Title Examiners, Abstractors, and Searchers",detailed,**,**,**,**,24.24,50420,2.4,16.07,18.48,22.69,29.36,36.38,33420,38430,47200,61070,75670,,
"Ann Arbor, MI",Educational Instruction and Library Occupations,major,26320,5.1,126.34,2.08,28.72,59740,2.5,11.66,14.17,23.91,32.96,52.55,24250,29470,49720,68560,109310,,
"Ann Arbor, MI","Business Teachers, Postsecondary",detailed,360,21.1,1.744,3.04,*,174050,16.7,*,*,*,*,*,67320,93700,150770,#,#,True,
"Ann Arbor, MI","Computer Science Teachers, Postsecondary",detailed,120,27.2,0.585,2.52,*,121220,8.7,*,*,*,*,*,64070,98460,123590,145600,174830,True,
"Ann Arbor, MI","Mathematical Science Teachers, Postsecondary",detailed,360,21.4,1.732,4.86,*,126580,7.8,*,*,*,*,*,60010,74460,116070,156820,#,True,
"Ann Arbor, MI","Biological Science Teachers, Postsecondary",detailed,160,27.5,0.779,2.1,*,108860,7.3,*,*,*,*,*,67780,79420,100490,128380,166510,True,
"Ann Arbor, MI","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,70,8.6,0.329,3.89,*,120430,6.2,*,*,*,*,*,61610,95460,120620,142100,173320,True,
"Ann Arbor, MI","Physics Teachers, Postsecondary",detailed,100,34.6,0.494,5.03,*,113990,10.4,*,*,*,*,*,73940,89750,106960,137890,171010,True,
"Ann Arbor, MI","Psychology Teachers, Postsecondary",detailed,150,23.1,0.711,2.71,*,113300,7.6,*,*,*,*,*,66550,81360,106720,138460,185890,True,
"Ann Arbor, MI","Sociology Teachers, Postsecondary",detailed,90,46.7,0.445,4.62,*,108020,7.9,*,*,*,*,*,72790,85460,100640,123490,158720,True,
"Ann Arbor, MI","Health Specialties Teachers, Postsecondary",detailed,570,16.1,2.726,1.9,*,115900,5.2,*,*,*,*,*,56450,69370,105120,146950,186300,True,
"Ann Arbor, MI","Nursing Instructors and Teachers, Postsecondary",detailed,310,36.3,1.508,3.43,*,98800,7.6,*,*,*,*,*,54140,67840,93510,116330,153330,True,
"Ann Arbor, MI","Education Teachers, Postsecondary",detailed,160,27.1,0.759,1.83,*,96980,14.9,*,*,*,*,*,42740,58710,84710,119420,174240,True,
"Ann Arbor, MI","Social Work Teachers, Postsecondary",detailed,120,9.9,0.571,5.85,*,110520,4.8,*,*,*,*,*,70320,78820,99800,143070,178260,True,
"Ann Arbor, MI","Art, Drama, and Music Teachers, Postsecondary",detailed,460,15.4,2.185,3.33,*,96500,5.7,*,*,*,*,*,49770,72050,89210,111920,148560,True,
"Ann Arbor, MI","Communications Teachers, Postsecondary",detailed,40,27.2,0.209,1.02,*,99160,10.7,*,*,*,*,*,43530,63650,88930,127920,183050,True,
"Ann Arbor, MI","English Language and Literature Teachers, Postsecondary",detailed,300,35.9,1.456,3.13,*,99250,3.4,*,*,*,*,*,60240,75600,98970,122760,137550,True,
"Ann Arbor, MI","Foreign Language and Literature Teachers, Postsecondary",detailed,160,5,0.751,4.58,*,79780,4.2,*,*,*,*,*,54000,62510,75420,87310,121260,True,
"Ann Arbor, MI","History Teachers, Postsecondary",detailed,60,11.8,0.281,1.91,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
"Ann Arbor, MI","Philosophy and Religion Teachers, Postsecondary",detailed,**,**,**,**,*,96310,7.4,*,*,*,*,*,62620,85260,93820,102520,134570,True,
"Ann Arbor, MI","Postsecondary Teachers, All Other",detailed,170,24.7,0.814,0.58,*,77760,7.4,*,*,*,*,*,49660,59580,72940,84970,107990,True,
"Ann Arbor, MI","Preschool Teachers, Except Special Education",detailed,870,21,4.16,1.56,16.06,33400,6.8,10.66,12.34,16,18.54,21.52,22180,25660,33270,38570,44760,,
"Ann Arbor, MI","Elementary School Teachers, Except Special Education",detailed,1610,21.9,7.707,0.79,*,72710,6.2,*,*,*,*,*,42120,50770,69920,90800,104220,True,
"Ann Arbor, MI","Middle School Teachers, Except Special and Career/Technical Education",detailed,310,26.2,1.476,0.34,*,67170,4.6,*,*,*,*,*,43980,54530,69710,79890,89080,True,
"Ann Arbor, MI","Secondary School Teachers, Except Special and Career/Technical Education",detailed,940,30.7,4.509,0.63,*,64350,3.6,*,*,*,*,*,41480,48310,63540,80800,92750,True,
"Ann Arbor, MI","Special Education Teachers, Kindergarten and Elementary School",detailed,150,28.7,0.707,0.51,*,68240,3.9,*,*,*,*,*,43670,53330,68410,81820,96530,True,
"Ann Arbor, MI","Special Education Teachers, Secondary School",detailed,70,30.3,0.352,0.34,*,64520,7.4,*,*,*,*,*,43460,51990,61660,78900,94100,True,
"Ann Arbor, MI","Special Education Teachers, All Other",detailed,**,**,**,**,*,71430,3.3,*,*,*,*,*,50530,57360,65980,87540,99790,True,
