AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
West Central-Southwest New Hampshire nonmetropolitan area,"Education Administrators, Preschool and Childcare Center/Program",detailed,60,17.6,0.988,2.91,23.17,48190,10.6,16.2,18.21,23.93,27.96,29.99,33690,37880,49780,58160,62390,,
West Central-Southwest New Hampshire nonmetropolitan area,"Education Administrators, Elementary and Secondary School",detailed,210,16.9,3.321,1.95,*,84690,5.2,*,*,*,*,*,54690,70320,84780,95950,107320,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Education Administrators, Postsecondary",detailed,260,5.9,4.097,4.16,53.65,111590,13.1,25.48,32.09,43.9,62.65,#,53000,66740,91310,130310,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Architectural and Engineering Managers,detailed,100,10.5,1.578,1.21,64.11,133360,3.6,45.88,53.08,61.65,71.79,79.15,95440,110410,128230,149330,164630,,
West Central-Southwest New Hampshire nonmetropolitan area,Food Service Managers,detailed,90,22.5,1.349,0.92,26.74,55620,6.1,19.41,21.96,26.15,29.78,35.37,40370,45680,54390,61950,73560,,
West Central-Southwest New Hampshire nonmetropolitan area,Lodging Managers,detailed,60,29.5,1.02,3.96,27.94,58110,9.3,16.36,17.97,27.03,36.19,44.1,34030,37370,56220,75280,91730,,
West Central-Southwest New Hampshire nonmetropolitan area,Medical and Health Services Managers,detailed,300,7.8,4.728,2.07,58.76,122220,5.3,31.71,38.97,49.39,68.89,#,65960,81060,102740,143290,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Postmasters and Mail Superintendents,detailed,40,0,0.552,5.16,32.67,67950,1.3,28.67,29.23,32.13,36.26,38.65,59630,60800,66820,75410,80390,,
West Central-Southwest New Hampshire nonmetropolitan area,"Property, Real Estate, and Community Association Managers",detailed,60,37.8,0.876,0.69,32.31,67210,16.6,10.68,11.96,30.43,43.11,49.48,22220,24880,63300,89680,102910,,
West Central-Southwest New Hampshire nonmetropolitan area,Social and Community Service Managers,detailed,60,10.6,0.915,1.05,33.51,69690,5.3,18.62,27.55,33.58,38.01,46.61,38720,57290,69850,79050,96950,,
West Central-Southwest New Hampshire nonmetropolitan area,"Managers, All Other",detailed,320,4.8,4.972,1.82,51.48,107070,4.3,26.88,33.11,45.56,60.52,83.32,55910,68870,94760,125890,173300,,
West Central-Southwest New Hampshire nonmetropolitan area,Business and Financial Operations Occupations,major,2070,5.4,32.654,0.64,33.2,69050,4.6,18.35,23.58,29.48,37.93,47.26,38160,49050,61310,78890,98300,,
West Central-Southwest New Hampshire nonmetropolitan area,"Wholesale and Retail Buyers, Except Farm Products",detailed,**,**,**,**,27.88,57990,4.8,19.07,21.46,25.23,31.84,44.2,39670,44640,52470,66220,91940,,
West Central-Southwest New Hampshire nonmetropolitan area,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,150,7.9,2.336,1.1,28.04,58320,5.6,17.14,20.71,26.97,35.4,41.86,35640,43070,56100,73620,87060,,
West Central-Southwest New Hampshire nonmetropolitan area,Compliance Officers,detailed,30,6.6,0.488,0.26,35.54,73920,3.1,23.59,26.93,32.97,43.88,53.39,49060,56010,68570,91270,111050,,
West Central-Southwest New Hampshire nonmetropolitan area,Human Resources Specialists,detailed,230,22.8,3.587,1.01,25.25,52510,7.5,16.35,17.84,24.01,29.89,39.76,34000,37100,49930,62170,82710,,
West Central-Southwest New Hampshire nonmetropolitan area,Management Analysts,detailed,140,24,2.17,0.49,*,*,*,*,*,*,*,*,*,*,*,*,*,,
West Central-Southwest New Hampshire nonmetropolitan area,"Meeting, Convention, and Event Planners",detailed,50,13.1,0.829,1.31,24.45,50860,3.3,16.48,20.56,24.56,28.17,30.41,34280,42760,51090,58600,63260,,
West Central-Southwest New Hampshire nonmetropolitan area,Fundraisers,detailed,100,13,1.523,3.35,29.05,60420,3.9,18.36,24.69,28.45,34.31,41.08,38200,51360,59170,71370,85450,,
West Central-Southwest New Hampshire nonmetropolitan area,Training and Development Specialists,detailed,80,7,1.304,0.71,32.1,66770,2,23.26,27.06,32.03,36.91,42.49,48380,56290,66610,76770,88380,,
West Central-Southwest New Hampshire nonmetropolitan area,Market Research Analysts and Marketing Specialists,detailed,80,14.9,1.277,0.35,28.67,59630,3.8,16.75,23.13,27.94,33.59,40.99,34840,48120,58120,69860,85270,,
West Central-Southwest New Hampshire nonmetropolitan area,"Business Operations Specialists, All Other",detailed,380,10.5,5.956,0.89,33.13,68910,3.8,21.04,24.46,31.92,40.9,48.79,43750,50880,66400,85080,101490,,
West Central-Southwest New Hampshire nonmetropolitan area,Accountants and Auditors,detailed,320,7.2,5.057,0.57,30.5,63450,1.8,22.4,25.86,29.78,35.44,40.1,46600,53790,61940,73720,83400,,
West Central-Southwest New Hampshire nonmetropolitan area,Financial Analysts,detailed,60,11.8,1.002,0.51,47.96,99750,9.3,24.59,31.13,38.79,53.31,#,51150,64750,80670,110890,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Personal Financial Advisors,detailed,30,29.8,0.496,0.35,72.03,149810,21.4,19.91,28.17,49.73,#,#,41410,58590,103430,#,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Credit Counselors,detailed,30,15,0.507,2.29,24.96,51910,5.2,17.02,20.12,24.06,28.64,35.66,35410,41840,50040,59570,74160,,
West Central-Southwest New Hampshire nonmetropolitan area,Loan Officers,detailed,60,29.9,1.02,0.46,32.91,68460,4.7,21.37,25.88,32.94,37.72,46.93,44440,53820,68520,78460,97610,,
West Central-Southwest New Hampshire nonmetropolitan area,Tax Preparers,detailed,50,38.8,0.794,1.52,14.86,30910,19.2,7.88,8.6,12.93,21.01,27.76,16380,17900,26890,43700,57750,,
West Central-Southwest New Hampshire nonmetropolitan area,"Financial Specialists, All Other",detailed,70,12.4,1.05,1.14,41.85,87050,13.7,22.04,26.6,33.98,45.17,60.16,45840,55340,70670,93950,125140,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer and Mathematical Occupations,major,1310,5.3,20.7,0.71,35.99,74850,2.2,20.93,26.76,35.29,44.77,53.58,43530,55650,73410,93110,111450,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer Systems Analysts,detailed,110,4.5,1.698,0.42,32.82,68270,2.5,24.16,27.16,32.02,37.64,45.09,50260,56500,66610,78300,93790,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer Programmers,detailed,110,31.6,1.766,0.84,33.03,68700,2.3,20.13,24.96,33.22,40.92,46.39,41860,51910,69100,85100,96490,,
West Central-Southwest New Hampshire nonmetropolitan area,"Software Developers, Applications",detailed,270,11.4,4.268,0.79,46.83,97400,1.7,34.18,40.58,46.06,54.27,60.45,71090,84400,95800,112880,125730,,
West Central-Southwest New Hampshire nonmetropolitan area,Web Developers,detailed,60,26.5,0.993,1.08,25.13,52270,8,13.15,14.88,23.64,30.2,39.68,27350,30960,49170,62820,82530,,
West Central-Southwest New Hampshire nonmetropolitan area,Database Administrators,detailed,50,8,0.728,0.88,41.82,86990,5,25.43,30.27,39.33,54.35,59.51,52880,62960,81810,113050,123770,,
West Central-Southwest New Hampshire nonmetropolitan area,Network and Computer Systems Administrators,detailed,190,8.3,3.035,1.12,36.27,75430,3.1,24.81,29.7,35.56,43.38,50.49,51600,61770,73960,90220,105030,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer User Support Specialists,detailed,250,7.5,3.92,0.92,28.71,59720,4.5,17.47,21.69,27.48,34.71,43.51,36340,45110,57150,72190,90490,,
West Central-Southwest New Hampshire nonmetropolitan area,Computer Network Support Specialists,detailed,**,**,**,**,26.73,55600,3.6,19.74,21.87,26.52,32.18,35.38,41060,45490,55150,66930,73590,,
West Central-Southwest New Hampshire nonmetropolitan area,"Computer Occupations, All Other",detailed,80,8.6,1.195,0.74,35.84,74540,2.6,20.98,27.7,35.43,44.86,50.63,43650,57620,73690,93320,105300,,
West Central-Southwest New Hampshire nonmetropolitan area,Architecture and Engineering Occupations,major,1220,9.7,19.201,1.07,32.86,68340,2.3,17.75,23.59,31.12,40.74,50.26,36910,49080,64740,84740,104530,,
West Central-Southwest New Hampshire nonmetropolitan area,"Architects, Except Landscape and Naval",detailed,50,23.6,0.772,1.14,34.78,72350,7.1,22.31,26.98,36.09,42.83,46.7,46410,56110,75070,89080,97130,,
West Central-Southwest New Hampshire nonmetropolitan area,Surveyors,detailed,**,**,**,**,20.17,41960,13,15.67,16.59,18.14,25.28,28.16,32580,34520,37740,52590,58570,,
West Central-Southwest New Hampshire nonmetropolitan area,Civil Engineers,detailed,60,32.1,0.903,0.45,38.87,80850,3.2,22.63,28.16,35.78,48.44,61.5,47070,58560,74420,100760,127920,,
West Central-Southwest New Hampshire nonmetropolitan area,Electrical Engineers,detailed,60,28.4,1.023,0.79,42.74,88900,2.8,28.56,33.5,40.51,49.94,63.78,59410,69690,84270,103880,132650,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial Engineers,detailed,90,14.3,1.469,0.82,37.56,78130,2,28.21,32.41,37.16,43.46,47.97,58670,67420,77290,90390,99780,,
West Central-Southwest New Hampshire nonmetropolitan area,Mechanical Engineers,detailed,280,18.1,4.419,2.19,42.81,89050,3.7,29.94,33.8,41.04,50.3,61.19,62270,70310,85350,104620,127280,,
West Central-Southwest New Hampshire nonmetropolitan area,"Engineers, All Other",detailed,70,17.4,1.087,1.2,39.89,82960,3.2,28.64,33.33,39.95,47.09,54.18,59570,69330,83100,97950,112700,,
West Central-Southwest New Hampshire nonmetropolitan area,Architectural and Civil Drafters,detailed,60,33.4,0.89,1.29,22.56,46930,5.2,16.19,19.07,22.18,25.95,29.66,33670,39670,46140,53980,61680,,
West Central-Southwest New Hampshire nonmetropolitan area,Electrical and Electronics Engineering Technicians,detailed,60,21,1.021,1.01,27.64,57500,3,18.89,23.92,28.53,32.79,36.04,39300,49750,59340,68210,74970,,
West Central-Southwest New Hampshire nonmetropolitan area,Industrial Engineering Technicians,detailed,60,42.6,0.975,2.16,23.02,47890,2.5,16.73,19.62,22.42,26.59,30.42,34800,40800,46620,55300,63280,,
West Central-Southwest New Hampshire nonmetropolitan area,Mechanical Engineering Technicians,detailed,110,20,1.709,4.82,27.42,57030,1.9,20.34,23.98,27.18,30.67,36.3,42310,49880,56530,63800,75510,,
West Central-Southwest New Hampshire nonmetropolitan area,"Engineering Technicians, Except Drafters, All Other",detailed,30,0.7,0.497,0.97,26.35,54810,1.9,19.68,21.73,24.76,29.89,35.67,40930,45200,51490,62180,74180,,
West Central-Southwest New Hampshire nonmetropolitan area,Surveying and Mapping Technicians,detailed,**,**,**,**,18.33,38120,10.2,12.97,14.65,17.79,21.77,25.33,26980,30460,37010,45280,52680,,
West Central-Southwest New Hampshire nonmetropolitan area,"Life, Physical, and Social Science Occupations",major,1120,10.7,17.732,2.13,28.82,59940,3,15.66,20.61,26.65,34.48,44.03,32560,42860,55420,71710,91570,,
West Central-Southwest New Hampshire nonmetropolitan area,Biochemists and Biophysicists,detailed,50,17.1,0.712,3.19,34.77,72330,22,20.39,22.2,27.11,35.16,51.08,42410,46180,56390,73140,106250,,
West Central-Southwest New Hampshire nonmetropolitan area,"Medical Scientists, Except Epidemiologists",detailed,400,4.1,6.245,8.25,30.16,62730,2.3,20.59,23.23,28.47,35.47,43.51,42840,48310,59220,73770,90490,,
West Central-Southwest New Hampshire nonmetropolitan area,"Physical Scientists, All Other",detailed,90,3.8,1.473,9.61,37.32,77620,8.3,19.83,25.32,33.75,48.44,58.49,41240,52670,70190,100760,121650,,
West Central-Southwest New Hampshire nonmetropolitan area,"Clinical, Counseling, and School Psychologists",detailed,50,18.3,0.721,0.94,37.02,76990,9,22.67,30.34,34.26,37.85,58.07,47150,63110,71270,78740,120780,,
West Central-Southwest New Hampshire nonmetropolitan area,Urban and Regional Planners,detailed,**,**,**,**,26.27,54640,2.7,16.91,23.91,27.09,30.62,34.76,35160,49730,56350,63690,72290,,
West Central-Southwest New Hampshire nonmetropolitan area,Biological Technicians,detailed,80,19.6,1.313,2.48,16.44,34200,2.9,12.54,13.79,15.8,18.26,21.99,26090,28680,32870,37970,45730,,
West Central-Southwest New Hampshire nonmetropolitan area,"Life, Physical, and Social Science Technicians, All Other",detailed,70,20,1.053,2.02,24.7,51380,4.4,16.77,19.67,23.43,29.14,34.57,34880,40910,48740,60610,71910,,
West Central-Southwest New Hampshire nonmetropolitan area,Community and Social Service Occupations,major,720,8.2,11.338,0.79,20.46,42550,5.2,10.97,13.9,19.21,26.27,32.39,22820,28900,39950,54630,67360,,
West Central-Southwest New Hampshire nonmetropolitan area,"Educational, Guidance, School, and Vocational Counselors",detailed,140,12.4,2.151,1.17,25.44,52910,5.1,16.06,19.26,25.38,32.33,36.24,33400,40060,52800,67240,75390,,
West Central-Southwest New Hampshire nonmetropolitan area,Mental Health Counselors,detailed,60,33.7,0.933,1,22.25,46270,10.3,14.69,16.85,20.46,27.67,34.41,30550,35060,42560,57550,71580,,
West Central-Southwest New Hampshire nonmetropolitan area,"Counselors, All Other",detailed,70,20.6,1.054,5.51,15.18,31580,3.7,10.37,12.26,13.96,17.47,22.94,21570,25500,29030,36340,47720,,
West Central-Southwest New Hampshire nonmetropolitan area,"Child, Family, and School Social Workers",detailed,50,45.6,0.863,0.4,18.02,37490,8.8,13.19,14.99,17.54,21.21,23.84,27440,31180,36480,44120,49580,,
West Central-Southwest New Hampshire nonmetropolitan area,Healthcare Social Workers,detailed,60,10.8,0.89,0.79,29.21,60750,2.8,24.1,26.04,28.59,31.88,36.82,50120,54160,59470,66310,76580,,
West Central-Southwest New Hampshire nonmetropolitan area,Social and Human Service Assistants,detailed,200,28.7,3.133,1.2,14.11,29360,8.4,9.52,10.83,13.18,16.87,21.46,19800,22530,27410,35080,44640,,
West Central-Southwest New Hampshire nonmetropolitan area,"Community and Social Service Specialists, All Other",detailed,70,26.2,1.087,1.58,22,45760,9.9,12.26,17.45,22.96,26.83,29.26,25500,36300,47750,55810,60870,,
West Central-Southwest New Hampshire nonmetropolitan area,Legal Occupations,major,150,5.6,2.391,0.31,36.83,76600,6.5,19.64,22.47,28.36,48.71,60.77,40850,46740,58990,101310,126410,,
West Central-Southwest New Hampshire nonmetropolitan area,Lawyers,detailed,100,7.1,1.553,0.35,42.76,88930,8.6,21.02,23.9,37.44,54.7,70.45,43720,49710,77880,113780,146540,,
West Central-Southwest New Hampshire nonmetropolitan area,Paralegals and Legal Assistants,detailed,50,28.8,0.759,0.38,24.2,50330,9.5,17.07,19.49,24.53,27.83,29.81,35510,40540,51020,57880,62000,,
West Central-Southwest New Hampshire nonmetropolitan area,"Education, Training, and Library Occupations",major,6150,7.2,97.118,1.57,31.16,64820,15.1,11.56,15.98,25.52,36.47,57.25,24040,33230,53080,75860,119080,,
West Central-Southwest New Hampshire nonmetropolitan area,"Business Teachers, Postsecondary",detailed,130,8.5,2.105,3.42,*,165780,25.4,*,*,*,*,*,59650,84750,162580,#,#,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Mathematical Science Teachers, Postsecondary",detailed,50,7.9,0.799,2.05,*,101830,13.7,*,*,*,*,*,53540,62650,87230,120770,179190,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Psychology Teachers, Postsecondary",detailed,50,7.2,0.769,2.76,*,112900,12.5,*,*,*,*,*,67400,83890,95050,123420,#,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Health Specialties Teachers, Postsecondary",detailed,**,**,**,**,*,144670,8.6,*,*,*,*,*,64810,87170,122670,#,#,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Education Teachers, Postsecondary",detailed,50,13.5,0.762,1.74,*,71160,5,*,*,*,*,*,46120,54750,65590,90390,100440,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Art, Drama, and Music Teachers, Postsecondary",detailed,110,9.6,1.728,2.42,*,85950,4.3,*,*,*,*,*,56530,67480,80380,99580,127860,True,
West Central-Southwest New Hampshire nonmetropolitan area,"English Language and Literature Teachers, Postsecondary",detailed,90,9.9,1.484,2.7,*,92630,3.7,*,*,*,*,*,60850,70650,85560,103210,138960,True,
West Central-Southwest New Hampshire nonmetropolitan area,"History Teachers, Postsecondary",detailed,50,5,0.732,4.26,*,94780,5.1,*,*,*,*,*,67160,78910,92240,110900,125170,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Philosophy and Religion Teachers, Postsecondary",detailed,40,3.2,0.581,3.36,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Preschool Teachers, Except Special Education",detailed,270,17.5,4.197,1.56,14.6,30360,8.1,10.16,11.65,13.45,16.1,21.89,21130,24230,27970,33500,45540,,
West Central-Southwest New Hampshire nonmetropolitan area,"Kindergarten Teachers, Except Special Education",detailed,30,27.8,0.535,0.47,*,57420,6.2,*,*,*,*,*,41390,52130,58910,66680,74180,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Elementary School Teachers, Except Special Education",detailed,760,12.9,11.924,1.19,*,56590,2.8,*,*,*,*,*,39670,47340,57160,66830,74860,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Middle School Teachers, Except Special and Career/Technical Education",detailed,510,23.6,8.052,1.75,*,51470,4.1,*,*,*,*,*,35130,40760,50850,60220,70540,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,320,21.7,4.995,0.72,*,56860,5.6,*,*,*,*,*,34770,44480,56810,69880,78650,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Special Education Teachers, Kindergarten and Elementary School",detailed,120,18.3,1.955,1.38,*,57380,4.1,*,*,*,*,*,36900,46550,59220,69880,75830,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Special Education Teachers, Middle School",detailed,130,37.8,1.985,3.01,*,49710,7.1,*,*,*,*,*,33970,37860,51210,59420,67740,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Special Education Teachers, Secondary School",detailed,70,44.6,1.084,1.15,*,57520,6.5,*,*,*,*,*,37270,44590,58400,70930,77380,True,
West Central-Southwest New Hampshire nonmetropolitan area,Self-Enrichment Education Teachers,detailed,200,17.1,3.191,2.02,16.99,35330,13.9,8.31,9.65,14.68,25.46,29.1,17290,20080,30540,52950,60530,,
West Central-Southwest New Hampshire nonmetropolitan area,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,**,**,**,**,*,40080,8.8,*,*,*,*,*,20100,27250,32810,51270,67550,True,
West Central-Southwest New Hampshire nonmetropolitan area,Librarians,detailed,190,6.1,2.945,3.09,28.68,59650,6.8,15.98,21.67,27.96,35.01,42.13,33250,45060,58150,72820,87640,,
West Central-Southwest New Hampshire nonmetropolitan area,Library Technicians,detailed,160,8.9,2.579,3.78,18.45,38380,3.3,12.88,15.43,17.82,21.53,25.75,26800,32100,37070,44780,53560,,
West Central-Southwest New Hampshire nonmetropolitan area,Instructional Coordinators,detailed,60,31.2,0.879,0.87,33.42,69520,5.8,25.51,28.8,33.18,37.13,43.65,53060,59900,69010,77230,90800,,
West Central-Southwest New Hampshire nonmetropolitan area,Teacher Assistants,detailed,1030,12.4,16.27,1.83,*,28120,4.1,*,*,*,*,*,18070,22180,28040,33660,38320,True,
West Central-Southwest New Hampshire nonmetropolitan area,"Education, Training, and Library Workers, All Other",detailed,160,10.2,2.468,3.14,28.07,58390,2.8,17.66,21.69,26.99,33.8,42.29,36720,45110,56150,70300,87970,,
West Central-Southwest New Hampshire nonmetropolitan area,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1040,8.2,16.438,1.23,22.4,46590,9,8.74,12.29,19.2,29.59,38.2,18170,25560,39930,61550,79470,,
West Central-Southwest New Hampshire nonmetropolitan area,Graphic Designers,detailed,50,17.6,0.715,0.48,23.63,49150,4,15.05,18.44,23.79,27.85,30.82,31310,38350,49470,57920,64100,,
West Central-Southwest New Hampshire nonmetropolitan area,Producers and Directors,detailed,40,41,0.573,0.75,21.11,43910,14.3,9.03,15.72,17.61,27.88,36.18,18780,32690,36640,57990,75260,,
West Central-Southwest New Hampshire nonmetropolitan area,Coaches and Scouts,detailed,390,17.6,6.207,3.82,*,44630,15.3,*,*,*,*,*,17240,19570,31680,60010,83330,True,
West Central-Southwest New Hampshire nonmetropolitan area,Public Relations Specialists,detailed,150,7.4,2.41,1.52,30.32,63060,4.2,19.69,23.49,28.36,36.3,43.87,40950,48870,58990,75500,91250,,
West Central-Southwest New Hampshire nonmetropolitan area,Editors,detailed,50,28.4,0.758,1.08,27.22,56610,9.8,20.33,22.04,24.84,31.91,37.97,42290,45850,51660,66370,78980,,
West Central-Southwest New Hampshire nonmetropolitan area,Writers and Authors,detailed,30,31.5,0.551,1.75,20.34,42300,2.3,7.99,8.77,22.99,30.28,35.37,16620,18240,47820,62980,73570,,
West Central-Southwest New Hampshire nonmetropolitan area,"Media and Communication Equipment Workers, All Other",detailed,60,36.9,0.874,6.82,17.68,36780,11.1,10.33,11.52,16.76,22.01,28.54,21480,23960,34850,45770,59360,,
West Central-Southwest New Hampshire nonmetropolitan area,Healthcare Practitioners and Technical Occupations,major,5930,3.5,93.645,1.61,43.63,90740,11.5,17.74,25.8,34.03,46.29,#,36900,53660,70790,96280,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Dietitians and Nutritionists,detailed,30,4.1,0.473,1.09,29.25,60840,2.4,20.71,23.66,29.73,34.96,37.82,43080,49210,61840,72730,78660,,
West Central-Southwest New Hampshire nonmetropolitan area,Pharmacists,detailed,150,13.1,2.307,1.08,59.65,124070,2.6,51.22,54.19,59.13,66.19,73.68,106550,112710,122980,137680,153260,,
West Central-Southwest New Hampshire nonmetropolitan area,Anesthesiologists,detailed,**,**,**,**,118.85,247210,16.6,80.61,#,#,#,#,167660,#,#,#,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Family and General Practitioners,detailed,40,28.4,0.675,0.73,93.86,195220,6,65.25,73.48,85.38,#,#,135720,152830,177580,#,#,,
West Central-Southwest New Hampshire nonmetropolitan area,"Physicians and Surgeons, All Other",detailed,480,12.3,7.607,3.25,118.01,245450,11.8,76.65,#,#,#,#,159440,#,#,#,#,,
West Central-Southwest New Hampshire nonmetropolitan area,Physician Assistants,detailed,70,8.1,1.034,1.45,49.19,102320,3.4,38.77,42.34,48.19,56.08,65.9,80630,88070,100230,116650,137070,,
West Central-Southwest New Hampshire nonmetropolitan area,Occupational Therapists,detailed,100,32.4,1.583,1.9,38.68,80450,7.2,31.24,33.25,36.61,42.73,53.94,64980,69170,76160,88890,112190,,
West Central-Southwest New Hampshire nonmetropolitan area,Physical Therapists,detailed,170,18.6,2.738,1.8,38.54,80150,3.5,29.15,33.42,39.13,44.61,47.99,60630,69510,81380,92790,99820,,
West Central-Southwest New Hampshire nonmetropolitan area,Speech-Language Pathologists,detailed,50,19.2,0.833,0.87,33.33,69320,3.7,21.43,25.93,34.13,39.08,45.59,44580,53940,70990,81280,94830,,
West Central-Southwest New Hampshire nonmetropolitan area,Veterinarians,detailed,50,30,0.747,1.57,49.34,102630,7.8,27.73,35.88,43.81,53.3,76.46,57680,74630,91120,110870,159040,,
West Central-Southwest New Hampshire nonmetropolitan area,Registered Nurses,detailed,2320,3.9,36.598,1.84,34.7,72180,2.8,25.31,28.32,34.22,41.49,46.67,52640,58920,71170,86310,97080,,
West Central-Southwest New Hampshire nonmetropolitan area,Nurse Practitioners,detailed,140,2.1,2.284,2.31,*,*,*,*,*,*,*,*,*,*,*,*,*,,
West Central-Southwest New Hampshire nonmetropolitan area,Medical and Clinical Laboratory Technologists,detailed,70,11,1.14,0.96,30.09,62590,4.2,20.87,23.39,30.15,35.53,41.43,43400,48650,62710,73900,86180,,
West Central-Southwest New Hampshire nonmetropolitan area,Medical and Clinical Laboratory Technicians,detailed,50,11.4,0.829,0.72,20.34,42300,3,14.57,17.03,20.33,23.32,27.3,30310,35430,42280,48510,56790,,
West Central-Southwest New Hampshire nonmetropolitan area,Dental Hygienists,detailed,90,13,1.395,0.96,38.53,80140,4.1,30.66,33.8,38.38,43.22,46.35,63770,70310,79830,89890,96410,,
West Central-Southwest New Hampshire nonmetropolitan area,Radiologic Technologists,detailed,120,8.2,1.944,1.37,32.38,67350,2.8,23.62,27,31.75,37.96,44.7,49130,56150,66040,78950,92980,,
West Central-Southwest New Hampshire nonmetropolitan area,Magnetic Resonance Imaging Technologists,detailed,40,29.1,0.554,2.28,34.18,71090,2.1,26.23,30.07,34.27,38.2,44.02,54550,62550,71270,79460,91570,,
West Central-Southwest New Hampshire nonmetropolitan area,Emergency Medical Technicians and Paramedics,detailed,180,15.4,2.891,1.68,17.87,37160,19,10.03,11.02,15.78,25.69,29.16,20870,22920,32830,53430,60660,,
