PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9111,Medical and Health Services Managers,detailed,9300,3.9,1.761,0.78,53.21,110670,1.7,27.42,37.25,50.27,64.24,81.03,57040,77470,104570,133610,168540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9121,Natural Sciences Managers,detailed,1460,6.5,0.276,0.74,74.72,155430,3.4,40.92,50.47,67.82,#,#,85120,104990,141080,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9131,Postmasters and Mail Superintendents,detailed,110,0,0.021,0.11,43.49,90460,2.5,36.78,39.61,42.8,46.78,51.33,76500,82380,89020,97290,106760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,10740,6.6,2.034,1.66,36.14,75180,2.4,18.32,22.93,32.13,42.49,61.66,38110,47690,66820,88370,128240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9151,Social and Community Service Managers,detailed,4620,4.9,0.874,0.99,35.01,72830,4.6,17.69,24,33.37,43.18,54.86,36800,49920,69410,89810,114110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9161,Emergency Management Directors,detailed,170,3.7,0.032,0.43,49.82,103630,2.2,35.68,40.87,48.32,57.54,69.42,74220,85000,100510,119680,144390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9199,"Managers, All Other",detailed,12050,4.4,2.281,0.88,58.93,122570,1.2,31.37,41.78,54.66,70.82,89.45,65250,86910,113700,147300,186060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-0000,Business and Financial Operations Occupations,major,299820,1.3,56.761,1.15,35.85,74570,0.6,18.54,24.4,32.78,43.48,56.48,38560,50740,68180,90440,117470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,3340,14.2,0.632,7,58.43,121530,6,20.42,26.57,49.7,81.48,#,42470,55270,103380,169470,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,380,30,0.072,0.91,32.79,68200,4.9,21.12,25.39,30.84,36.41,51.19,43940,52810,64140,75730,106470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,6660,6.6,1.26,1.51,26.4,54910,3.8,13.75,17.51,23.89,32.5,43.95,28590,36420,49690,67590,91410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,12820,3.1,2.426,1.13,31.06,64600,1.3,17.87,22.15,29.52,38.27,47.14,37170,46060,61390,79590,98060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,12340,4.9,2.337,1.16,30.45,63330,1.5,19.54,23.15,29.98,36.44,43.68,40640,48160,62350,75800,90850,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance Appraisers, Auto Damage",detailed,330,9.1,0.063,0.7,28.69,59680,3.8,20.4,24.1,28.29,33.4,36.74,42440,50130,58840,69480,76410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,Compliance Officers,detailed,10390,3.2,1.967,1.13,34.61,71990,2.2,21.01,27.01,34.72,40.58,48.45,43700,56170,72220,84400,100780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost Estimators,detailed,7140,4.2,1.351,0.9,32.63,67870,1.6,16.04,21.48,30.72,42.19,53.23,33370,44680,63900,87760,110720,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1071,Human Resources Specialists,detailed,16280,3.3,3.083,1.02,32.12,66800,2.5,17.12,22.88,31.16,39.85,49.63,35610,47580,64800,82890,103240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1075,Labor Relations Specialists,detailed,3500,15.1,0.662,1.14,39.66,82490,4.4,21.53,31.43,40.55,47.38,57.89,44790,65370,84350,98550,120420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,detailed,4610,7.2,0.872,0.95,38.73,80560,2,23.59,28.56,37.25,46.16,56.65,49070,59410,77480,96000,117840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management Analysts,detailed,23500,5.1,4.449,1.07,42.23,87850,1.5,24.78,31.2,39.63,50.59,65.55,51540,64910,82430,105230,136350,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,"Meeting, Convention, and Event Planners",detailed,2510,9.3,0.476,0.88,25.38,52780,2.9,14.4,18.28,24.35,30.63,38.74,29950,38010,50650,63720,80570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1131,Fundraisers,detailed,1620,12.9,0.307,0.82,30.5,63430,6.5,15.01,19.93,30.13,39.95,45.47,31210,41450,62660,83090,94580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,4510,8.2,0.854,1.3,31.34,65180,2.9,18.8,23.25,30.15,36.69,45.07,39100,48360,62710,76310,93750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1151,Training and Development Specialists,detailed,7060,5.8,1.336,0.8,31.06,64600,2.6,15.21,22.04,30.74,39.07,47.43,31650,45840,63950,81270,98660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1161,Market Research Analysts and Marketing Specialists,detailed,24250,3.6,4.592,1.52,32.99,68630,2,16.01,21.34,29.19,41.45,54.84,33310,44390,60710,86210,114060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business Operations Specialists, All Other",detailed,41940,2.6,7.941,1.11,36.15,75190,1.3,19.16,24.53,33.42,45.44,56.99,39850,51030,69510,94520,118530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and Auditors,detailed,56440,3.4,10.685,1.23,36.28,75460,1,20.34,25.72,32.91,42.78,56.1,42310,53510,68460,88970,116690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and Assessors of Real Estate,detailed,2000,21.4,0.379,0.83,35.85,74560,2.7,21.81,27.15,36.83,43.85,51.99,45370,56460,76600,91200,108130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget Analysts,detailed,3580,5.5,0.677,1.51,37.53,78070,1.2,24.4,29.88,36.9,44.86,53.61,50750,62150,76750,93320,111510,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit Analysts,detailed,2610,7.3,0.495,1.05,36.27,75450,2.2,20.61,26.01,33.15,44.09,58.54,42870,54110,68950,91700,121760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial Analysts,detailed,11740,5.4,2.223,1.21,48.57,101030,3.1,25.95,32.03,41.38,55.2,83.58,53980,66620,86060,114820,173840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal Financial Advisors,detailed,9240,7.3,1.75,1.3,40.39,84010,5.1,16.15,18.99,31.06,48.01,81.2,33580,39490,64610,99860,168900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance Underwriters,detailed,3910,12.8,0.741,1.05,36.25,75410,2.6,21.42,26.09,33.36,43.91,58.71,44550,54260,69390,91330,122130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial Examiners,detailed,1410,14.6,0.266,1.24,38.21,79490,5.3,20.79,27.17,34.44,45.43,64.02,43250,56520,71640,94490,133150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Credit Counselors,detailed,1340,9,0.255,1.2,21.61,44940,2.8,13.23,16.85,21.05,25.29,29.22,27530,35040,43770,52590,60790,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan Officers,detailed,12040,6,2.279,1.04,40.7,84660,2.5,20.29,25.73,35,50.46,68.75,42190,53510,72800,104960,143000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,2150,0.1,0.407,0.81,35.78,74420,1.7,22.22,26.26,34.55,45.44,52.59,46210,54620,71870,94520,109380,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax Preparers,detailed,2900,15.6,0.549,1.17,20.97,43620,5.6,10,12.27,16.59,27.15,39.38,20790,25530,34500,56470,81900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial Specialists, All Other",detailed,7270,6,1.375,1.21,30.6,63650,2.5,17.26,20.62,27.4,36.2,50.27,35900,42880,56990,75290,104550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and Mathematical Occupations,major,142480,3.2,26.973,0.98,41.01,85290,0.8,20.87,29.48,39.7,52.07,64.29,43420,61310,82580,108310,133720,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1111,Computer and Information Research Scientists,detailed,1460,39.6,0.276,1.45,56.85,118240,4,36.21,46.3,53.37,65.69,82.99,75310,96300,111010,136630,172610,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1121,Computer Systems Analysts,detailed,17250,4.6,3.266,0.88,43.53,90530,1.5,28.53,33.93,41.74,52.51,63.78,59350,70570,86810,109230,132660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1122,Information Security Analysts,detailed,1760,8.1,0.334,0.6,43.37,90220,1.2,30.09,35.88,42.9,51.24,57.76,62590,74640,89220,106590,120140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1131,Computer Programmers,detailed,14030,7.2,2.656,1.09,39.3,81740,1.8,20.15,28.67,39.76,50.49,57.96,41910,59640,82700,105010,120550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1132,"Software Developers, Applications",detailed,23740,6.5,4.495,1,46.16,96000,1.3,29.78,36.77,45.48,55.71,66.75,61940,76490,94590,115870,138850,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1133,"Software Developers, Systems Software",detailed,21330,10.7,4.039,1.34,53.69,111670,1.5,33.02,41.87,52.9,65.13,76.2,68680,87080,110040,135460,158490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1134,Web Developers,detailed,5580,7.5,1.056,1.34,30.71,63880,2.1,16.07,22.62,30.23,38.87,45.64,33420,47050,62870,80860,94930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1141,Database Administrators,detailed,3450,4.3,0.654,0.76,40.94,85160,1.5,21.64,30.18,40.06,52.83,63.97,45010,62780,83310,109890,133060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1142,Network and Computer Systems Administrators,detailed,14270,3.1,2.702,1,38.96,81040,0.8,24.61,30.61,37.46,46.24,55.87,51190,63670,77910,96180,116200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1143,Computer Network Architects,detailed,5760,18.6,1.09,1.03,44.82,93220,4.8,26.22,32.81,41.82,56.57,68.58,54550,68240,86980,117670,142660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1151,Computer User Support Specialists,detailed,20040,3.8,3.795,0.94,25.46,52960,1.4,14.69,18.69,24.11,30.84,37.8,30560,38870,50160,64150,78620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1152,Computer Network Support Specialists,detailed,5470,7.3,1.036,0.8,32.03,66630,1.4,19.19,23.99,31.05,39.69,46.26,39910,49900,64590,82550,96210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1199,"Computer Occupations, All Other",detailed,4290,6.1,0.813,0.57,35.91,74690,2.1,16,23.36,36.34,46.68,56.75,33280,48590,75590,97090,118040,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,detailed,1000,27.4,0.19,1.16,50.34,104710,3.7,30.04,35.58,48.86,63.91,79.89,62480,74010,101640,132940,166170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2021,Mathematicians,detailed,330,38.3,0.062,2.49,43.16,89770,7.2,25.63,30.65,47.9,54.08,57.8,53310,63750,99630,112490,120220,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations Research Analysts,detailed,1800,7.3,0.34,0.64,40.46,84150,2.3,24.75,31.29,38.71,49.45,59.13,51470,65080,80520,102870,123000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,detailed,870,11.2,0.164,0.84,40.03,83260,2.1,23.45,30.75,40.17,49.36,56.84,48780,63960,83550,102670,118230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and Engineering Occupations,major,104900,4,19.859,1.1,43.3,90070,1.4,22.6,30.44,41.64,54.71,68.28,47000,63320,86610,113790,142020,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, Except Landscape and Naval",detailed,4360,9.9,0.826,1.3,42.67,88750,4.2,24.88,31.14,39.18,48.77,63.82,51750,64780,81490,101430,132750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape Architects,detailed,580,22.7,0.11,0.91,35.45,73730,3.6,23.36,27.9,34.52,43.09,50.52,48580,58030,71800,89640,105080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and Photogrammetrists,detailed,300,12.5,0.056,0.64,35,72800,2.8,24.14,30.63,35.2,41.17,44.97,50200,63700,73210,85630,93540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,detailed,1080,10.2,0.204,0.66,40.79,84850,2.3,29.81,36.01,41.21,45.67,52.31,62010,74900,85710,94990,108800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace Engineers,detailed,10190,26.7,1.93,3.13,55.67,115790,2.3,35.65,45.11,56.37,67.84,76.89,74140,93830,117250,141110,159930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical Engineers,detailed,1640,8.2,0.311,2.16,46.04,95760,1.8,30.25,36.28,44.54,54.9,66.34,62910,75460,92650,114190,137990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical Engineers,detailed,850,25.9,0.162,0.65,49.11,102140,16.8,17.38,31.26,44.5,74.53,86.05,36150,65030,92550,155030,178980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil Engineers,detailed,10390,6.1,1.967,0.99,45.12,93840,2.1,25.38,35.15,44.17,53.32,65.13,52780,73120,91870,110910,135470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer Hardware Engineers,detailed,4320,24.9,0.818,1.34,53.21,110670,2.3,33.71,41.52,52.8,65.32,74.59,70110,86350,109830,135870,155150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical Engineers,detailed,7610,7.3,1.441,1.17,50.01,104020,2.7,28.67,37.98,49.56,62.34,71.71,59630,78990,103090,129660,149150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics Engineers, Except Computer",detailed,9660,13.1,1.828,1.76,48.92,101740,3.2,27.12,35.04,46.56,60.01,74.13,56410,72880,96850,124820,154180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental Engineers,detailed,1660,13.9,0.315,0.81,46.59,96910,2,31.4,36.75,43.95,54.29,67.63,65310,76430,91410,112920,140670,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,800,6.1,0.152,0.84,43.95,91410,2.5,26.65,38.15,45.31,51.17,57.52,55440,79350,94250,106440,119650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial Engineers,detailed,7860,7.1,1.488,0.88,45.84,95360,1.4,30.25,36.56,44.52,54.53,66.25,62910,76040,92600,113410,137810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials Engineers,detailed,1600,27.9,0.302,1.73,48.06,99970,3.3,30.7,38.35,47.31,58.27,69.46,63860,79770,98400,121200,144470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical Engineers,detailed,8660,6.3,1.639,0.85,44.51,92580,2.9,26.91,33.2,42.36,54.03,66.32,55980,69060,88110,112370,137940,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,190,37.4,0.037,0.63,44.94,93480,5.4,30.5,37.59,42.45,52.3,57.59,63440,78190,88290,108790,119790,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2161,Nuclear Engineers,detailed,**,**,**,**,57.49,119570,2.5,44.05,50.52,57.56,66.48,72.27,91630,105080,119720,138270,150310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum Engineers,detailed,520,39.8,0.099,0.35,50.05,104100,9.6,24.41,36.46,48.22,58.88,73.44,50770,75830,100290,122480,152750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, All Other",detailed,4240,11.6,0.803,0.85,46.16,96020,2,24.88,32.82,45.79,57.36,70.62,51750,68260,95240,119310,146900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and Civil Drafters,detailed,4430,9.9,0.839,1.31,27.63,57480,2.3,17.61,22.04,27.18,33.03,38.76,36630,45830,56530,68700,80620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and Electronics Drafters,detailed,1650,37.8,0.313,1.45,27.25,56670,2.9,17.43,21.16,26.25,32.54,40.29,36250,44000,54600,67690,83800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical Drafters,detailed,1680,7.8,0.318,0.65,26.42,54960,2,15.49,19.65,24.86,31.61,40.06,32230,40880,51710,65750,83330,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, All Other",detailed,840,36.4,0.158,1.4,24.89,51760,3.7,14.77,23.05,25.74,28.14,30.18,30730,47950,53540,58520,62770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,1030,19.6,0.196,2.61,31.12,64730,2.4,21.48,26.1,31.29,35.29,41.5,44680,54300,65070,73400,86320,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil Engineering Technicians,detailed,2020,7.5,0.383,0.7,30.07,62550,1.5,19.46,25.73,30.64,34.77,40.22,40480,53510,63730,72320,83660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,6710,9.2,1.269,1.14,29.15,60630,2,16.22,21.21,28.67,35.14,44.09,33730,44110,59630,73090,91700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-Mechanical Technicians,detailed,630,22.2,0.119,0.91,22.87,47570,3.3,14.52,17.97,21.63,26.94,34.39,30200,37380,45000,56040,71530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental Engineering Technicians,detailed,1030,22.3,0.195,1.36,29.59,61540,7.2,16.37,20.41,27.15,39.67,46.09,34060,42450,56480,82500,95860,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial Engineering Technicians,detailed,1590,13.8,0.301,0.58,28.48,59230,1.4,17.99,22.12,27.4,34.44,41.95,37420,46020,57000,71640,87270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical Engineering Technicians,detailed,1500,11.8,0.285,0.8,27.32,56830,5.7,15.32,19.4,24.5,33.66,46.07,31870,40360,50960,70020,95820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,2210,10.5,0.419,0.84,29.79,61970,5.3,16.27,21.2,29.14,37.25,44.57,33840,44090,60600,77480,92710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and Mapping Technicians,detailed,520,11.3,0.099,0.27,31.6,65720,3.1,20.12,26.52,31.77,35.95,43.59,41840,55160,66090,74780,90670,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, Physical, and Social Science Occupations",major,46190,9,8.744,1.03,36.26,75420,2,16.85,23.62,34.49,45.1,56.1,35050,49130,71740,93800,116690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1012,Food Scientists and Technologists,detailed,640,19,0.122,1.16,27.74,57700,4.7,15.58,18.75,25.32,33.86,45.38,32410,39000,52670,70420,94390,,
