PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,12600,3.2,2.419,1.13,30.6,63650,1.5,17.77,22.12,28.9,37.22,46.15,36950,46010,60110,77410,95990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims Adjusters, Examiners, and Investigators",,11890,6.1,2.282,1.11,30.32,63070,1.7,19.16,22.65,29.8,36.84,43.82,39840,47100,61980,76630,91150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance Appraisers, Auto Damage",,440,15.1,0.085,1,27.54,57270,2.2,19.57,23.1,27.13,32.14,36.12,40710,48040,56420,66850,75130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,Compliance Officers,,9310,3.5,1.788,1.09,34.22,71180,1.1,20.78,26.11,33.83,40.44,48.08,43220,54300,70360,84120,100010,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost Estimators,,7070,4.8,1.357,0.93,32.78,68180,1.5,16.29,22.48,31.34,42.1,52.8,33890,46760,65190,87570,109820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",,17850,4.8,3.426,1.01,33.32,69310,1.9,17.94,24.33,32.5,41.45,51.09,37320,50600,67610,86210,106260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,,4830,7.8,0.926,1.06,38.35,79770,1.7,24,28.62,36.6,45.68,55.85,49920,59520,76130,95020,116170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management Analysts,,22390,4.1,4.298,1.02,43.61,90700,1.8,24.81,31.05,40.18,52.92,67.98,51610,64580,83570,110080,141400,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,"Meeting, Convention, and Event Planners*",,2520,9.3,0.484,0.97,24.57,51110,2.2,14.44,18.32,23.85,29.29,36.28,30040,38110,49610,60920,75470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",,4710,6.5,0.903,1.22,29.93,62250,2.1,19.07,21.78,28.3,35.37,43.87,39670,45310,58860,73560,91250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1151,Training and Development Specialists,,6740,5.7,1.295,0.81,30.01,62420,2.4,15.43,21.93,29.37,36.92,45.72,32090,45620,61090,76790,95110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1161,Market Research Analysts and Marketing Specialists*,,19880,5.1,3.816,1.54,31.78,66100,2.5,15.31,20.5,28.51,39.54,52.87,31830,42640,59300,82250,109980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business Operations Specialists, All Other*",,44480,4.1,8.538,1.13,34.34,71420,1.2,17.22,23.09,31.76,43.85,55.77,35820,48020,66070,91200,116010,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and Auditors,,49920,4,9.582,1.13,35.61,74070,1,20.41,25.41,32.25,42,55.13,42460,52860,67080,87370,114680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and Assessors of Real Estate,,1770,18.3,0.339,0.71,35.76,74390,2.5,21.79,26.55,36.45,43.84,51.44,45310,55230,75810,91190,107000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget Analysts,,4160,5.6,0.798,1.79,37.59,78190,1.6,23.61,29.25,37.36,45.35,54.05,49110,60850,77720,94340,112410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit Analysts,,2430,7.2,0.467,1.01,37.46,77910,2.3,21.44,27.23,34.12,47.68,57.81,44600,56650,70970,99170,120250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial Analysts,,11770,6.7,2.259,1.28,48.29,100450,3.4,25.61,31.28,40.15,54.43,84.96,53270,65060,83510,113220,176730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal Financial Advisors,,8810,7.1,1.692,1.34,37.03,77020,5.5,16.09,18.54,27.83,41.54,73.6,33470,38570,57890,86410,153090,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance Underwriters,,3740,11.5,0.717,0.99,35.5,73840,2.6,19.64,24.74,32.48,43.76,57.61,40850,51470,67570,91020,119830,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial Examiners,,**,**,**,**,37.5,77990,4.7,19.62,25.51,33.62,44.56,64.2,40820,53050,69930,92690,133540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Credit Counselors,,1400,11.9,0.269,1.17,22.46,46710,1.4,16.24,18.78,21.56,25.7,29.57,33780,39060,44840,53450,61500,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan Officers,,11730,5.5,2.253,1.02,38.18,79410,3,19.24,23.99,31.64,45.69,66.32,40020,49910,65820,95030,137950,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",,2130,0.1,0.408,0.77,35.41,73640,1.5,20.78,25.41,33.82,45.45,52.59,43220,52840,70340,94530,109380,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax Preparers,,2470,14.6,0.474,1.03,19.89,41370,5.8,10.83,12.97,16.17,22.38,36.29,22530,26980,33630,46540,75480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial Specialists, All Other",,8650,8.5,1.661,1.4,31.47,65450,1.9,17.74,21.58,28.46,38.34,50.17,36890,44890,59200,79750,104350,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and Mathematical Occupations,major,138040,2.8,26.5,1,40.25,83720,0.8,20.86,29.14,39,51.19,62.9,43390,60610,81110,106480,130830,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1111,Computer and Information Research Scientists,,820,28.8,0.158,0.8,56.35,117220,2.3,34.47,46.59,54.75,67.29,80.01,71690,96900,113880,139960,166430,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1121,Computer Systems Analysts,,17480,4.8,3.355,0.88,42.28,87950,1.4,27.26,32.84,40.65,51.34,60.75,56710,68300,84550,106790,126370,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1131,Computer Programmers,,12890,5.9,2.475,0.99,39.33,81800,1.8,22.22,29.6,39.64,49.29,57.42,46230,61570,82460,102530,119430,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1132,"Software Developers, Applications",,22380,5.2,4.297,1.02,45.56,94760,1.5,27.11,35.69,45.32,55.47,66.61,56390,74230,94260,115370,138550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1133,"Software Developers, Systems Software",,21490,9.8,4.125,1.37,51.56,107250,1.1,32.44,40.64,51.53,63.46,73,67480,84540,107190,132000,151840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1141,Database Administrators,,3450,4.4,0.663,0.78,38.56,80200,1.5,20.16,27.41,36.61,50.48,59.95,41940,57010,76150,105000,124700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1142,Network and Computer Systems Administrators*,,13710,3,2.631,0.99,37.79,78600,0.7,24.05,29.77,36.37,44.93,54.92,50020,61920,75650,93450,114240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1150,Computer Support Specialists,,23850,4.1,4.579,0.93,26.83,55800,1.3,15.13,19.37,25.55,32.99,41.42,31470,40300,53150,68610,86140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",,12290,8.6,2.359,1.11,38.64,80370,1.9,21.42,29.15,36.16,47.03,58.8,44560,60630,75210,97820,122300,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1799,"Computer Occupations, All Other*",,6020,17.7,1.155,0.83,36.84,76630,2,16.81,25.9,37.28,47.18,56.73,34960,53870,77540,98130,118000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,,660,23.1,0.127,0.83,45.21,94040,4.7,24.27,33.74,45.24,54.5,71,50490,70170,94090,113350,147680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2021,Mathematicians,,170,44.8,0.032,1.39,48.41,100700,3.4,33.85,45.52,50.7,55.14,57.8,70400,94670,105460,114680,120230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations Research Analysts,,1980,12,0.379,0.75,39.92,83020,2.2,23.97,31.16,38.82,47.73,57.96,49870,64810,80750,99290,120560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,,760,15.7,0.145,0.78,38.32,79710,2.6,22.21,28.92,38.07,47.46,55.64,46190,60150,79190,98710,115730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2091,Mathematical Technicians,,60,48.5,0.012,1.4,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2099,"Mathematical Science Occupations, All Other",,**,**,**,**,32.91,68450,3.5,23.57,25.65,29.11,36.99,46.05,49030,53350,60540,76950,95790,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and Engineering Occupations,major,102200,3.9,19.62,1.09,42.81,89050,1.4,22.03,29.91,40.98,54.09,67.88,45820,62220,85250,112510,141180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, Except Landscape and Naval",,4080,9.3,0.784,1.2,44.07,91660,5.1,25.16,31.43,39.68,47.61,70.74,52330,65380,82530,99030,147140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape Architects,,570,26.2,0.109,0.89,33.11,68860,3.2,22.43,26.14,31.95,40.15,46.72,46650,54370,66460,83520,97170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and Photogrammetrists,,220,24.3,0.042,0.48,31.72,65980,10,16.67,20.98,33.54,40.28,44.35,34670,43630,69760,83780,92240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,,1120,9.3,0.215,0.66,41.03,85340,2.6,28.08,35.54,41.73,46.85,53.81,58410,73920,86790,97440,111930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace Engineers,,10220,27.3,1.961,3.17,54.95,114300,2.1,36.07,44.77,55.33,66.65,75.8,75030,93130,115080,138620,157670,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical Engineers,,1060,13.9,0.203,1.57,43.92,91360,1.9,29.57,36.27,43.18,52.24,61,61510,75440,89820,108650,126890,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical Engineers,,610,21.7,0.117,0.54,55.15,114700,7.7,30.59,39.77,52.38,75.05,85.47,63630,82730,108950,156100,177780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil Engineers,,11160,5.4,2.142,1.08,44.95,93500,1.9,25.81,34.22,43.18,53.35,65.52,53680,71180,89810,110970,136280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer Hardware Engineers,,3970,24.4,0.763,1.36,51.65,107430,3,32.23,39.9,51.11,63.9,73.43,67030,83000,106310,132910,152740,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical Engineers,,7070,8.2,1.358,1.13,47.85,99530,2.4,26.84,35.79,47.17,60.83,70.29,55820,74440,98110,126530,146200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics Engineers, Except Computer",,10060,14.9,1.93,1.82,51.01,106090,3.1,29.54,37.09,48.08,62.67,77.37,61450,77150,100010,130350,160930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental Engineers,,1480,13,0.285,0.73,43.24,89940,3.1,27.18,32.24,40.08,51.91,65.88,56540,67060,83370,107970,137030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,810,9.8,0.156,0.86,42.06,87480,3.1,24.53,34.67,44.13,49.24,55.56,51020,72120,91780,102420,115570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial Engineers,,7520,7.1,1.444,0.88,44.75,93080,1.7,28.39,35.31,43.69,53.98,65.99,59060,73450,90880,112280,137260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2121,Marine Engineers and Naval Architects,,40,46.5,0.008,0.18,34.59,71940,14.7,19.63,21.17,25.9,47.4,56.96,40820,44040,53870,98600,118480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials Engineers,,1650,36.2,0.317,1.83,47.88,99580,3,30.93,38.3,46.76,58.26,68.85,64330,79660,97260,121170,143220,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical Engineers,,8030,8.7,1.541,0.83,44.44,92440,3.1,25.75,32.67,42.14,53.77,66.78,53560,67950,87650,111830,138890,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,180,37.4,0.035,0.68,45.52,94690,5.3,32.16,37.66,42.12,52.23,60.14,66900,78330,87600,108630,125090,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2161,Nuclear Engineers,,**,**,**,**,56.44,117400,2.6,42.75,49.43,56.44,65.35,71.16,88920,102810,117390,135920,148010,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum Engineers,,270,30.4,0.053,0.22,45.3,94230,5.8,22.04,32.01,47.06,55.45,64.69,45840,66570,97880,115340,134550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, All Other",,4700,12.2,0.902,0.92,46.38,96470,1.8,26.39,34.03,45.1,57,70.43,54900,70780,93800,118560,146500,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and Civil Drafters,,4790,10,0.92,1.38,26.59,55300,2.4,16.57,20.19,25.33,32.35,38.85,34460,41990,52690,67300,80800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and Electronics Drafters,,1600,34.2,0.306,1.4,27.27,56720,3.4,16.86,20.47,25.93,32.51,40.65,35060,42570,53940,67620,84550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical Drafters,,1800,8.2,0.346,0.69,27.02,56190,2,15.68,19.95,25.39,32.31,41.63,32610,41510,52810,67200,86600,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, All Other",,1090,29,0.208,1.66,25.53,53100,2.3,16.7,22.9,25.59,28.26,34.04,34730,47640,53230,58780,70810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace Engineering and Operations Technicians,,910,29.7,0.175,2.41,30.74,63940,2.5,22.04,26.17,30.93,34.54,38.7,45830,54430,64340,71840,80500,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil Engineering Technicians,,2190,8.6,0.42,0.75,30.26,62950,1.6,20.61,25.95,30.66,35.2,40.57,42870,53980,63780,73210,84390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and Electronics Engineering Technicians,,6020,8.3,1.156,0.99,29.35,61050,2.1,16.84,21.77,28.5,35.36,44.26,35030,45270,59280,73550,92060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-Mechanical Technicians,,590,16.2,0.113,0.87,24.15,50230,3.3,14.88,18.55,22.15,29.34,36.33,30960,38580,46080,61030,75560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental Engineering Technicians,,1010,23.9,0.194,1.28,29.5,61350,7,16.29,20.47,27.43,39.3,46.01,33890,42580,57060,81740,95710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial Engineering Technicians,,1720,22.5,0.329,0.67,25.53,53100,2.6,16.69,19.67,23.95,29.32,37.53,34710,40910,49810,60990,78060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical Engineering Technicians,,1280,10.2,0.247,0.71,28.27,58790,5.9,15.72,20.22,26.34,34.27,47.52,32710,42060,54780,71270,98840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",,2270,12.8,0.435,0.86,29.26,60860,5.2,16.3,20.33,28.05,37.08,44.2,33900,42280,58340,77120,91930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and Mapping Technicians,,550,16.9,0.105,0.28,29.85,62100,3.1,16.7,24.73,30.9,35.43,42.25,34750,51430,64270,73690,87870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, Physical, and Social Science Occupations",major,43520,8.6,8.355,0.99,34.85,72500,1.7,17.05,23.03,32.38,43.06,54.94,35460,47900,67340,89560,114280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1012,Food Scientists and Technologists,,510,20.5,0.098,1.04,27.87,57970,4.9,15.59,19.85,26.64,34.35,43.4,32420,41300,55400,71440,90270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1013,Soil and Plant Scientists,,40,33.3,0.007,0.08,29.2,60730,7,20.45,22.69,26.26,33.19,46.67,42540,47200,54610,69040,97080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1021,Biochemists and Biophysicists,,840,21.5,0.161,0.82,42.98,89410,9.4,20.58,24.06,34.92,52.04,81.6,42810,50030,72630,108250,169730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1022,Microbiologists,,580,11.1,0.112,0.81,35.34,73510,3.2,20.26,28.08,35.83,43.21,50.52,42140,58410,74540,89880,105090,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1023,Zoologists and Wildlife Biologists,,270,32.8,0.052,0.36,32.37,67320,9.5,19.4,21.9,29.35,41.86,52.4,40340,45550,61050,87080,108990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1029,"Biological Scientists, All Other",,640,13.1,0.123,0.5,34.73,72240,2.1,21.65,28.56,36.46,39.46,46.07,45030,59400,75830,82070,95820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1031,Conservation Scientists,,210,17.3,0.04,0.27,35.42,73680,4.4,20.38,25.18,33.27,42.99,53.62,42390,52380,69200,89410,111520,,
