AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,520,3.6,5.29,1.68,,,31.69,65910,1.2,23.11,27.78,30.02,37.01,40.14,48060,57770,62430,76970,83490,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,50,16.4,0.467,0.24,,,41.11,85510,2.5,23.19,31.06,40.19,51.29,52.22,48230,64600,83590,106680,108620,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,90,8.1,0.952,0.39,,,35.65,74160,4.7,21.26,24.81,31.09,40.36,52.27,44220,51610,64670,83960,108710,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,120,14.2,1.251,0.82,,,33.65,70000,3.3,21.16,23.84,32.96,42.6,47.54,44010,49580,68550,88600,98890,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,450,5.5,4.559,0.81,,,32.99,68630,2.4,17.64,23.99,30.63,39.82,48.07,36680,49900,63710,82820,99990,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,90,14.1,0.866,0.63,,,37.35,77690,3.6,25.49,29.41,35.62,40,48.87,53010,61160,74090,83190,101650,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,410,9.2,4.09,0.72,,,40.23,83670,3.1,24.07,28.87,37.5,50.17,61.22,50060,60050,78010,104350,127330,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,270,10.3,2.727,0.5,,,50.94,105960,11.4,29.48,32.51,45.42,54.78,63.66,61330,67620,94480,113930,132400,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,80,5.1,0.849,1.12,,,24.46,50890,3.8,14.88,18.74,24.72,29.68,30.76,30950,38980,51430,61740,63990,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,190,6.5,1.893,2.96,,,35.55,73940,1,22.07,27.44,33.25,41.24,50.08,45900,57080,69160,85780,104160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,8.7,0.689,1.09,,,34.7,72170,5.2,23.4,29.34,31.98,40.86,47.98,48670,61030,66520,84990,99800,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,270,6.1,2.705,1.09,,,31.03,64540,2.8,18.82,23.93,29.08,38.37,47.3,39140,49770,60490,79810,98370,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,380,3.8,3.839,0.71,,,33.51,69690,1.8,18.75,23.36,30.72,39.91,51.48,39000,48590,63900,83000,107080,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,170,5.3,1.721,0.24,,,36.75,76430,6.1,18.11,26.31,35.21,45.78,55.6,37680,54720,73230,95230,115660,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,940,2.9,9.532,1.01,,,37.52,78040,1.5,23.69,29.11,35.43,40.59,50.4,49280,60540,73690,84430,104830,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,40,46.8,0.378,0.93,,,22.45,46690,27.1,12.01,12.01,12.01,30,48.93,24980,24980,24980,62400,101780,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2051,Financial and Investment Analysts,detailed,100,9.7,1.054,0.54,,,42.66,88730,3.1,30.18,31.21,38.71,47.44,70.1,62780,64920,80520,98670,145800,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,150,8,1.542,0.81,,,42.96,89350,9.2,17.1,22.03,36.57,48.49,80.63,35570,45820,76070,100860,167720,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,50,16.9,0.457,0.64,,,49.15,102220,8,31.27,37.19,49.96,61.84,73.49,65040,77360,103910,128630,152860,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,40,5.6,0.452,2.3,,,26.16,54410,1.5,17.52,19.18,23.87,30.24,37.24,36450,39900,49650,62900,77450,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,100,10.7,1.008,0.43,,,40.78,84820,4.6,22.07,23.75,30.47,40.62,71.15,45910,49400,63390,84490,147990,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,60,14.3,0.579,1.69,,,25.41,52850,2.8,18.53,22.06,24.16,27.87,34.81,38540,45880,50250,57970,72400,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,**,**,**,**,,,22.58,46960,8.3,11.44,14.37,18.02,28.16,40.15,23780,29880,37470,58570,83510,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-2099,"Financial Specialists, All Other",detailed,30,13.8,0.316,0.37,,,41.13,85550,1.8,25.59,31.32,41.22,53.07,58.92,53230,65140,85740,110380,122550,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,2250,1.6,22.739,0.67,,,43.95,91420,0.8,24.29,31.11,40.9,53.3,65.52,50520,64710,85070,110870,136290,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,270,7.2,2.747,0.8,,,46.34,96390,3.3,31.32,37.87,41.08,49.63,62.55,65140,78760,85450,103220,130110,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,40,8.6,0.422,0.38,,,52.42,109040,3.2,33.25,40.61,51.9,61.98,68.74,69160,84470,107950,128920,142980,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,80,24.8,0.801,0.7,,,31.15,64790,4.6,23.02,23.08,24.71,36.17,45.36,47890,48000,51390,75240,94360,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,390,3.8,3.966,0.84,,,28.12,58490,1.4,19.24,23.72,27.31,31.89,38.36,40020,49330,56800,66330,79790,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,40,9.9,0.373,0.69,,,48.07,99990,2.5,26.09,32.25,53.05,63.25,65.95,54270,67070,110350,131560,137170,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,220,3.4,2.199,1,,,40.01,83220,1.2,29.35,32.31,39.38,46.86,51.19,61040,67200,81910,97460,106470,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,60,12.5,0.587,0.65,,,41.46,86250,4.3,26.28,31.75,40.55,50.87,54.12,54670,66050,84340,105810,112570,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,700,3,7.018,0.68,,,54.23,112800,0.8,36.5,42.19,53.03,63.02,71.66,75920,87740,110310,131080,149050,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1253,Software Quality Assurance Analysts and Testers,detailed,70,11.9,0.748,0.56,,,47.39,98560,5.2,20,30.03,48.45,57.28,66.61,41600,62460,100770,119140,138540,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1254,Web Developers,detailed,40,18.7,0.424,0.71,,,39.46,82070,5.4,19.42,27.41,38.76,52.32,61.45,40390,57020,80630,108820,127810,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1255,Web and Digital Interface Designers,detailed,40,6.1,0.45,0.68,,,35.14,73100,3,21.42,25.82,32.19,39.01,48.08,44550,53700,66960,81130,100000,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,60,8.3,0.647,0.23,,,44.97,93530,3,25.64,32.44,42.49,57.46,63.96,53330,67470,88390,119520,133040,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,60,10.7,0.634,0.89,,,40.94,85160,4.1,25.89,32.32,38.94,50.43,60.24,53860,67220,80990,104900,125310,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.5,0.599,0.56,,,37,76960,5.7,23.75,26.92,31.81,47.37,52.05,49400,55990,66170,98530,108270,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,1760,3.3,17.775,1.06,,,40.19,83590,2.1,23.66,29.54,37.83,49,60.86,49210,61430,78690,101920,126580,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-1011,"Architects, Except Landscape and Naval",detailed,50,13.3,0.494,0.68,,,42.83,89080,8.2,23.53,26.1,36.47,44.1,74.14,48940,54290,75860,91730,154210,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,100,22.2,1.018,0.49,,,44.48,92520,9.7,30.2,33.16,42.37,48.58,55.08,62810,68970,88120,101040,114570,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,30,9.6,0.308,0.61,,,47.53,98860,4,31.83,38.69,41.05,54.01,75.79,66210,80470,85380,112340,157650,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,140,6.9,1.443,1.17,,,49.04,101990,2,31.52,37.98,47.36,62.27,70.46,65560,78990,98500,129530,146550,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,300,3.6,3.019,1.39,,,42.05,87450,1.1,30.47,34.95,39.63,49.15,51.48,63370,72690,82440,102240,107080,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,470,7.8,4.776,2.54,,,46.47,96660,2.2,29.95,37.1,46.16,50.27,64.14,62300,77170,96000,104570,133400,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,60,25.3,0.585,0.58,,,44.17,91880,8,18.1,32.8,42.62,58.56,61.78,37650,68220,88640,121810,128500,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,80,13.2,0.767,1.07,,,26.59,55310,3.2,19.23,21.68,23.47,29.91,36.55,40000,45090,48810,62210,76010,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,30,19.5,0.314,0.98,,,26.08,54240,4.2,17.39,17.39,24.69,30.44,38.4,36160,36160,51360,63320,79880,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,80,9.4,0.847,1.27,,,28.69,59670,2.8,17.89,23.85,29.54,32.25,39.12,37220,49610,61430,67080,81380,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3026,Industrial Engineering Technologists and Technicians,detailed,100,8.2,0.995,2.21,,,28.42,59120,1.1,22.58,24.79,28.3,29.75,35.37,46970,51560,58860,61890,73570,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3027,Mechanical Engineering Technologists and Technicians,detailed,110,13.1,1.151,4.3,,,30.85,64160,0.9,23.76,26.33,30.89,35.24,38,49420,54770,64240,73300,79040,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,40,10.1,0.41,0.86,,,27.86,57950,1.5,22.36,23.3,26.31,29.75,38.15,46510,48450,54720,61880,79350,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,1510,4.4,15.198,1.71,,,35.28,73370,1.2,20.86,24.93,30.74,40.74,51.23,43390,51850,63940,84740,106560,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,60,34.4,0.591,2.69,,,49.9,103790,12.9,27.59,36.96,39.96,49,64.92,57380,76890,83110,101920,135040,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-1022,Microbiologists,detailed,120,40.7,1.172,8.79,,,41.7,86730,6.1,30.27,30.37,46.57,46.58,46.58,62960,63160,96870,96890,96890,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,200,5.9,2.065,2.76,,,40.48,84200,1.8,30.29,30.29,38.76,41.32,50.65,63010,63010,80630,85940,105350,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,40,17.1,0.359,0.63,,,40.65,84550,6.1,25.4,28.61,33.95,50.52,71.69,52830,59520,70620,105080,149120,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-3033,Clinical and Counseling Psychologists,detailed,60,13.7,0.589,1.39,,,43.13,89700,4.5,22.99,26.81,53.65,53.65,61.86,47810,55760,111590,111590,128680,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-3034,School Psychologists,detailed,60,8.8,0.61,1.5,,,36.55,76030,2.4,26.56,30.84,36.92,39.9,44.57,55250,64150,76790,82990,92710,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,60,32.1,0.567,2.1,,,33.16,68970,8,23.72,23.72,33.63,38.19,45.78,49330,49330,69960,79440,95220,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,220,15.9,2.182,4.38,,,27.53,57260,1.4,18.45,23.03,24.16,29.74,38.92,38380,47910,50250,61860,80940,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,40,10.8,0.372,1.89,,,18.4,38260,6.2,11.05,15.65,17.36,21.5,27.96,22980,32550,36110,44720,58160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,90,5,0.905,1.89,,,25.61,53260,5.2,18.09,21.71,23.63,28.32,29.28,37620,45150,49150,58910,60890,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,90,9.5,0.862,1.16,,,37.58,78170,3.2,25.69,30.95,36.02,42.92,51.43,53440,64380,74920,89280,106980,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,1590,2.5,16.006,1.02,,,25.91,53890,0.9,16.58,18.18,23.73,31.23,38.7,34490,37810,49360,64950,80500,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,280,7,2.823,1.36,,,30.69,63840,1.5,20.55,23.73,30.03,35.54,40.29,42750,49360,62470,73910,83800,,
