PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9033,"Education Administrators, Postsecondary",detailed,5430,9.8,0.898,0.9,61.43,127770,3.1,34.01,42.62,55.88,72.78,95.39,70750,88640,116230,151380,198400,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9039,"Education Administrators, All Other",detailed,1870,12.3,0.308,1.22,45.43,94490,3.5,25.15,30.35,43.24,57.62,72,52310,63120,89940,119860,149760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9041,Architectural and Engineering Managers,detailed,8820,4,1.459,1.16,79.16,164650,1.7,44.59,61.03,76.49,93.23,#,92740,126940,159110,193910,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9051,Food Service Managers,detailed,13560,4.6,2.242,1.54,24.71,51390,2.8,12.61,16.12,21.76,29.76,39.75,26230,33530,45260,61890,82690,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9061,Funeral Service Managers,detailed,150,42.5,0.025,0.43,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9081,Lodging Managers,detailed,1120,11.8,0.185,0.72,30.12,62660,4.3,14.71,18.53,27.96,35.36,48.35,30610,38550,58160,73550,100570,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9111,Medical and Health Services Managers,detailed,12110,3.2,2.003,0.82,55.73,115920,2.1,27.07,37.36,52.27,68.41,86.6,56300,77710,108720,142300,180120,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9121,Natural Sciences Managers,detailed,**,**,**,**,58.71,122120,7.5,22.72,29.44,53,77.91,#,47260,61230,110240,162050,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9131,Postmasters and Mail Superintendents,detailed,120,0,0.02,0.2,43.29,90050,2.5,34.48,39.15,42.48,46.56,53.25,71710,81420,88360,96830,110760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,12200,7,2.017,1.54,36.25,75410,3.4,14.23,20.39,30.77,43.67,61.85,29600,42410,64000,90830,128650,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9151,Social and Community Service Managers,detailed,**,**,**,**,35.92,74710,6,15.09,25.35,31.61,42.48,57.89,31390,52730,65740,88360,120410,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9161,Emergency Management Directors,detailed,160,13.3,0.026,0.39,61.98,128910,3.3,38.27,46.37,58.22,73.6,92.05,79600,96440,121110,153100,191470,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9199,"Managers, All Other",detailed,18930,2.7,3.131,1.04,66.19,137680,1.6,32.9,43.6,58.94,78.99,#,68420,90680,122600,164290,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-0000,Business and Financial Operations Occupations,major,366110,1.2,60.544,1.15,38.97,81070,0.7,18.98,25.73,34.8,46.88,61.85,39490,53520,72380,97510,128640,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,5960,7.7,0.986,9.09,46.59,96900,8.5,15.78,20.83,31.92,51.04,#,32830,43330,66380,106170,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1020,Buyers and Purchasing Agents,detailed,21490,4.3,3.554,1.23,33.69,70080,2.1,16.53,22.63,30.84,41.06,53.37,34380,47070,64150,85400,111010,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,11810,8,1.953,0.99,34.9,72600,1.7,21.62,27.03,34.62,41.04,48.5,44980,56220,72010,85360,100880,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1032,"Insurance Appraisers, Auto Damage",detailed,1500,20,0.248,2.19,30.22,62860,2.7,20.6,24.55,29.11,36.17,43.13,42860,51070,60540,75240,89700,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1041,Compliance Officers,detailed,13140,3.2,2.173,1.08,39.35,81840,1.1,23.7,29.59,39.14,46.31,55,49290,61550,81410,96320,114400,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1051,Cost Estimators,detailed,8830,5.7,1.46,0.99,33.62,69930,2.1,16.57,22.6,30.74,42.65,53.1,34470,47010,63950,88700,110440,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1071,Human Resources Specialists,detailed,22440,2.8,3.711,0.95,35.18,73180,1.3,19.36,24.54,32.27,42.72,55.15,40270,51030,67110,88850,114710,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1075,Labor Relations Specialists,detailed,3390,9.5,0.561,1.02,39.24,81620,6.3,17.44,24.84,38.82,54.17,62.73,36280,51660,80750,112670,130480,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1081,Logisticians,detailed,7070,4.9,1.169,1.04,40.22,83650,1.4,24.95,30.93,38.99,49.42,59.33,51890,64340,81090,102790,123410,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1111,Management Analysts,detailed,31740,4.6,5.248,1.13,45.65,94950,2.2,25.04,32.13,41.14,54.63,70.82,52080,66820,85560,113620,147310,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1121,"Meeting, Convention, and Event Planners",detailed,5780,8.8,0.956,1.33,25.62,53290,2.7,12,17.2,23.44,32.69,40.29,24950,35770,48760,67990,83810,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1131,Fundraisers,detailed,2570,8.3,0.425,0.83,38.04,79120,12.1,19.01,24.27,31.5,40.75,59.74,39530,50480,65510,84760,124270,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2830,6.3,0.469,0.83,36.34,75590,1.2,22.27,27.55,34.63,43.17,53.98,46310,57310,72040,89800,112270,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1151,Training and Development Specialists,detailed,10030,5.5,1.659,0.84,32.59,67790,1.8,16.16,20.9,31.42,41.87,50.19,33600,43470,65340,87080,104400,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1161,Market Research Analysts and Marketing Specialists,detailed,35960,2.9,5.946,1.42,34.39,71520,1.1,16.72,22.38,30.51,42.01,59.01,34790,46550,63470,87380,122740,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-1199,"Business Operations Specialists, All Other",detailed,56510,2.3,9.346,1.33,38.13,79310,1.5,18.34,25.24,34.11,46.8,61.27,38140,52500,70940,97340,127440,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2011,Accountants and Auditors,detailed,58520,3.2,9.678,1.11,39.74,82670,1.5,21.94,27.71,35.6,46.76,61.59,45640,57630,74050,97250,128110,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2021,Appraisers and Assessors of Real Estate,detailed,1810,12.7,0.299,0.72,40.52,84290,2.7,22.39,30.66,40.4,49.47,59.18,46580,63770,84030,102900,123080,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2031,Budget Analysts,detailed,2570,8.8,0.425,1.11,45.42,94470,1.7,27.07,34.76,44.31,55.24,66.13,56310,72310,92160,114890,137550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2041,Credit Analysts,detailed,3560,7.8,0.588,1.12,44.04,91610,3,22.21,28.79,36.71,51.34,73.53,46200,59890,76360,106790,152950,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2051,Financial Analysts,detailed,12340,4.9,2.041,0.99,49.27,102470,1.9,26.28,33.37,43.41,58.77,77.26,54660,69410,90300,122240,160710,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2052,Personal Financial Advisors,detailed,10540,7.8,1.743,1.24,62.47,129940,5.3,22.36,31.36,45.03,80.46,#,46500,65220,93660,167350,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2053,Insurance Underwriters,detailed,3050,11.8,0.505,0.8,42.88,89190,3.7,22.46,28.3,37.52,50.76,70.79,46720,58870,78030,105580,147250,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2061,Financial Examiners,detailed,1740,9.2,0.287,0.78,48.82,101540,4.1,28.07,36.05,45.09,59.51,76.68,58390,74990,93780,123770,159500,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2071,Credit Counselors,detailed,1620,12.8,0.268,1.06,28.04,58320,3.1,17.21,20.6,24.78,30.48,45.22,35800,42850,51550,63390,94060,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2072,Loan Officers,detailed,16820,8.4,2.781,1.29,38.03,79100,3.5,12.93,20.42,30.8,47.5,65.36,26890,42470,64060,98790,135940,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1620,0.7,0.268,0.67,39.59,82340,2.8,23.44,29.41,38.84,50.82,58.73,48760,61180,80790,105710,122150,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2082,Tax Preparers,detailed,4770,13.4,0.789,1.64,28.61,59510,4.8,12.17,17.5,26.41,36.53,51.02,25310,36400,54930,75980,106120,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-2099,"Financial Specialists, All Other",detailed,6110,7.2,1.011,1.14,38.16,79370,2.5,20.72,25.95,34.1,46.08,61.46,43100,53970,70930,95840,127840,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-0000,Computer and Mathematical Occupations,major,165650,2.3,27.394,0.92,45.25,94110,0.9,21.7,30.24,43.36,58.22,72.93,45130,62900,90180,121110,151690,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1111,Computer and Information Research Scientists,detailed,1240,26.6,0.206,1.05,58.24,121140,4.3,29.51,42.06,56.36,72.85,89.16,61380,87490,117220,151540,185440,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1121,Computer Systems Analysts,detailed,20000,6.9,3.307,0.81,45.53,94710,1.2,26,34.3,44.64,56.92,68.57,54090,71350,92860,118390,142620,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1122,Information Security Analysts,detailed,3030,7.2,0.501,0.68,48.25,100360,2,27.06,37.39,48.87,59.44,70.42,56270,77780,101650,123630,146480,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1131,Computer Programmers,detailed,9970,8.2,1.648,0.95,43.68,90860,1.1,26.67,33.65,42.21,53.71,63.94,55480,69990,87790,111720,133000,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1132,"Software Developers, Applications",detailed,27050,4.1,4.473,0.75,55.26,114940,1.5,31.24,41.57,54.07,66.25,79.24,64980,86470,112470,137800,164830,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1133,"Software Developers, Systems Software",detailed,22730,6,3.758,1.36,57.62,119860,1.6,33.04,43.61,57.01,71.87,84.43,68710,90710,118580,149490,175620,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1134,Web Developers,detailed,7920,7.2,1.31,1.48,36.84,76620,2,18.12,23.65,32.57,47.01,62.86,37690,49180,67750,97780,130750,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1141,Database Administrators,detailed,3830,5.3,0.633,0.79,44.6,92770,2,21.5,29.55,44.98,58.94,69.85,44720,61470,93560,122590,145280,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1142,Network and Computer Systems Administrators,detailed,14330,3.8,2.37,0.9,43.69,90870,1.1,23.65,32.8,42.96,54.53,63.99,49180,68230,89350,113420,133110,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1143,Computer Network Architects,detailed,4930,9.6,0.816,0.74,56.53,117590,4.4,29.59,40.44,53.68,69.53,82.69,61550,84120,111660,144630,172000,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1151,Computer User Support Specialists,detailed,23100,4.6,3.821,0.89,27.89,58020,1,15.99,20.59,26.6,34.06,43.35,33260,42820,55320,70840,90160,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1152,Computer Network Support Specialists,detailed,5990,7,0.991,0.76,36.1,75090,2.6,18.77,25.59,33.46,45.37,58.06,39040,53220,69610,94360,120760,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-1199,"Computer Occupations, All Other",detailed,15200,4.9,2.514,1.13,41.13,85540,1.4,18.9,25.94,39,54.16,67.58,39310,53950,81120,112660,140560,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-2011,Actuaries,detailed,600,25.2,0.099,0.73,52.15,108480,2.8,32.51,40.55,49.4,60.68,77.05,67610,84350,102760,126210,160270,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-2021,Mathematicians,detailed,80,24.2,0.014,0.71,33.48,69650,3.8,23.64,26.69,30.07,41.87,47.09,49170,55510,62540,87100,97940,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-2031,Operations Research Analysts,detailed,4420,9.5,0.73,0.98,42.92,89280,1.5,24.04,31.04,41.81,52.65,65.08,50000,64570,86950,109500,135360,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-2041,Statisticians,detailed,1220,12,0.201,0.78,40.34,83900,2.7,24.71,30.98,39.04,48.84,58.9,51390,64440,81190,101580,122520,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-0000,Architecture and Engineering Occupations,major,105740,2.1,17.486,0.99,47,97770,1.5,24.36,32.37,44.13,59.51,75.27,50670,67330,91790,123780,156560,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-1011,"Architects, Except Landscape and Naval",detailed,5890,10.8,0.974,1.35,46.1,95880,4.5,25.34,31.48,40.96,53.98,71.9,52700,65480,85190,112280,149560,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-1012,Landscape Architects,detailed,940,29.4,0.155,1.16,39.34,81830,4.1,25.53,30.47,40.58,47.32,53.99,53110,63370,84410,98420,112300,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-1021,Cartographers and Photogrammetrists,detailed,480,22.2,0.079,0.99,41.9,87160,3.3,29.03,34.41,40.72,47.7,55.79,60380,71570,84690,99210,116050,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-1022,Surveyors,detailed,1240,13,0.204,0.67,43.35,90170,3.1,25.94,36.38,44.45,50.48,58.88,53950,75680,92450,105000,122480,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2011,Aerospace Engineers,detailed,5020,5.2,0.831,1.8,61.89,128730,3.2,36.45,46.15,61.29,75.81,90.45,75810,95990,127470,157690,188150,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2021,Agricultural Engineers,detailed,**,**,**,**,36.55,76010,6.1,31.97,33.5,36.04,38.58,44.26,66500,69670,74960,80250,92060,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2031,Biomedical Engineers,detailed,1130,18.1,0.187,1.33,45.88,95440,4.4,22.63,31.33,43.84,58.03,70.04,47060,65170,91180,120710,145690,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2041,Chemical Engineers,detailed,560,17.3,0.093,0.4,46.72,97190,4,26.28,32.64,42.89,59.56,75.2,54650,67890,89220,123890,156420,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2051,Civil Engineers,detailed,13640,6.5,2.255,1.08,51.32,106750,1.7,29.42,37.78,51.19,62.41,75.39,61190,78580,106480,129820,156810,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2061,Computer Hardware Engineers,detailed,3500,13.3,0.579,1.24,59.09,122910,3.3,34.46,43.78,55.98,71.98,88.2,71680,91060,116440,149720,183450,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2071,Electrical Engineers,detailed,7790,5.9,1.289,1,53.6,111500,2.2,31.4,38.17,52.48,67.82,78.65,65320,79400,109160,141070,163600,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2072,"Electronics Engineers, Except Computer",detailed,9330,7.9,1.543,1.63,59.36,123470,4.1,32.66,41.86,57.88,75.01,90.57,67940,87060,120390,156010,188390,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2081,Environmental Engineers,detailed,2620,10.9,0.433,1.17,49.3,102540,3.4,28.06,36.28,48.28,59.46,72.38,58360,75460,100420,123680,150550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,1190,10.4,0.197,1.07,50.56,105160,1.5,35.23,43.17,51.22,59.22,64.84,73280,89790,106550,123180,134880,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2112,Industrial Engineers,detailed,9790,4.3,1.619,0.87,51.51,107150,2,32.18,38.57,48.62,61.26,76.67,66940,80230,101130,127410,159470,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2121,Marine Engineers and Naval Architects,detailed,50,38.6,0.008,0.11,54.04,112400,6.2,37.1,42.37,49.39,64.6,79.17,77180,88130,102740,134360,164670,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2131,Materials Engineers,detailed,950,19.5,0.157,0.82,51.66,107450,3.4,28.79,39.8,51.21,63.94,75.83,59870,82790,106520,133000,157720,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2141,Mechanical Engineers,detailed,8920,5.3,1.474,0.72,48.6,101080,1.7,28.72,35.22,45.85,61.43,74.91,59750,73260,95360,127770,155810,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,70,17.7,0.011,0.26,62.79,130590,4.1,52.17,60.11,64.66,64.67,74.47,108520,125020,134500,134510,154900,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2171,Petroleum Engineers,detailed,790,33.7,0.13,0.58,64.24,133620,5.4,43.71,51.26,59.66,72.67,89.68,90920,106610,124100,151150,186540,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-2199,"Engineers, All Other",detailed,4960,7.7,0.821,0.89,49.49,102930,2,26.43,36.12,49.18,61.27,74.38,54970,75120,102290,127440,154700,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3011,Architectural and Civil Drafters,detailed,5780,9.4,0.956,1.42,29.3,60950,2.6,18.34,22.74,28.7,35.3,41.26,38150,47290,59690,73420,85820,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3012,Electrical and Electronics Drafters,detailed,1110,13.6,0.184,1.01,35.89,74650,3.5,20.08,25.64,34.38,43.44,49.74,41760,53330,71510,90360,103470,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3013,Mechanical Drafters,detailed,1410,7.8,0.233,0.57,29.46,61280,2,17.35,21.44,27.71,35.97,45.54,36080,44590,57630,74810,94730,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3019,"Drafters, All Other",detailed,480,11.9,0.079,0.74,27.07,56300,4.3,15.8,20,24.7,31.53,43.46,32870,41600,51370,65580,90400,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,740,27.4,0.123,1.5,33.78,70260,2.9,22.68,28.16,34.03,38.62,45.84,47180,58570,70780,80340,95340,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3022,Civil Engineering Technicians,detailed,3340,9,0.553,1.1,33.81,70320,3.2,19.23,26.56,33.53,40.82,48.7,40000,55250,69740,84910,101290,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,5680,7.2,0.94,1.04,31.09,64670,2.4,16.16,21.51,29.8,38.37,48.08,33620,44730,61990,79810,100010,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3024,Electro-Mechanical Technicians,detailed,670,30,0.11,1.21,27.77,57750,3.1,17.24,22.67,27.28,30.85,38.73,35850,47150,56740,64170,80550,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3025,Environmental Engineering Technicians,detailed,900,40,0.148,1.2,23.6,49080,3.5,15.79,17.45,21.95,27.81,35.01,32840,36290,45660,57840,72820,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3026,Industrial Engineering Technicians,detailed,1320,12.4,0.219,0.48,34.24,71220,2.8,17.66,24.62,33.35,44.29,50.6,36730,51200,69370,92130,105250,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3027,Mechanical Engineering Technicians,detailed,1600,15.7,0.264,0.87,30.71,63870,2.1,19.66,24.23,30.61,37.2,43.62,40890,50400,63660,77380,90730,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,2780,8.3,0.46,0.86,33.39,69460,1.8,18.14,25.29,32.39,41.41,50.2,37740,52610,67370,86120,104410,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3031,Surveying and Mapping Technicians,detailed,950,15,0.157,0.43,32.92,68470,3.9,16.54,26.65,33.5,40.85,47.24,34400,55420,69680,84970,98260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-0000,"Life, Physical, and Social Science Occupations",major,46270,6,7.652,0.95,37.65,78310,2.2,17.04,23.57,35.21,48.06,60.18,35450,49030,73250,99960,125170,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1011,Animal Scientists,detailed,30,0,0.005,0.31,23.64,49160,2.5,17.82,20.36,22.69,25.25,30.16,37070,42350,47190,52520,62740,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1012,Food Scientists and Technologists,detailed,440,12.4,0.073,0.7,33.2,69060,3.2,18.6,24.43,29.73,40.84,50.66,38690,50810,61840,84940,105370,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1013,Soil and Plant Scientists,detailed,270,31.7,0.045,0.45,*,*,*,*,*,*,*,*,*,*,*,*,*,,
