PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
CA,41740,"San Diego-Carlsbad, CA",11-9121,Natural sciences managers,,1250,11.7,66.75,138840,3.0,37.50,49.43,63.56,#,#,78000,102810,132200,#,#,,,
CA,41740,"San Diego-Carlsbad, CA",11-9131,Postmasters and mail superintendents,,40,0.0,35.80,74470,*,25.39,30.39,36.23,42.81,47.43,52820,63210,75350,89050,98640,,,
CA,41740,"San Diego-Carlsbad, CA",11-9141,"Property, real estate, and community association managers",,4960,6.8,20.48,42590,5.8,7.83,9.93,17.16,24.27,40.56,16280,20660,35680,50490,84360,,,
CA,41740,"San Diego-Carlsbad, CA",11-9151,Social and community service managers,,920,10.5,30.14,62700,2.6,18.03,22.28,28.23,35.84,43.94,37510,46340,58720,74540,91400,,,
CA,41740,"San Diego-Carlsbad, CA",11-9199,"Managers, all other",,3920,4.9,48.88,101680,2.1,26.60,36.12,46.97,58.46,#,55330,75120,97700,121600,#,,,
CA,41740,"San Diego-Carlsbad, CA",13-0000,Business and financial operations occupations,major,69400,2.2,30.80,64060,1.6,16.13,21.14,28.19,37.29,48.90,33540,43970,58630,77560,101710,,,
CA,41740,"San Diego-Carlsbad, CA",13-1011,"Agents and business managers of artists, performers, and athletes",,**,**,45.11,93830,9.8,25.54,30.16,44.87,50.24,#,53120,62740,93320,104500,#,,,
CA,41740,"San Diego-Carlsbad, CA",13-1021,"Purchasing agents and buyers, farm products",,40,41.6,25.45,52940,4.5,18.61,21.10,24.18,29.54,34.85,38700,43900,50290,61430,72490,,,
CA,41740,"San Diego-Carlsbad, CA",13-1022,"Wholesale and retail buyers, except farm products",,1610,12.3,27.14,56460,2.4,15.37,19.22,25.28,32.05,44.18,31970,39970,52590,66670,91890,,,
CA,41740,"San Diego-Carlsbad, CA",13-1023,"Purchasing agents, except wholesale, retail, and farm products",,3320,4.4,29.02,60350,3.2,17.71,21.63,27.29,35.07,44.49,36840,45000,56760,72940,92540,,,
CA,41740,"San Diego-Carlsbad, CA",13-1031,"Claims adjusters, examiners, and investigators",,2230,11.8,27.36,56910,2.7,17.09,20.99,26.64,33.32,39.17,35540,43660,55410,69310,81470,,,
CA,41740,"San Diego-Carlsbad, CA",13-1032,"Insurance appraisers, auto damage",,110,24.8,23.79,49490,5.5,16.77,18.73,22.44,28.65,34.29,34870,38960,46670,59600,71310,,,
CA,41740,"San Diego-Carlsbad, CA",13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,3830,3.8,26.30,54710,4.1,14.45,18.39,25.94,31.55,39.40,30060,38240,53960,65620,81950,,,
CA,41740,"San Diego-Carlsbad, CA",13-1051,Cost estimators,,2510,7.0,30.43,63300,2.6,16.73,21.78,29.25,38.39,46.34,34800,45290,60830,79840,96380,,,
CA,41740,"San Diego-Carlsbad, CA",13-1061,Emergency management specialists,,50,2.8,31.49,65510,2.9,22.65,29.06,32.31,35.59,39.48,47120,60450,67200,74030,82130,,,
CA,41740,"San Diego-Carlsbad, CA",13-1071,"Employment, recruitment, and placement specialists",,1260,8.7,26.59,55310,2.6,15.01,18.67,24.24,34.07,40.80,31230,38840,50420,70870,84860,,,
CA,41740,"San Diego-Carlsbad, CA",13-1072,"Compensation, benefits, and job analysis specialists",,960,12.1,27.98,58190,1.4,19.45,22.84,27.40,32.16,38.80,40450,47510,57000,66890,80700,,,
CA,41740,"San Diego-Carlsbad, CA",13-1073,Training and development specialists,,2340,5.0,33.06,68750,6.5,18.36,24.09,31.84,42.62,52.01,38190,50100,66230,88660,108190,,,
CA,41740,"San Diego-Carlsbad, CA",13-1079,"Human resources, training, and labor relations specialists, all other",,3730,3.4,25.56,53170,4.9,15.92,19.08,23.44,31.87,39.05,33120,39690,48750,66280,81220,,,
CA,41740,"San Diego-Carlsbad, CA",13-1081,Logisticians,,1440,7.5,33.74,70190,3.5,21.24,26.73,33.17,39.92,48.15,44180,55600,69000,83040,100150,,,
CA,41740,"San Diego-Carlsbad, CA",13-1111,Management analysts,,6600,9.4,40.14,83490,5.7,21.55,27.32,35.63,47.30,64.53,44830,56830,74120,98380,134230,,,
CA,41740,"San Diego-Carlsbad, CA",13-1121,Meeting and convention planners,,540,21.1,20.89,43460,2.8,14.01,16.75,19.48,24.43,29.80,29140,34840,40510,50810,61980,,,
CA,41740,"San Diego-Carlsbad, CA",13-1199,"Business operations specialists, all other",,15140,4.7,28.38,59020,4.4,12.77,17.58,25.85,36.05,48.45,26550,36560,53760,74970,100780,,,
CA,41740,"San Diego-Carlsbad, CA",13-2011,Accountants and auditors,,10380,4.8,30.67,63790,1.7,19.19,22.88,28.35,36.15,47.66,39910,47580,58960,75200,99130,,,
CA,41740,"San Diego-Carlsbad, CA",13-2021,Appraisers and assessors of real estate,,160,2.7,31.72,65970,3.6,22.41,26.16,29.21,33.42,47.91,46620,54420,60760,69510,99640,,,
CA,41740,"San Diego-Carlsbad, CA",13-2031,Budget analysts,,980,8.8,32.23,67040,2.0,20.99,25.32,31.10,37.59,46.59,43650,52660,64690,78200,96910,,,
CA,41740,"San Diego-Carlsbad, CA",13-2041,Credit analysts,,740,13.1,31.34,65190,2.9,16.49,21.37,28.12,37.17,52.33,34300,44450,58490,77310,108840,,,
CA,41740,"San Diego-Carlsbad, CA",13-2051,Financial analysts,,2150,13.7,41.50,86330,3.8,23.02,27.75,36.30,51.38,68.62,47880,57720,75510,106870,142730,,,
CA,41740,"San Diego-Carlsbad, CA",13-2052,Personal financial advisors,,1420,24.7,36.75,76450,9.1,17.96,24.97,29.79,39.04,#,37360,51930,61960,81210,#,,,
CA,41740,"San Diego-Carlsbad, CA",13-2053,Insurance underwriters,,890,16.1,25.96,53990,3.0,16.88,19.59,23.48,31.40,39.64,35100,40750,48840,65300,82450,,,
CA,41740,"San Diego-Carlsbad, CA",13-2061,Financial examiners,,210,25.9,31.57,65660,5.5,17.11,20.07,32.95,38.51,45.44,35580,41750,68530,80100,94520,,,
CA,41740,"San Diego-Carlsbad, CA",13-2071,Loan counselors,,450,39.5,23.95,49820,8.9,10.35,13.64,18.93,26.38,38.38,21530,28380,39380,54880,79820,,,
CA,41740,"San Diego-Carlsbad, CA",13-2072,Loan officers,,3580,9.1,34.39,71530,3.3,17.14,22.13,29.30,39.70,56.53,35650,46030,60940,82570,117590,,,
CA,41740,"San Diego-Carlsbad, CA",13-2081,"Tax examiners, collectors, and revenue agents",,290,0.4,32.28,67130,3.5,19.73,24.87,32.39,39.65,46.28,41050,51740,67370,82460,96260,,,
CA,41740,"San Diego-Carlsbad, CA",13-2082,Tax preparers,,660,34.3,26.99,56130,9.8,11.71,14.64,26.33,36.63,42.20,24360,30450,54760,76180,87780,,,
CA,41740,"San Diego-Carlsbad, CA",13-2099,"Financial specialists, all other",,1630,10.7,30.28,62980,4.9,14.57,19.85,28.47,38.27,47.48,30310,41290,59220,79600,98760,,,
CA,41740,"San Diego-Carlsbad, CA",15-0000,Computer and mathematical occupations,major,36340,3.4,35.25,73310,1.2,18.44,24.77,34.23,44.63,55.14,38350,51520,71200,92830,114690,,,
CA,41740,"San Diego-Carlsbad, CA",15-1011,"Computer and information scientists, research",,670,12.6,46.95,97660,2.3,33.87,40.65,47.00,55.50,61.90,70450,84550,97770,115440,128760,,,
CA,41740,"San Diego-Carlsbad, CA",15-1021,Computer programmers,,2480,9.4,35.57,73990,2.3,19.32,26.47,36.00,44.53,50.96,40190,55050,74880,92620,106000,,,
CA,41740,"San Diego-Carlsbad, CA",15-1031,"Computer software engineers, applications",,6770,10.0,41.26,85820,1.9,24.16,31.66,40.31,50.44,60.30,50250,65850,83840,104910,125420,,,
CA,41740,"San Diego-Carlsbad, CA",15-1032,"Computer software engineers, systems software",,4150,9.2,45.54,94720,1.7,29.81,37.21,45.20,55.05,63.38,62010,77390,94010,114500,131840,,,
CA,41740,"San Diego-Carlsbad, CA",15-1041,Computer support specialists,,6190,6.1,22.10,45960,1.4,14.27,17.35,21.24,26.36,31.28,29670,36090,44180,54820,65070,,,
CA,41740,"San Diego-Carlsbad, CA",15-1051,Computer systems analysts,,4200,11.6,34.75,72270,1.3,22.01,27.63,34.41,41.35,49.21,45780,57470,71580,86010,102370,,,
CA,41740,"San Diego-Carlsbad, CA",15-1061,Database administrators,,1290,16.6,31.18,64860,4.5,16.51,18.89,29.13,41.47,50.12,34350,39300,60590,86250,104250,,,
CA,41740,"San Diego-Carlsbad, CA",15-1071,Network and computer systems administrators,,3410,6.8,33.29,69240,1.4,20.92,26.16,32.82,39.82,47.02,43510,54420,68280,82830,97800,,,
CA,41740,"San Diego-Carlsbad, CA",15-1081,Network systems and data communications analysts,,2120,10.3,34.97,72740,2.1,20.92,27.83,34.76,42.62,49.73,43510,57890,72300,88650,103450,,,
CA,41740,"San Diego-Carlsbad, CA",15-1099,"Computer specialists, all other",,3570,5.3,34.33,71410,4.2,18.71,25.37,33.79,42.72,52.17,38910,52770,70280,88850,108510,,,
CA,41740,"San Diego-Carlsbad, CA",15-2011,Actuaries,,90,41.0,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
CA,41740,"San Diego-Carlsbad, CA",15-2021,Mathematicians,,140,28.4,60.89,126650,6.9,42.49,52.25,60.60,#,#,88390,108670,126040,#,#,,,
CA,41740,"San Diego-Carlsbad, CA",15-2031,Operations research analysts,,610,16.1,38.92,80950,4.0,22.51,28.22,37.12,48.76,60.45,46830,58700,77210,101430,125730,,,
CA,41740,"San Diego-Carlsbad, CA",15-2041,Statisticians,,320,24.1,40.11,83420,6.2,26.16,31.24,37.73,49.37,59.86,54410,64980,78480,102700,124520,,,
CA,41740,"San Diego-Carlsbad, CA",15-2091,Mathematical technicians,,40,40.9,16.31,33920,9.4,10.21,11.17,14.46,18.16,29.75,21230,23220,30070,37770,61880,,,
CA,41740,"San Diego-Carlsbad, CA",15-2099,"Mathematical scientists, all other",,300,38.8,31.50,65510,9.8,14.93,21.29,29.19,37.90,48.94,31060,44290,60710,78830,101790,,,
CA,41740,"San Diego-Carlsbad, CA",17-0000,Architecture and engineering occupations,major,35340,4.2,36.55,76030,1.9,18.91,26.17,35.12,45.88,57.31,39330,54430,73050,95440,119200,,,
CA,41740,"San Diego-Carlsbad, CA",17-1011,"Architects, except landscape and naval",,1190,16.9,38.75,80590,6.1,22.92,28.25,37.49,49.34,58.13,47670,58770,77980,102630,120920,,,
CA,41740,"San Diego-Carlsbad, CA",17-1012,Landscape architects,,380,39.5,36.25,75400,2.7,28.22,32.20,35.53,38.94,45.44,58700,66980,73890,81000,94510,,,
CA,41740,"San Diego-Carlsbad, CA",17-1021,Cartographers and photogrammetrists,,210,28.0,29.22,60770,2.8,22.47,24.88,27.76,32.34,40.50,46730,51760,57740,67270,84230,,,
CA,41740,"San Diego-Carlsbad, CA",17-1022,Surveyors,,630,17.2,32.27,67120,3.5,20.52,26.21,33.50,37.81,42.94,42670,54520,69680,78650,89310,,,
CA,41740,"San Diego-Carlsbad, CA",17-2011,Aerospace engineers,,1300,9.8,46.33,96370,3.0,31.50,37.09,45.07,52.84,63.05,65510,77140,93750,109900,131140,,,
CA,41740,"San Diego-Carlsbad, CA",17-2031,Biomedical engineers,,370,36.2,37.68,78380,4.4,24.21,30.14,36.75,44.69,51.43,50360,62680,76430,92960,106970,,,
CA,41740,"San Diego-Carlsbad, CA",17-2041,Chemical engineers,,160,34.2,39.90,82980,5.6,22.77,30.04,42.21,48.57,57.31,47350,62470,87800,101020,119200,,,
CA,41740,"San Diego-Carlsbad, CA",17-2051,Civil engineers,,3120,5.9,36.86,76670,1.7,26.16,29.99,35.49,42.11,50.44,54420,62390,73830,87590,104910,,,
CA,41740,"San Diego-Carlsbad, CA",17-2061,Computer hardware engineers,,1500,13.3,42.17,87720,3.1,19.05,32.35,42.70,52.73,62.69,39620,67300,88810,109680,130390,,,
CA,41740,"San Diego-Carlsbad, CA",17-2071,Electrical engineers,,1830,14.7,42.49,88380,3.5,27.40,33.06,40.87,50.06,60.54,56980,68760,85010,104120,125930,,,
CA,41740,"San Diego-Carlsbad, CA",17-2072,"Electronics engineers, except computer",,3940,11.4,47.00,97760,4.1,29.79,35.83,44.90,56.33,66.54,61970,74520,93390,117170,138400,,,
CA,41740,"San Diego-Carlsbad, CA",17-2081,Environmental engineers,,720,9.6,38.33,79720,3.2,26.32,29.62,35.91,44.61,57.17,54740,61620,74690,92780,118920,,,
CA,41740,"San Diego-Carlsbad, CA",17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,240,6.7,38.87,80860,1.5,29.32,33.08,37.81,45.19,51.77,60980,68810,78650,93990,107670,,,
CA,41740,"San Diego-Carlsbad, CA",17-2112,Industrial engineers,,1570,11.4,36.33,75560,1.6,24.54,29.03,35.52,43.72,50.00,51030,60380,73880,90950,104010,,,
CA,41740,"San Diego-Carlsbad, CA",17-2131,Materials engineers,,230,19.2,41.23,85770,2.1,28.97,34.51,40.89,47.09,56.40,60260,71770,85040,97940,117320,,,
CA,41740,"San Diego-Carlsbad, CA",17-2141,Mechanical engineers,,3020,10.9,38.01,79050,2.6,19.13,29.02,37.57,46.90,57.49,39800,60370,78150,97550,119580,,,
CA,41740,"San Diego-Carlsbad, CA",17-2199,"Engineers, all other",,3810,15.2,43.40,90270,2.5,25.67,33.02,43.08,54.52,63.02,53390,68690,89600,113390,131090,,,
CA,41740,"San Diego-Carlsbad, CA",17-3011,Architectural and civil drafters,,1810,23.2,22.54,46890,3.5,14.36,17.55,21.56,27.20,32.95,29880,36500,44850,56580,68540,,,
CA,41740,"San Diego-Carlsbad, CA",17-3012,Electrical and electronics drafters,,360,22.9,26.18,54450,3.4,16.77,20.16,25.82,31.76,36.14,34880,41930,53700,66060,75180,,,
CA,41740,"San Diego-Carlsbad, CA",17-3013,Mechanical drafters,,370,21.6,22.71,47230,4.9,11.87,15.71,21.46,29.22,36.16,24690,32670,44630,60780,75220,,,
CA,41740,"San Diego-Carlsbad, CA",17-3019,"Drafters, all other",,260,23.2,24.44,50830,4.6,17.34,19.27,23.05,28.10,34.73,36070,40080,47940,58450,72240,,,
CA,41740,"San Diego-Carlsbad, CA",17-3021,Aerospace engineering and operations technicians,,**,**,30.68,63820,6.7,17.07,24.40,33.93,37.19,39.15,35500,50760,70570,77360,81430,,,
CA,41740,"San Diego-Carlsbad, CA",17-3022,Civil engineering technicians,,650,17.1,25.11,52230,2.7,15.13,20.25,25.52,30.04,34.78,31460,42120,53080,62480,72340,,,
CA,41740,"San Diego-Carlsbad, CA",17-3023,Electrical and electronic engineering technicians,,2490,13.1,27.51,57220,6.5,15.48,19.46,25.63,34.95,43.90,32190,40480,53310,72700,91320,,,
CA,41740,"San Diego-Carlsbad, CA",17-3024,Electro-mechanical technicians,,**,**,23.32,48500,2.7,14.98,17.99,22.79,28.46,33.06,31160,37430,47390,59190,68750,,,
CA,41740,"San Diego-Carlsbad, CA",17-3025,Environmental engineering technicians,,330,16.0,25.91,53890,4.8,16.29,18.89,25.22,30.29,36.82,33890,39300,52470,63000,76580,,,
CA,41740,"San Diego-Carlsbad, CA",17-3026,Industrial engineering technicians,,**,**,27.08,56330,7.7,16.32,18.98,24.09,34.69,43.10,33950,39470,50110,72160,89660,,,
CA,41740,"San Diego-Carlsbad, CA",17-3027,Mechanical engineering technicians,,890,29.6,22.62,47050,4.3,14.81,16.84,20.92,27.70,32.31,30800,35020,43510,57620,67210,,,
CA,41740,"San Diego-Carlsbad, CA",17-3029,"Engineering technicians, except drafters, all other",,1360,6.0,26.03,54140,7.4,14.45,18.84,25.16,32.80,39.23,30050,39190,52330,68210,81600,,,
CA,41740,"San Diego-Carlsbad, CA",17-3031,Surveying and mapping technicians,,330,28.6,26.23,54550,2.5,17.48,20.44,24.81,31.72,38.29,36360,42520,51610,65980,79630,,,
CA,41740,"San Diego-Carlsbad, CA",19-0000,"Life, physical, and social science occupations",major,21240,4.8,30.50,63450,2.8,15.04,19.79,27.66,38.58,51.46,31280,41170,57540,80250,107040,,,
CA,41740,"San Diego-Carlsbad, CA",19-1021,Biochemists and biophysicists,,990,26.6,41.76,86870,2.9,21.87,30.41,38.27,53.91,#,45490,63250,79600,112120,#,,,
CA,41740,"San Diego-Carlsbad, CA",19-1022,Microbiologists,,390,21.2,38.76,80630,4.3,22.01,27.28,35.59,43.88,56.17,45790,56740,74020,91260,116840,,,
CA,41740,"San Diego-Carlsbad, CA",19-1023,Zoologists and wildlife biologists,,200,19.2,28.68,59650,2.3,15.54,18.78,25.02,36.76,47.66,32320,39060,52040,76460,99130,,,
CA,41740,"San Diego-Carlsbad, CA",19-1029,"Biological scientists, all other",,600,7.8,26.89,55930,6.3,12.91,17.43,26.41,34.89,42.11,26860,36250,54930,72560,87580,,,
CA,41740,"San Diego-Carlsbad, CA",19-1042,"Medical scientists, except epidemiologists",,3520,10.4,32.73,68090,4.7,17.96,22.16,30.20,39.56,51.49,37350,46080,62820,82280,107100,,,
CA,41740,"San Diego-Carlsbad, CA",19-1099,"Life scientists, all other",,450,22.5,32.47,67530,6.9,17.15,21.44,31.70,42.49,50.30,35660,44600,65930,88380,104630,,,
CA,41740,"San Diego-Carlsbad, CA",19-2012,Physicists,,240,5.8,44.94,93480,7.1,19.50,28.28,48.53,59.02,#,40550,58830,100930,122760,#,,,
CA,41740,"San Diego-Carlsbad, CA",19-2021,Atmospheric and space scientists,,40,7.6,42.32,88020,8.7,21.69,31.11,39.38,48.15,64.54,45120,64710,81910,100140,134250,,,
CA,41740,"San Diego-Carlsbad, CA",19-2031,Chemists,,1430,12.7,40.36,83950,2.8,23.37,30.76,39.08,50.03,59.80,48610,63980,81280,104060,124380,,,
CA,41740,"San Diego-Carlsbad, CA",19-2032,Materials scientists,,190,28.8,36.11,75100,3.3,25.52,29.75,35.35,42.72,49.49,53080,61880,73520,88870,102940,,,
CA,41740,"San Diego-Carlsbad, CA",19-2041,"Environmental scientists and specialists, including health",,1080,15.9,28.53,59350,4.9,17.40,20.73,26.24,32.92,44.90,36200,43120,54580,68470,93400,,,
CA,41740,"San Diego-Carlsbad, CA",19-2042,"Geoscientists, except hydrologists and geographers",,530,29.0,35.73,74330,5.1,20.07,27.15,36.37,43.25,48.62,41740,56470,75650,89950,101130,,,
CA,41740,"San Diego-Carlsbad, CA",19-2043,Hydrologists,,90,22.4,35.44,73710,3.6,22.65,26.70,32.08,39.68,49.37,47110,55530,66720,82530,102680,,,
CA,41740,"San Diego-Carlsbad, CA",19-2099,"Physical scientists, all other",,**,**,43.85,91200,4.9,19.53,32.40,45.18,56.51,64.23,40620,67400,93980,117530,133590,,,
CA,41740,"San Diego-Carlsbad, CA",19-3011,Economists,,**,**,25.00,52000,7.8,16.64,17.54,19.03,21.17,49.30,34610,36490,39580,44030,102550,,,
CA,41740,"San Diego-Carlsbad, CA",19-3021,Market research analysts,,2950,13.6,32.16,66890,3.5,17.13,21.15,28.03,40.59,56.27,35630,43980,58310,84430,117030,,,
CA,41740,"San Diego-Carlsbad, CA",19-3022,Survey researchers,,300,40.9,21.81,45370,26.4,8.26,9.18,14.91,34.97,46.67,17180,19100,31010,72730,97070,,,
CA,41740,"San Diego-Carlsbad, CA",19-3031,"Clinical, counseling, and school psychologists",,1020,20.5,34.21,71160,3.9,18.20,23.48,33.72,42.05,54.16,37850,48840,70150,87460,112660,,,
CA,41740,"San Diego-Carlsbad, CA",19-3039,"Psychologists, all other",,290,7.5,35.27,73370,14.3,16.89,20.83,30.28,45.03,56.62,35120,43320,62990,93670,117780,,,
CA,41740,"San Diego-Carlsbad, CA",19-3051,Urban and regional planners,,540,14.2,32.20,66970,3.2,19.92,25.63,31.97,38.61,46.92,41430,53310,66500,80310,97600,,,
CA,41740,"San Diego-Carlsbad, CA",19-3091,Anthropologists and archeologists,,**,**,29.85,62090,4.5,13.04,18.18,29.32,39.12,45.06,27120,37800,60980,81370,93720,,,
CA,41740,"San Diego-Carlsbad, CA",19-3099,"Social scientists and related workers, all other",,300,13.8,34.12,70970,3.0,23.46,27.14,32.14,40.03,48.48,48790,56450,66860,83270,100830,,,
CA,41740,"San Diego-Carlsbad, CA",19-4011,Agricultural and food science technicians,,70,7.3,13.99,29090,3.5,10.11,11.31,13.60,16.41,18.94,21020,23530,28290,34130,39390,,,
CA,41740,"San Diego-Carlsbad, CA",19-4021,Biological technicians,,1770,6.9,20.43,42490,4.8,11.31,15.34,20.15,24.60,30.07,23530,31910,41910,51160,62550,,,
CA,41740,"San Diego-Carlsbad, CA",19-4031,Chemical technicians,,740,15.3,21.48,44680,3.3,13.33,16.46,20.77,25.44,30.54,27720,34240,43210,52910,63530,,,
CA,41740,"San Diego-Carlsbad, CA",19-4041,Geological and petroleum technicians,,**,**,21.98,45710,3.7,15.36,16.88,23.86,26.41,28.11,31950,35100,49620,54940,58460,,,
CA,41740,"San Diego-Carlsbad, CA",19-4061,Social science research assistants,,380,24.1,14.99,31190,6.6,8.50,10.47,13.73,17.93,22.33,17690,21780,28560,37300,46440,,,
CA,41740,"San Diego-Carlsbad, CA",19-4091,"Environmental science and protection technicians, including health",,550,38.0,21.30,44300,4.5,13.99,16.38,19.20,25.97,31.30,29110,34080,39930,54020,65090,,,
CA,41740,"San Diego-Carlsbad, CA",19-4092,Forensic science technicians,,150,0.8,29.65,61660,1.8,16.98,21.03,28.37,38.45,46.45,35310,43750,59020,79990,96610,,,
CA,41740,"San Diego-Carlsbad, CA",19-4093,Forest and conservation technicians,,270,0.6,18.47,38420,3.1,12.80,13.97,17.24,22.37,25.97,26610,29060,35860,46530,54020,,,
CA,41740,"San Diego-Carlsbad, CA",19-4099,"Life, physical, and social science technicians, all other",,850,7.5,17.33,36050,4.5,9.65,11.30,14.46,20.24,30.23,20070,23500,30080,42090,62880,,,
CA,41740,"San Diego-Carlsbad, CA",21-0000,Community and social services occupations,major,16770,3.2,22.06,45880,3.8,10.73,14.59,20.68,28.27,35.93,22320,30360,43010,58800,74740,,,
