PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2081,Environmental Engineers,detailed,2050,15.9,0.378,0.95,49.07,102070,2.6,33.52,40.43,47.9,57.4,68.45,69730,84090,99630,119390,142380,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,800,6.5,0.147,0.82,45.15,93920,2.3,29.56,38.38,46.59,52.66,59.85,61490,79820,96900,109530,124480,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2112,Industrial Engineers,detailed,8660,7.6,1.595,0.92,47.13,98030,1.3,30.97,37.42,45.77,55.79,67.9,64420,77840,95200,116040,141240,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2131,Materials Engineers,detailed,1470,37.4,0.271,1.48,50.87,105810,3.5,31.57,39.62,48.91,61.87,73.03,65660,82410,101730,128690,151900,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2141,Mechanical Engineers,detailed,8370,9.3,1.543,0.79,46.91,97580,2.5,29.2,34.68,44.41,56.39,69.25,60740,72140,92370,117300,144030,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,150,43.3,0.028,0.47,47.35,98490,5,36.83,40.44,44.78,52.3,57.58,76610,84120,93140,108780,119760,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2161,Nuclear Engineers,detailed,390,48.8,0.071,0.58,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2171,Petroleum Engineers,detailed,840,26.7,0.155,0.59,58.02,120680,9,31.36,41.7,52.34,66.06,#,65220,86740,108860,137400,#,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-2199,"Engineers, All Other",detailed,4970,10.4,0.915,1,49.03,101980,2,26.65,35.42,47.83,59.83,74.89,55440,73680,99490,124450,155780,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3011,Architectural and Civil Drafters,detailed,4640,7,0.854,1.27,27.41,57000,2.4,17.28,22,26.95,32.74,38.09,35940,45760,56060,68090,79220,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3012,Electrical and Electronics Drafters,detailed,1770,36.6,0.327,1.46,27.18,56530,2.8,17.95,21.01,25.92,32.44,39.83,37330,43700,53910,67480,82860,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3013,Mechanical Drafters,detailed,1530,6.7,0.281,0.59,27.38,56940,1.8,16.11,20.07,26.04,33.4,41.73,33500,41750,54160,69480,86810,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3019,"Drafters, All Other",detailed,920,33.6,0.169,1.51,26.2,54500,3,16.81,23.59,26.38,28.99,34.73,34960,49060,54870,60300,72230,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,1040,12.8,0.192,2.41,33.77,70250,2.7,22.94,28.16,33.26,39.05,47.18,47710,58570,69180,81220,98130,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3022,Civil Engineering Technicians,detailed,2000,7.8,0.368,0.7,29.27,60890,2.1,17.23,24.62,30.27,34.54,39.83,35850,51220,62970,71840,82840,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,6100,6.7,1.125,1.06,27.8,57820,1.7,16.16,20.48,27.52,33.82,41.33,33620,42600,57230,70350,85960,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3024,Electro-Mechanical Technicians,detailed,810,25.9,0.149,1.27,24.16,50250,4.7,15.39,17.67,21.49,27.06,39.66,32020,36750,44690,56280,82490,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3025,Environmental Engineering Technicians,detailed,480,23.5,0.089,0.65,24.68,51330,3.9,14.8,18.08,22.91,30.94,36.31,30780,37610,47650,64360,75530,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3026,Industrial Engineering Technicians,detailed,1850,13,0.341,0.66,29.37,61090,1.8,17.42,21.66,27.67,36.17,44.51,36240,45050,57540,75240,92590,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3027,Mechanical Engineering Technicians,detailed,1760,11.8,0.325,0.93,29.25,60840,4.6,16.82,20.68,26.95,36.34,47.64,34990,43020,56050,75580,99080,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,2640,9.4,0.486,0.98,29.5,61350,1.7,17.18,22.11,29.58,35.94,43.27,35730,45990,61520,74760,90000,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",17-3031,Surveying and Mapping Technicians,detailed,530,11.7,0.098,0.27,30.58,63610,3,18.32,24.66,31.51,35.95,42.85,38110,51300,65550,74780,89130,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",19-0000,"Life, Physical, and Social Science Occupations",major,50280,8.9,9.263,1.08,36.61,76150,1.8,16.87,23.67,35.2,45.74,56.55,35090,49230,73210,95130,117630,,
CA,31100,"Los Angeles-Long Beach-Anaheim, CA",19-1012,Food Scientists and Technologists,detailed,780,22.5,0.144,1.27,30.66,63780,5.1,16,20.75,28.73,37.01,49.95,33270,43170,59750,76990,103890,,
