PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9041,Engineering managers,,12820,3.5,64.85,134890,1.9,38.73,49.97,62.11,76.73,#,80550,103930,129180,159600,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9051,Food service managers,,11610,3.6,24.33,50610,1.2,16.73,19.47,23.14,28.07,33.15,34790,40510,48140,58380,68950,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9061,Funeral directors,,480,16.2,29.79,61960,12.6,15.71,18.40,25.54,36.07,42.97,32670,38280,53120,75020,89370,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9071,Gaming managers,,60,25.9,44.73,93030,6.7,28.52,34.00,42.31,53.29,61.41,59330,70720,88000,110850,127740,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9081,Lodging managers,,1050,8.3,29.69,61760,2.3,17.65,21.54,25.64,34.76,46.72,36700,44810,53330,72300,97170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9111,Medical and health services managers,,9050,3.0,50.11,104220,2.0,25.02,34.62,46.59,61.06,#,52040,72020,96900,127010,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9121,Natural sciences managers,,2010,6.5,59.29,123320,5.3,34.39,41.78,56.70,73.22,#,71530,86910,117940,152290,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9131,Postmasters and mail superintendents,,120,0.0,40.52,84290,2.4,31.39,35.41,41.37,46.32,49.29,65290,73660,86040,96350,102530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9141,"Property, real estate, and community association managers",,16390,5.3,23.80,49500,3.8,8.04,9.69,18.06,30.57,48.15,16720,20150,37570,63580,100140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9151,Social and community service managers,,4210,5.2,35.05,72900,4.2,20.12,24.71,33.20,41.24,56.15,41850,51390,69060,85770,116780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9199,"Managers, all other",,22260,23.1,51.89,107930,2.9,27.89,35.99,48.85,62.66,#,58010,74860,101620,130330,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-0000,Business and financial operations occupations,major,299980,1.9,33.78,70260,0.7,17.47,22.65,30.37,40.15,53.30,36340,47110,63170,83500,110870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1011,"Agents and business managers of artists, performers, and athletes",,3010,11.3,43.57,90620,10.2,11.77,20.89,33.82,59.43,#,24490,43450,70350,123610,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1021,"Purchasing agents and buyers, farm products",,420,21.8,37.22,77410,19.0,17.44,21.39,29.35,42.56,63.04,36270,44480,61060,88530,131130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1022,"Wholesale and retail buyers, except farm products",,7560,6.6,26.75,55640,2.0,14.65,18.59,24.08,32.02,41.46,30470,38670,50080,66600,86240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing agents, except wholesale, retail, and farm products",,13340,2.4,29.56,61490,1.1,17.73,22.00,28.11,36.35,44.94,36880,45760,58460,75610,93460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims adjusters, examiners, and investigators",,13770,6.4,28.58,59450,1.5,17.39,21.75,28.23,35.33,40.44,36170,45250,58710,73480,84110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance appraisers, auto damage",,350,20.0,26.42,54940,4.5,15.36,20.74,26.41,31.99,37.78,31940,43130,54930,66550,78580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,11780,1.6,27.18,56540,4.8,14.43,18.34,25.58,34.83,42.15,30000,38150,53210,72450,87670,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost estimators,,9130,5.3,30.94,64360,2.5,14.74,21.41,30.00,39.39,48.66,30660,44530,62400,81930,101210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1061,Emergency management specialists,,140,8.5,37.73,78480,2.7,22.69,29.78,38.05,46.82,52.45,47190,61940,79140,97370,109100,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1071,"Employment, recruitment, and placement specialists",,6910,7.5,27.74,57710,2.8,15.19,18.77,24.12,34.15,45.95,31600,39040,50170,71030,95570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1072,"Compensation, benefits, and job analysis specialists",,4160,5.0,30.19,62800,2.5,19.69,23.47,28.53,34.59,43.74,40950,48810,59340,71940,90980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1073,Training and development specialists,,6130,5.1,31.47,65460,5.0,17.23,22.66,29.64,37.47,45.97,35840,47130,61660,77930,95610,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1079,"Human resources, training, and labor relations specialists, all other",,**,**,30.46,63360,2.0,18.87,23.05,28.99,36.64,45.82,39260,47940,60310,76210,95310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,,4150,6.5,35.99,74860,3.2,21.43,27.24,34.39,42.96,52.78,44570,56660,71530,89360,109770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management analysts,,27440,4.8,40.66,84580,3.1,20.96,26.76,35.81,48.77,64.55,43600,55650,74490,101430,134260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,Meeting and convention planners,,2050,8.6,24.04,50000,3.0,15.27,18.03,22.51,29.06,36.40,31760,37510,46820,60440,75710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business operations specialists, all other",,57530,3.6,33.46,69590,1.4,16.85,22.51,30.71,42.17,54.43,35040,46810,63880,87710,113210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and auditors,,56010,3.6,34.66,72100,1.4,18.72,23.69,30.78,39.98,54.56,38940,49270,64020,83170,113480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and assessors of real estate,,2160,13.2,38.51,80100,12.9,18.90,26.78,35.62,42.46,52.60,39320,55700,74080,88320,109410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget analysts,,4630,6.6,36.14,75180,1.5,21.64,28.11,35.81,44.24,51.25,45020,58470,74480,92030,106600,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit analysts,,4030,6.4,30.62,63690,2.1,17.15,20.82,27.15,37.14,50.42,35670,43300,56470,77250,104870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial analysts,,11630,10.9,44.17,91870,4.2,22.97,28.20,36.36,50.89,#,47780,58650,75620,105860,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal financial advisors,,6310,8.2,44.76,93090,6.0,16.89,22.94,31.89,60.39,#,35140,47720,66340,125620,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance underwriters,,3820,8.3,32.27,67130,2.3,18.05,22.63,30.14,40.16,49.58,37550,47080,62690,83530,103120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial examiners,,1060,10.2,36.56,76050,3.8,20.24,25.76,34.38,45.49,60.25,42090,53580,71510,94610,125310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Loan counselors,,1240,7.6,20.71,43070,2.5,13.32,16.33,18.98,23.54,29.92,27710,33980,39480,48970,62230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan officers,,17430,5.1,35.98,74830,2.1,16.70,23.62,32.49,42.53,59.02,34740,49140,67580,88450,122770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax examiners, collectors, and revenue agents",,1900,0.1,34.40,71550,1.5,20.63,24.97,34.27,43.49,49.52,42910,51930,71280,90470,102990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax preparers,,2710,45.3,26.26,54620,4.9,11.08,17.78,24.21,33.76,40.37,23050,36980,50360,70220,83960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial specialists, all other",,**,**,28.41,59090,2.7,17.33,20.40,24.95,34.06,44.06,36050,42440,51890,70840,91640,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and mathematical science occupations,major,129470,2.2,37.49,77970,1.5,18.38,25.65,36.00,47.60,60.03,38230,53340,74870,99020,124870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1011,"Computer and information scientists, research",,830,23.1,58.34,121350,4.0,34.66,44.54,56.50,67.46,#,72100,92630,117510,140310,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1021,Computer programmers,,11650,8.1,37.64,78290,1.2,21.79,28.99,37.17,46.41,56.13,45320,60300,77320,96520,116750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1031,"Computer software engineers, applications",,20460,4.6,45.04,93680,2.0,27.40,34.70,43.62,53.09,64.47,57000,72180,90740,110430,134100,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1032,"Computer software engineers, systems software",,19670,7.7,47.07,97910,2.0,29.88,37.01,46.43,57.38,66.28,62150,76980,96570,119350,137870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1041,Computer support specialists,,23170,4.1,22.62,47040,1.2,13.31,16.51,21.67,27.43,33.78,27680,34340,45070,57050,70250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1051,Computer systems analysts,,15930,4.2,38.46,80000,2.0,21.29,28.61,37.11,46.58,58.01,44280,59500,77190,96890,120650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1061,Database administrators,,5930,3.8,42.00,87350,9.0,20.40,27.30,40.73,56.16,69.56,42440,56780,84720,116810,144680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1071,Network and computer systems administrators,,11830,2.8,35.00,72800,1.0,21.19,26.68,33.48,41.97,51.50,44080,55490,69650,87290,107120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1081,Network systems and data communications analysts,,8550,6.6,34.85,72490,2.2,19.64,25.99,34.14,42.19,51.41,40850,54050,71020,87750,106930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1099,"Computer specialists, all other",,8530,7.5,36.12,75130,2.2,17.33,25.68,34.76,46.28,58.51,36050,53410,72310,96270,121700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,,260,19.0,53.22,110690,7.5,24.49,31.86,45.80,64.42,#,50940,66270,95270,133980,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations research analysts,,1310,10.0,36.48,75880,3.0,21.10,26.27,34.17,43.60,58.23,43880,54630,71060,90680,121120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,,640,17.3,37.80,78620,2.1,23.45,29.40,36.67,45.73,55.52,48780,61160,76270,95120,115490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2099,"Mathematical scientists, all other",,690,26.2,38.83,80770,16.3,18.72,21.87,25.43,40.43,#,38940,45490,52880,84080,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and engineering occupations,major,115100,3.2,39.43,82010,1.4,21.04,28.26,37.94,49.40,61.61,43760,58770,78920,102750,128150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, except landscape and naval",,4650,8.5,44.79,93170,3.6,25.82,30.85,39.21,52.35,71.26,53710,64170,81550,108890,148210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape architects,,1560,41.0,31.43,65370,8.4,20.74,22.79,29.35,37.93,44.53,43140,47410,61040,78890,92630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and photogrammetrists,,190,15.6,28.57,59430,2.5,20.10,23.18,28.27,33.48,39.06,41810,48210,58800,69630,81240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,,2030,13.7,36.79,76520,2.8,24.06,32.34,36.89,41.65,49.38,50040,67270,76720,86630,102700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace engineers,,8130,9.8,52.18,108540,2.0,34.65,42.66,51.51,62.07,72.98,72060,88720,107150,129100,151800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical engineers,,**,**,44.09,91710,3.3,29.57,36.86,45.01,51.00,60.01,61500,76670,93610,106080,124820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical engineers,,350,15.3,44.87,93330,6.2,24.30,34.87,42.69,49.97,63.74,50550,72540,88790,103940,132580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil engineers,,12650,4.8,42.00,87360,1.3,27.07,32.88,41.27,50.20,60.17,56310,68380,85830,104420,125160,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer hardware engineers,,3160,10.1,47.98,99800,2.3,29.65,37.22,46.52,58.10,72.38,61660,77410,96760,120860,150560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical engineers,,6110,9.1,42.51,88420,1.9,26.34,32.77,42.31,51.18,61.57,54780,68170,88010,106450,128070,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics engineers, except computer",,8590,11.9,45.55,94740,1.6,28.77,35.37,44.67,55.90,65.36,59840,73570,92920,116280,135960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental engineers,,1840,19.5,38.78,80660,2.4,25.11,29.09,36.94,47.01,56.83,52220,60510,76820,97770,118210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,730,8.1,39.57,82310,1.9,27.32,33.81,39.86,46.37,50.31,56830,70330,82920,96450,104650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial engineers,,8140,7.9,38.82,80740,1.7,25.69,31.31,37.88,46.17,54.80,53440,65120,78800,96040,113980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials engineers,,1120,14.1,45.85,95360,2.1,29.94,36.30,45.09,55.02,63.61,62270,75490,93800,114450,132310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical engineers,,8260,6.0,41.33,85970,1.7,24.91,32.31,40.66,50.11,60.77,51820,67200,84570,104230,126390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and geological engineers, including mining safety engineers",,**,**,42.50,88410,5.2,30.37,36.46,42.45,47.75,51.52,63160,75830,88300,99310,107160,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2161,Nuclear engineers,,690,39.9,46.12,95930,4.4,31.45,37.46,46.05,55.90,63.00,65410,77920,95780,116280,131030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum engineers,,**,**,53.02,110280,3.5,43.39,46.65,52.00,59.73,67.31,90240,97020,108160,124240,140010,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, all other",,15620,7.8,47.58,98960,1.8,29.09,36.93,47.00,58.67,68.35,60510,76820,97770,122040,142170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and civil drafters,,7110,9.1,25.27,52550,2.5,13.83,19.73,25.40,30.72,36.70,28770,41040,52840,63910,76330,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and electronics drafters,,1170,12.0,23.76,49430,2.6,15.53,18.00,22.31,28.05,35.60,32310,37450,46410,58340,74040,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical drafters,,1720,7.8,24.13,50190,2.0,14.25,18.09,23.63,29.55,35.32,29650,37630,49150,61470,73460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, all other",,920,9.4,27.38,56960,2.5,16.23,20.05,26.76,34.50,39.37,33760,41710,55660,71770,81880,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace engineering and operations technicians,,930,15.9,28.81,59930,4.9,18.89,24.96,28.16,31.27,40.28,39280,51920,58560,65040,83780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil engineering technicians,,2880,9.1,30.78,64010,1.9,20.59,25.95,31.07,36.78,41.10,42820,53970,64620,76500,85480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and electronic engineering technicians,,6290,16.6,26.96,56070,1.9,17.13,21.14,26.31,31.39,38.46,35620,43970,54730,65280,80000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-mechanical technicians,,750,18.3,21.69,45110,3.9,13.81,16.27,20.48,26.85,31.46,28730,33850,42600,55860,65440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental engineering technicians,,960,41.0,28.58,59450,4.1,13.86,21.04,28.64,36.21,43.54,28830,43760,59570,75320,90550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial engineering technicians,,1800,10.4,22.41,46600,2.6,12.53,15.93,21.43,27.34,34.28,26060,33130,44570,56870,71300,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical engineering technicians,,1300,18.5,26.18,54440,3.7,15.83,19.58,23.75,33.50,39.29,32920,40720,49400,69690,81720,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering technicians, except drafters, all other",,3300,10.5,25.85,53760,4.9,10.42,16.45,24.76,34.17,41.36,21660,34220,51500,71080,86030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and mapping technicians,,970,18.4,27.95,58130,3.3,18.07,22.42,28.17,32.23,38.53,37590,46630,58590,67030,80130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, physical, and social science occupations",major,47610,3.6,32.87,68380,1.6,16.30,21.32,30.08,40.60,52.42,33910,44350,62560,84450,109040,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1012,Food scientists and technologists,,250,19.7,34.91,72600,2.9,22.88,27.58,33.77,42.30,49.51,47580,57360,70240,87990,102970,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1013,Soil and plant scientists,,110,44.5,26.11,54300,21.2,13.86,15.28,25.18,33.25,46.41,28820,31780,52380,69160,96540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1021,Biochemists and biophysicists,,710,23.5,42.77,88960,3.6,26.12,31.53,43.87,50.51,59.41,54330,65580,91240,105070,123570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1022,Microbiologists,,480,14.4,34.65,72080,3.7,18.91,27.32,33.06,40.79,50.87,39330,56830,68770,84840,105800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1023,Zoologists and wildlife biologists,,250,32.7,31.40,65310,4.8,18.29,22.66,30.73,38.24,47.07,38030,47130,63920,79540,97900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1029,"Biological scientists, all other",,510,7.5,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1031,Conservation scientists,,100,25.0,38.12,79290,1.5,26.34,30.32,35.69,43.10,59.07,54780,63070,74240,89650,122870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1032,Foresters,,**,**,31.73,66000,2.1,23.21,27.43,30.92,36.55,42.56,48280,57050,64310,76020,88530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1041,Epidemiologists,,**,**,36.06,75000,4.2,28.34,34.01,37.05,40.09,41.96,58940,70750,77060,83390,87270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1042,"Medical scientists, except epidemiologists",,4630,10.4,35.65,74160,2.6,20.11,26.43,34.87,43.33,51.73,41840,54970,72540,90120,107600,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1099,"Life scientists, all other",,540,24.9,34.97,72730,4.0,17.44,24.75,30.67,44.11,58.36,36270,51470,63790,91750,121400,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2012,Physicists,,550,20.4,40.12,83450,4.8,23.48,33.44,39.85,47.83,57.32,48830,69560,82880,99480,119220,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2031,Chemists,,2790,11.8,35.03,72850,3.7,18.31,25.12,34.79,44.31,51.52,38070,52240,72360,92160,107160,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2032,Materials scientists,,220,20.9,43.36,90180,3.3,28.15,34.77,43.08,50.15,59.98,58550,72320,89600,104320,124760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2041,"Environmental scientists and specialists, including health",,2670,13.4,38.54,80150,8.6,19.69,25.84,32.97,44.30,62.14,40960,53740,68570,92150,129260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2042,"Geoscientists, except hydrologists and geographers",,1000,20.7,37.93,78890,5.7,18.64,27.25,37.26,48.25,59.31,38760,56690,77500,100360,123370,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2043,Hydrologists,,130,34.0,42.43,88260,6.3,23.95,28.88,43.58,50.12,59.98,49820,60070,90640,104250,124770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2099,"Physical scientists, all other",,630,17.2,39.22,81580,6.4,20.66,24.20,35.53,51.83,67.48,42980,50340,73910,107810,140350,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3011,Economists,,190,17.2,50.28,104580,9.7,26.12,36.29,47.89,61.67,77.12,54330,75490,99620,128270,160420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3021,Market research analysts,,12380,6.2,31.86,66260,2.2,16.64,21.47,28.74,38.93,51.40,34610,44670,59790,80960,106910,,
