PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3021,Computer and Information Systems Managers,detailed,13990,3.2,2.577,1.07,70.48,146600,1.2,40.98,52.14,66.71,83.5,#,85240,108450,138750,173680,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3031,Financial Managers,detailed,27630,2.9,5.091,1.35,70.41,146460,1.5,36.66,47.34,62.71,86.16,#,76260,98470,130430,179220,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3051,Industrial Production Managers,detailed,7170,3.2,1.322,1.06,51.47,107060,1.5,27.99,35.81,46.9,61.15,81.61,58220,74480,97560,127190,169760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3061,Purchasing Managers,detailed,2990,4.1,0.55,1.05,55.42,115270,1.8,30.48,39.32,51.6,67.21,85.44,63400,81780,107330,139800,177710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3071,"Transportation, Storage, and Distribution Managers",detailed,4930,5.2,0.908,1.17,43.79,91090,1.8,25.77,31.62,39.46,50.9,66.64,53590,65760,82080,105860,138620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3111,Compensation and Benefits Managers,detailed,730,8.7,0.134,1.01,57.94,120520,2.6,30.4,40.61,54.17,71.6,88.89,63240,84480,112680,148930,184900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3121,Human Resources Managers,detailed,5230,3.6,0.963,1.15,57.61,119830,1.4,30.96,40.88,53.5,69.27,89.09,64410,85030,111270,144080,185310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-3131,Training and Development Managers,detailed,1000,6.4,0.184,0.86,58.57,121820,3.7,29.21,39.7,53.55,70.89,#,60750,82580,111390,147450,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,**,**,**,**,44.66,92890,3.7,31.87,36.03,43.39,52.42,58.97,66280,74950,90260,109030,122650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9021,Construction Managers,detailed,7350,5.2,1.353,0.84,52.93,110090,1.5,31.04,39.63,50.01,63.54,79.42,64560,82430,104030,132160,165190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,2360,8.6,0.435,1.21,29.9,62190,4.6,15.17,18.86,27.19,36.49,48.79,31560,39220,56560,75900,101490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9032,"Education Administrators, Elementary and Secondary School",detailed,6530,3.2,1.203,0.7,*,103660,1.2,*,*,*,*,*,78250,91570,105890,117930,135270,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9033,"Education Administrators, Postsecondary",detailed,4600,5.5,0.848,0.89,48.84,101590,3.1,24.28,31.34,43.39,60.35,79.18,50500,65190,90240,125540,164700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9039,"Education Administrators, All Other",detailed,1500,13.3,0.276,1.19,55.71,115870,14.7,22.42,34.15,48.36,65.39,#,46640,71020,100590,136010,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9041,Architectural and Engineering Managers,detailed,10260,4.4,1.89,1.37,77.89,162020,1.6,48.31,59.1,73.71,89.48,#,100480,122930,153310,186120,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9051,Food Service Managers,detailed,11580,4.7,2.133,1.48,24.31,50570,2.3,14.91,17.61,21.62,27.97,39.14,31010,36620,44970,58170,81410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9061,Funeral Service Managers,detailed,170,21.3,0.032,0.47,34.76,72290,8.8,20.72,24.2,31.42,38.59,62.72,43090,50340,65360,80270,130460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9081,Lodging Managers,detailed,1250,12,0.23,0.99,27.86,57940,4.6,15.56,19.02,23.37,29.46,45.28,32370,39550,48610,61270,94190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9111,Medical and Health Services Managers,detailed,9430,4.8,1.738,0.77,54.81,114000,1.9,26.68,36.83,51.41,66.71,86.84,55500,76600,106930,138750,180620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9121,Natural Sciences Managers,detailed,1610,7.1,0.297,0.76,80.08,166560,4,41.5,51.39,72.68,#,#,86310,106890,151180,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9131,Postmasters and Mail Superintendents,detailed,100,0,0.018,0.13,42.21,87790,2.5,32.47,37.24,42.48,46.38,51.32,67540,77450,88350,96460,106760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,10230,5.3,1.885,1.51,37.12,77210,2.7,17.87,23.22,31.97,42.87,65.92,37180,48300,66490,89170,137110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9151,Social and Community Service Managers,detailed,4290,5,0.79,0.91,36.87,76690,4.2,19.84,26.57,34.77,44.58,56.56,41260,55280,72320,92720,117650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9161,Emergency Management Directors,detailed,200,13.9,0.037,0.51,51.31,106720,2.1,36.98,42.09,50.57,58.5,70.52,76920,87550,105180,121680,146690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9199,"Managers, All Other",detailed,12540,4.3,2.31,0.89,62.69,130400,1.1,32.85,44.85,58.17,74.45,#,68330,93290,121000,154860,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-0000,Business and Financial Operations Occupations,major,316620,1.2,58.338,1.16,36.58,76080,0.6,18.76,24.73,33.27,44.16,57.23,39020,51430,69200,91860,119030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,3650,12.2,0.673,7.64,62.85,130720,8.3,17.64,25.02,42.51,#,#,36680,52050,88430,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,490,24.5,0.091,1.07,32.22,67020,5.3,19.85,26.06,31.63,36.67,49.62,41280,54210,65790,76270,103210,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,7170,6.3,1.321,1.56,27.57,57340,3.8,13.72,18.21,25.83,33.76,44.87,28550,37870,53720,70220,93330,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,13520,3.1,2.492,1.16,32.19,66960,1.8,18.19,22.69,30.69,40.53,50.14,37840,47200,63820,84300,104300,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,11900,5.3,2.192,1.06,30.89,64250,1.4,19.62,24.02,30.89,36.97,43.33,40810,49960,64240,76900,90140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance Appraisers, Auto Damage",detailed,400,24.3,0.073,0.73,35.74,74330,4,22.95,27.18,33.7,46.77,52.95,47730,56540,70100,97280,110130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,Compliance Officers,detailed,10560,3.4,1.945,1.09,35.85,74560,1.6,22.55,28.8,36.06,41.77,49.65,46890,59890,74990,86870,103280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost Estimators,detailed,7690,4.2,1.416,0.93,32.57,67750,1.7,16.2,20.58,30.49,42.12,53.32,33690,42800,63420,87610,110900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1071,Human Resources Specialists,detailed,18160,3.1,3.346,1.04,31.12,64730,1.3,16.96,21.65,29.7,38.22,48.06,35270,45040,61780,79490,99960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1075,Labor Relations Specialists,detailed,3340,11.4,0.615,1.07,35.12,73040,4.7,19.38,23.2,35.3,45.25,54.94,40300,48260,73420,94120,114280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,detailed,4500,6.7,0.83,0.91,39.73,82640,1.6,23.39,30.77,39.62,48.99,56.92,48650,64000,82410,101910,118400,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management Analysts,detailed,25640,5.8,4.724,1.1,42.61,88620,2.5,23.46,29.88,39.07,50.15,65.8,48790,62160,81270,104320,136860,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,"Meeting, Convention, and Event Planners",detailed,2620,6.7,0.482,0.87,27.26,56700,2.9,15.56,19.63,25.8,33.25,42.03,32360,40820,53670,69170,87430,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1131,Fundraisers,detailed,1830,15.1,0.337,0.88,30.13,62670,5.7,15.29,18.98,29.76,39.7,46.03,31810,39480,61890,82570,95750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,3720,6.3,0.685,1.11,31.26,65020,1.6,20.15,24.07,30.63,36.62,44.35,41910,50060,63700,76170,92250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1151,Training and Development Specialists,detailed,8040,7.6,1.481,0.88,30.36,63140,2.7,14.43,21.09,29.21,37.96,46.77,30010,43870,60750,78960,97290,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1161,Market Research Analysts and Marketing Specialists,detailed,27020,3.8,4.978,1.53,34.05,70820,1.5,16.81,21.68,30.08,42.95,56.69,34970,45100,62570,89340,117910,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business Operations Specialists, All Other",detailed,45350,2.4,8.357,1.18,36.86,76660,1.2,19.17,25.22,34.1,45.95,58.44,39870,52460,70920,95580,121550,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and Auditors,detailed,59270,3.2,10.921,1.24,37.33,77640,1,21.16,26.52,33.81,43.87,57.13,44020,55160,70330,91250,118820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and Assessors of Real Estate,detailed,2250,21.3,0.415,0.91,35.5,73850,3.9,21.74,27.34,37.58,43.26,48.87,45230,56860,78160,89980,101650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget Analysts,detailed,3510,5.7,0.646,1.46,39.52,82190,1.7,25.41,31.29,38.82,47.02,56.16,52850,65090,80740,97800,116810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit Analysts,detailed,2990,8.5,0.551,1.1,36,74870,1.9,20.97,25.99,33.06,42.6,57.94,43610,54060,68760,88620,120520,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial Analysts,detailed,11780,5.6,2.171,1.15,47.97,99780,2.9,25.75,32.5,42.29,54.66,79.42,53560,67600,87960,113690,165190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal Financial Advisors,detailed,8830,6.4,1.627,1.18,45.46,94550,4.5,16.47,22.27,35.51,55.75,#,34260,46330,73860,115950,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance Underwriters,detailed,3430,12.8,0.631,0.9,36.91,76770,3.5,22.2,26.57,33.68,44.38,60.17,46180,55260,70060,92320,125150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial Examiners,detailed,1630,11.6,0.301,1.3,38.01,79060,5.9,21.23,27.49,34.59,45.11,61.69,44150,57180,71950,93830,128310,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Credit Counselors,detailed,1450,12.7,0.267,1.28,23.17,48190,3.7,13.66,17.51,21.62,26.27,33.08,28410,36410,44970,54640,68800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan Officers,detailed,13830,5.9,2.548,1.12,41.79,86920,2.7,19.92,26.05,36.19,53.45,70.93,41440,54180,75280,111170,147530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,2000,0.1,0.368,0.75,36.59,76100,1.8,23.18,27.5,34.85,46.68,52.59,48210,57190,72490,97080,109380,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax Preparers,detailed,3350,13.1,0.618,1.21,21.8,45340,5.2,9.47,11.6,18.67,28.51,40.44,19700,24120,38840,59300,84120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial Specialists, All Other",detailed,6700,6,1.234,1.11,31.13,64750,2.6,17.57,21.08,27.77,36.68,51.13,36540,43840,57770,76300,106340,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and Mathematical Occupations,major,145110,2.7,26.738,0.96,42.38,88150,0.8,21.23,30.06,41.14,53.86,66.72,44150,62520,85570,112040,138770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1111,Computer and Information Research Scientists,detailed,1520,38.1,0.28,1.52,57.15,118880,3.9,37.83,46.87,53.45,63.9,83.78,78690,97480,111180,132910,174250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1121,Computer Systems Analysts,detailed,16910,4.4,3.116,0.81,43.97,91450,1.6,27.57,34.85,43.16,53.43,64.51,57350,72480,89770,111140,134180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1122,Information Security Analysts,detailed,2290,9.6,0.422,0.72,46.16,96000,1.2,29.67,38.02,45.71,54.68,65.31,61710,79070,95070,113730,135840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1131,Computer Programmers,detailed,13500,5.9,2.488,1.06,42.32,88020,1.9,20.56,30.74,42.88,54.38,64.28,42760,63940,89180,113100,133710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1132,"Software Developers, Applications",detailed,24890,6,4.585,0.94,48.33,100530,1.4,30.62,37.79,47.51,57.89,69.45,63680,78610,98830,120420,144460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1133,"Software Developers, Systems Software",detailed,20240,11.3,3.729,1.32,55.37,115160,1.4,33.98,42.94,54.63,67.39,79.92,70690,89310,113640,140180,166240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1134,Web Developers,detailed,6180,6.8,1.139,1.34,32.27,67120,2,15.22,23.03,31.56,42.09,50.79,31660,47900,65650,87540,105650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1141,Database Administrators,detailed,3560,4.5,0.655,0.76,42.42,88240,1.5,22.16,31.08,42.03,54.1,65.8,46090,64640,87430,112520,136870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1142,Network and Computer Systems Administrators,detailed,14490,3.4,2.669,0.98,39.67,82510,0.9,24.26,30.24,38.58,48,57.3,50470,62900,80250,99830,119170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1143,Computer Network Architects,detailed,6050,19.3,1.116,1.05,47.67,99150,5.8,27.57,33.62,44.77,61.65,72.69,57350,69920,93130,128230,151190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1151,Computer User Support Specialists,detailed,21310,4.6,3.926,0.96,26.69,55510,1.5,15.65,19.56,25.16,32.5,40.79,32550,40680,52330,67610,84840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1152,Computer Network Support Specialists,detailed,5360,5.6,0.987,0.79,34.05,70820,1.6,20.43,25.52,33.04,42.22,50.74,42480,53080,68720,87820,105540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1199,"Computer Occupations, All Other",detailed,4840,5.5,0.892,0.6,37.07,77110,1.6,17.45,25.68,36.63,47.13,56.86,36290,53420,76180,98030,118270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,detailed,900,26.2,0.166,1.1,52.55,109310,3.1,31.74,37.41,50.37,65.17,81.1,66030,77810,104760,135550,168680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2021,Mathematicians,detailed,150,48.8,0.028,1.24,40.18,83570,10,24.94,27.16,33.32,52.38,66.82,51880,56490,69310,108960,138980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations Research Analysts,detailed,1990,7.6,0.366,0.67,42.02,87410,1.9,25.15,32.44,41.59,51.54,59.5,52310,67480,86510,107200,123760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,detailed,820,10.9,0.151,0.8,42.16,87690,2.6,25.47,32.35,41.39,51.37,58.37,52980,67290,86090,106840,121420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and Engineering Occupations,major,103050,3.4,18.987,1.06,43.7,90890,1.2,22.62,30.52,41.8,55.06,69.14,47040,63490,86940,114520,143800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, Except Landscape and Naval",detailed,4490,9.1,0.826,1.3,43.47,90420,4.2,26.08,32.15,39.71,51.14,66.82,54250,66880,82590,106370,138980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape Architects,detailed,670,25.9,0.123,1,35.39,73620,3.4,24.24,29.01,34.39,42.13,48.88,50430,60350,71520,87630,101660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and Photogrammetrists,detailed,420,17.6,0.078,0.92,30.78,64010,6.4,16.75,24.3,31.48,37.9,43.87,34840,50540,65480,78830,91240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,detailed,1050,12,0.194,0.62,39.41,81980,2.5,28.47,34.06,40.5,44.74,51.12,59220,70850,84250,93060,106340,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace Engineers,detailed,5720,6.3,1.053,1.95,57.46,119520,2.8,34.96,44.76,57.99,69.9,82,72710,93100,120610,145390,170560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical Engineers,detailed,1910,17.4,0.352,2.34,52.02,108200,4.7,31.44,37.8,46.43,58,77.89,65400,78630,96580,120640,162020,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical Engineers,detailed,880,22.3,0.162,0.64,43.91,91330,9.4,17.94,32.11,41.48,54.38,77.39,37320,66780,86290,113110,160960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil Engineers,detailed,11230,7.1,2.069,1.05,45.77,95200,1.9,25.46,36.47,45.54,55.18,66.5,52950,75850,94730,114770,138320,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer Hardware Engineers,detailed,5220,21.5,0.963,1.64,50.49,105010,2.7,30.98,39.09,50.43,62.62,71.68,64440,81310,104900,130240,149100,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical Engineers,detailed,6390,6.9,1.177,0.93,52.68,109570,2.6,31.98,40.64,52.22,64.8,73.12,66520,84520,108610,134790,152100,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics Engineers, Except Computer",detailed,11250,9.8,2.073,2.03,50.71,105480,2.2,29.24,37.51,49.21,63.68,77.46,60810,78030,102350,132450,161110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental Engineers,detailed,2050,15.9,0.378,0.95,49.07,102070,2.6,33.52,40.43,47.9,57.4,68.45,69730,84090,99630,119390,142380,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,800,6.5,0.147,0.82,45.15,93920,2.3,29.56,38.38,46.59,52.66,59.85,61490,79820,96900,109530,124480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial Engineers,detailed,8660,7.6,1.595,0.92,47.13,98030,1.3,30.97,37.42,45.77,55.79,67.9,64420,77840,95200,116040,141240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials Engineers,detailed,1470,37.4,0.271,1.48,50.87,105810,3.5,31.57,39.62,48.91,61.87,73.03,65660,82410,101730,128690,151900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical Engineers,detailed,8370,9.3,1.543,0.79,46.91,97580,2.5,29.2,34.68,44.41,56.39,69.25,60740,72140,92370,117300,144030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,150,43.3,0.028,0.47,47.35,98490,5,36.83,40.44,44.78,52.3,57.58,76610,84120,93140,108780,119760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2161,Nuclear Engineers,detailed,390,48.8,0.071,0.58,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum Engineers,detailed,840,26.7,0.155,0.59,58.02,120680,9,31.36,41.7,52.34,66.06,#,65220,86740,108860,137400,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, All Other",detailed,4970,10.4,0.915,1,49.03,101980,2,26.65,35.42,47.83,59.83,74.89,55440,73680,99490,124450,155780,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and Civil Drafters,detailed,4640,7,0.854,1.27,27.41,57000,2.4,17.28,22,26.95,32.74,38.09,35940,45760,56060,68090,79220,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and Electronics Drafters,detailed,1770,36.6,0.327,1.46,27.18,56530,2.8,17.95,21.01,25.92,32.44,39.83,37330,43700,53910,67480,82860,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical Drafters,detailed,1530,6.7,0.281,0.59,27.38,56940,1.8,16.11,20.07,26.04,33.4,41.73,33500,41750,54160,69480,86810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, All Other",detailed,920,33.6,0.169,1.51,26.2,54500,3,16.81,23.59,26.38,28.99,34.73,34960,49060,54870,60300,72230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,1040,12.8,0.192,2.41,33.77,70250,2.7,22.94,28.16,33.26,39.05,47.18,47710,58570,69180,81220,98130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil Engineering Technicians,detailed,2000,7.8,0.368,0.7,29.27,60890,2.1,17.23,24.62,30.27,34.54,39.83,35850,51220,62970,71840,82840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,6100,6.7,1.125,1.06,27.8,57820,1.7,16.16,20.48,27.52,33.82,41.33,33620,42600,57230,70350,85960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-Mechanical Technicians,detailed,810,25.9,0.149,1.27,24.16,50250,4.7,15.39,17.67,21.49,27.06,39.66,32020,36750,44690,56280,82490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental Engineering Technicians,detailed,480,23.5,0.089,0.65,24.68,51330,3.9,14.8,18.08,22.91,30.94,36.31,30780,37610,47650,64360,75530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial Engineering Technicians,detailed,1850,13,0.341,0.66,29.37,61090,1.8,17.42,21.66,27.67,36.17,44.51,36240,45050,57540,75240,92590,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical Engineering Technicians,detailed,1760,11.8,0.325,0.93,29.25,60840,4.6,16.82,20.68,26.95,36.34,47.64,34990,43020,56050,75580,99080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,2640,9.4,0.486,0.98,29.5,61350,1.7,17.18,22.11,29.58,35.94,43.27,35730,45990,61520,74760,90000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and Mapping Technicians,detailed,530,11.7,0.098,0.27,30.58,63610,3,18.32,24.66,31.51,35.95,42.85,38110,51300,65550,74780,89130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, Physical, and Social Science Occupations",major,50280,8.9,9.263,1.08,36.61,76150,1.8,16.87,23.67,35.2,45.74,56.55,35090,49230,73210,95130,117630,,
