PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9032,"Education administrators, elementary and secondary school",,5530,3.2,*,99360,2.0,*,*,*,*,*,75280,87810,101170,112910,123020,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9033,"Education administrators, postsecondary",,3480,8.3,41.44,86190,2.6,22.26,27.32,39.50,52.68,63.77,46300,56820,82160,109580,132640,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9039,"Education administrators, all other",,1010,14.9,36.29,75480,3.5,19.38,26.30,33.41,45.59,57.45,40320,54700,69480,94820,119490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9041,Engineering managers,,12350,4.4,56.59,117710,1.7,34.06,43.08,53.73,67.19,#,70850,89600,111760,139750,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9051,Food service managers,,9800,4.3,22.31,46400,1.3,15.11,17.83,21.05,25.35,29.90,31440,37090,43790,52740,62190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9061,Funeral directors,,310,22.0,34.58,71920,17.5,16.93,19.51,23.71,35.41,#,35220,40580,49310,73650,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9071,Gaming managers,,50,24.2,41.61,86550,6.9,26.41,32.77,39.79,47.58,55.25,54940,68160,82750,98970,114920,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9081,Lodging managers,,950,12.0,25.94,53960,2.6,14.07,16.95,21.68,30.50,43.18,29260,35260,45090,63440,89800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9111,Medical and health services managers,,7070,5.1,47.64,99090,2.2,25.80,34.18,43.48,56.69,#,53670,71090,90430,117920,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9121,Natural sciences managers,,1960,11.1,54.13,112600,5.6,30.61,37.80,51.84,67.21,#,63670,78630,107820,139790,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9131,Postmasters and mail superintendents,,120,0.0,38.73,80560,2.2,30.87,34.14,39.43,44.87,48.13,64210,71010,82020,93330,100110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9141,"Property, real estate, and community association managers",,18940,5.5,20.87,43410,4.0,7.39,9.41,15.83,27.59,41.70,15370,19580,32930,57390,86730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9151,Social and community service managers,,4490,3.8,30.54,63520,4.9,16.29,20.21,28.01,37.41,49.10,33880,42050,58270,77800,102130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9199,"Managers, all other",,15040,4.1,45.45,94530,1.2,23.52,32.66,43.63,55.79,69.54,48930,67940,90740,116040,144650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-0000,Business and financial operations occupations,major,284640,1.5,31.28,65060,0.8,16.29,20.80,27.90,37.42,49.68,33880,43260,58040,77840,103340,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1011,"Agents and business managers of artists, performers, and athletes",,2600,11.4,53.96,112230,7.8,16.27,24.15,42.28,#,#,33830,50220,87950,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1021,"Purchasing agents and buyers, farm products",,470,16.9,29.45,61250,9.5,11.08,15.15,26.16,40.31,58.05,23040,31510,54420,83850,120750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1022,"Wholesale and retail buyers, except farm products",,8060,6.1,25.02,52040,2.2,12.70,16.55,22.65,30.96,40.00,26420,34420,47110,64400,83190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing agents, except wholesale, retail, and farm products",,13640,3.2,27.35,56890,1.2,15.96,20.21,25.92,33.38,42.13,33200,42040,53910,69430,87640,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims adjusters, examiners, and investigators",,12380,5.6,26.73,55610,1.7,16.34,20.03,26.02,32.98,38.73,33990,41670,54130,68600,80560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance appraisers, auto damage",,650,21.3,24.48,50910,2.9,16.73,19.92,24.14,27.93,33.56,34800,41430,50210,58090,69800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,10100,2.5,26.71,55560,4.9,14.98,18.32,25.60,33.96,41.11,31150,38100,53240,70640,85500,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost estimators,,8810,5.4,29.48,61310,2.2,14.98,21.04,27.93,36.38,45.90,31150,43760,58100,75660,95470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1061,Emergency management specialists,,150,13.2,34.64,72060,2.7,21.17,26.37,34.20,42.52,49.22,44040,54850,71130,88440,102370,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1071,"Employment, recruitment, and placement specialists",,6230,7.3,27.81,57840,4.1,15.13,18.07,23.59,32.74,44.67,31470,37580,49070,68100,92920,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1072,"Compensation, benefits, and job analysis specialists",,3920,6.0,28.98,60280,3.4,17.88,21.26,26.47,33.71,45.06,37200,44210,55050,70110,93720,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1073,Training and development specialists,,5560,5.1,27.00,56170,2.0,13.75,19.64,26.22,33.64,41.62,28610,40850,54530,69960,86580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1079,"Human resources, training, and labor relations specialists, all other",,10040,4.2,29.70,61780,1.6,18.55,22.22,28.14,36.08,44.51,38580,46210,58540,75050,92580,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,,3720,8.6,33.55,69780,3.0,20.73,25.68,31.74,39.33,48.77,43120,53420,66010,81800,101440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management analysts,,22030,5.7,37.49,77970,2.8,20.52,25.71,33.39,44.43,60.62,42690,53480,69450,92410,126080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,Meeting and convention planners,,1650,9.6,25.08,52160,6.8,14.59,17.99,22.03,28.73,38.04,30350,37420,45820,59770,79120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business operations specialists, all other",,58430,3.1,29.52,61410,1.4,14.46,19.34,27.13,37.00,47.41,30070,40230,56440,76950,98620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and auditors,,57010,4.0,31.15,64800,2.3,18.05,20.98,27.25,36.48,50.09,37550,43640,56680,75880,104180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and assessors of real estate,,1880,13.7,35.22,73260,4.2,19.58,26.51,34.15,40.41,48.60,40720,55140,71030,84060,101080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget analysts,,4520,7.9,34.12,70960,1.7,20.45,26.40,33.67,41.49,49.24,42540,54900,70030,86300,102420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit analysts,,3880,6.9,32.59,67790,2.2,16.45,21.88,28.79,40.49,54.20,34220,45510,59890,84230,112730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial analysts,,7420,7.3,41.32,85950,3.2,20.95,26.90,35.37,47.20,#,43580,55960,73570,98180,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal financial advisors,,4880,11.0,46.35,96400,5.7,19.73,28.60,34.94,58.04,#,41030,59480,72680,120720,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance underwriters,,4320,9.8,29.71,61790,2.4,17.27,21.27,27.68,35.79,45.31,35920,44240,57570,74450,94240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial examiners,,1020,10.4,35.47,73770,6.0,16.03,22.72,34.83,46.76,58.45,33340,47260,72440,97260,121570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Loan counselors,,1230,19.7,21.33,44370,5.4,12.92,15.38,18.87,25.32,35.29,26880,31990,39250,52670,73390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan officers,,21600,5.8,35.13,73070,2.7,16.30,21.81,28.58,40.94,63.38,33910,45370,59450,85160,131840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax examiners, collectors, and revenue agents",,1580,0.2,34.27,71280,1.6,19.97,24.60,34.90,43.85,48.79,41530,51160,72590,91210,101480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax preparers,,1540,38.9,22.67,47150,6.0,10.32,15.54,20.21,25.73,40.94,21460,32320,42040,53520,85160,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial specialists, all other",,5320,7.6,27.57,57350,3.5,14.52,18.24,24.22,33.55,43.91,30210,37950,50370,69790,91330,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and mathematical occupations,major,126420,2.6,34.81,72400,1.0,17.65,23.87,33.41,44.07,55.20,36710,49640,69490,91670,114820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1011,"Computer and information scientists, research",,830,18.9,52.45,109100,2.9,32.01,42.49,52.87,63.08,#,66590,88370,109960,131210,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1021,Computer programmers,,13020,7.3,34.79,72350,1.3,18.89,25.32,34.26,43.11,52.71,39290,52660,71270,89670,109650,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1031,"Computer software engineers, applications",,27020,6.0,41.52,86370,2.2,23.30,31.56,40.81,50.54,59.67,48460,65650,84890,105120,124110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1032,"Computer software engineers, systems software",,12350,9.4,42.37,88120,1.2,26.65,33.57,41.85,51.50,60.72,55430,69820,87040,107130,126290,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1041,Computer support specialists,,21810,3.8,22.25,46290,1.4,12.84,16.19,21.08,26.94,33.75,26700,33670,43840,56040,70200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1051,Computer systems analysts,,16700,5.9,36.90,76750,2.1,21.15,27.00,35.20,44.54,56.27,43990,56170,73220,92640,117040,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1061,Database administrators,,4170,6.2,34.51,71780,1.9,18.93,24.40,34.11,43.84,52.00,39370,50760,70940,91190,108150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1071,Network and computer systems administrators,,11350,3.6,33.10,68840,1.2,19.35,25.04,32.04,39.82,48.65,40250,52080,66630,82820,101190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1081,Network systems and data communications analysts,,8240,7.3,33.02,68680,2.1,18.56,24.23,31.42,39.88,50.70,38610,50410,65350,82940,105460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1099,"Computer specialists, all other",,7850,19.1,32.69,68000,3.1,16.08,21.25,31.06,42.26,53.56,33450,44210,64610,87900,111410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,,280,14.8,44.94,93470,4.2,23.80,32.03,41.98,52.61,#,49500,66620,87310,109430,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations research analysts,,1520,7.1,33.80,70310,2.7,20.33,24.69,30.99,40.04,53.55,42280,51360,64450,83280,111390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,,600,19.3,35.49,73820,3.4,21.64,26.66,34.97,43.81,52.49,45010,55440,72750,91120,109180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2099,"Mathematical scientists, all other",,650,46.8,35.09,72990,5.7,19.96,23.33,28.06,43.38,59.96,41510,48530,58350,90230,124710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and engineering occupations,major,112010,3.5,36.35,75610,1.4,18.93,25.92,35.13,45.80,56.57,39380,53920,73060,95260,117660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, except landscape and naval",,6020,9.9,35.48,73790,2.9,21.91,26.07,33.60,42.80,52.31,45580,54220,69890,89010,108800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape architects,,870,23.9,35.78,74420,4.1,22.70,30.41,34.36,38.80,50.62,47220,63250,71480,80710,105280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and photogrammetrists,,200,17.5,27.14,56460,4.4,17.22,20.74,26.51,32.65,38.90,35830,43130,55150,67900,80900,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,,1390,14.8,34.42,71600,2.4,24.15,29.79,34.56,39.16,45.30,50220,61970,71890,81450,94230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace engineers,,**,**,46.78,97300,1.4,31.94,38.17,45.95,55.39,64.97,66430,79390,95580,115200,135140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2021,Agricultural engineers,,**,**,37.11,77180,6.3,26.90,30.15,35.16,41.67,51.53,55960,62700,73140,86680,107180,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical engineers,,920,32.7,40.17,83550,2.8,25.94,32.78,41.10,47.66,54.69,53950,68190,85480,99140,113760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical engineers,,580,33.3,39.56,82280,3.3,20.07,29.50,38.09,48.47,58.32,41750,61370,79230,100820,121300,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil engineers,,10490,9.1,38.25,79560,1.4,23.72,29.37,37.04,46.00,55.49,49330,61090,77030,95670,115420,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer hardware engineers,,2540,12.4,40.34,83910,2.3,24.22,29.96,40.52,48.67,58.65,50380,62320,84290,101230,121990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical engineers,,5790,8.6,40.17,83550,1.8,24.67,30.83,39.04,49.46,58.19,51320,64130,81200,102880,121030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics engineers, except computer",,6350,8.1,42.25,87890,1.7,26.66,32.62,41.27,51.18,60.22,55440,67850,85850,106450,125270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental engineers,,1100,13.9,38.21,79470,1.6,25.98,31.06,37.56,44.19,52.25,54040,64610,78130,91920,108680,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,750,26.2,37.23,77430,2.7,23.37,29.01,35.80,44.92,54.05,48600,60350,74460,93440,112430,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial engineers,,7240,5.9,36.11,75110,1.1,23.68,28.98,35.40,43.02,51.56,49260,60280,73620,89480,107240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials engineers,,740,11.7,38.21,79470,2.0,23.27,28.21,37.40,45.90,56.31,48400,58670,77790,95470,117120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical engineers,,8300,7.7,38.15,79350,1.8,23.12,29.12,36.89,46.10,57.55,48090,60570,76740,95880,119690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and geological engineers, including mining safety engineers",,**,**,39.44,82030,3.5,30.37,33.19,38.15,45.42,52.66,63170,69040,79350,94480,109530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2161,Nuclear engineers,,250,27.8,42.06,87490,5.0,29.04,36.01,42.87,50.28,55.90,60410,74900,89180,104580,116280,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum engineers,,260,30.6,43.38,90240,3.2,26.77,40.32,44.36,49.11,56.33,55690,83870,92270,102150,117170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, all other",,10060,7.2,44.67,92910,1.4,28.34,35.19,44.45,54.44,63.31,58950,73200,92460,113220,131690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and civil drafters,,6430,7.9,22.60,47020,2.5,12.69,16.74,22.41,27.61,33.23,26400,34820,46610,57430,69120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and electronics drafters,,1220,11.7,23.62,49130,2.5,14.79,17.20,21.77,28.11,36.13,30770,35780,45280,58470,75140,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical drafters,,1330,11.0,22.52,46840,2.1,14.67,16.91,21.41,27.61,33.25,30510,35170,44540,57430,69160,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, all other",,1120,18.5,24.25,50440,5.2,14.80,17.23,22.41,30.23,36.60,30780,35830,46620,62880,76130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace engineering and operations technicians,,740,16.2,27.99,58220,4.0,19.38,23.59,26.66,31.85,36.58,40310,49060,55460,66250,76090,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil engineering technicians,,2430,11.6,26.42,54950,2.1,15.80,20.17,26.58,32.12,37.49,32860,41960,55280,66810,77980,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and electronic engineering technicians,,6710,7.4,25.07,52150,2.0,15.33,19.28,24.77,29.63,35.77,31890,40100,51510,61620,74400,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-mechanical technicians,,960,19.7,21.76,45260,2.3,13.22,17.38,21.73,26.47,30.59,27490,36150,45210,55050,63630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental engineering technicians,,650,21.1,25.20,52410,3.3,14.31,19.74,25.54,30.66,35.93,29770,41060,53120,63770,74730,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial engineering technicians,,1790,10.9,26.13,54350,4.3,13.93,17.94,24.15,32.53,43.29,28970,37320,50230,67670,90040,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical engineering technicians,,1610,24.1,23.14,48140,3.7,14.40,16.88,21.54,28.39,35.02,29940,35110,44800,59040,72850,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering technicians, except drafters, all other",,4200,14.2,21.77,45280,4.5,9.34,15.03,21.55,27.35,34.08,19440,31270,44820,56880,70880,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and mapping technicians,,960,13.7,24.12,50160,3.9,13.77,17.24,24.27,30.41,35.50,28630,35860,50480,63250,73850,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, physical, and social science occupations",major,42670,5.0,31.65,65840,2.1,15.55,20.36,28.44,39.69,52.60,32350,42350,59150,82540,109410,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1012,Food scientists and technologists,,300,26.5,30.30,63020,5.9,14.23,18.43,25.97,40.21,48.38,29600,38340,54020,83630,100640,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1013,Soil and plant scientists,,130,42.7,25.55,53140,20.9,12.85,14.47,25.39,33.51,43.94,26730,30090,52810,69700,91390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1021,Biochemists and biophysicists,,1100,40.4,32.49,67580,9.6,19.55,21.99,28.09,41.89,47.89,40670,45740,58430,87130,99620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1022,Microbiologists,,370,6.2,32.35,67290,3.7,18.15,24.91,31.23,38.22,48.16,37750,51800,64950,79490,100170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1023,Zoologists and wildlife biologists,,100,22.4,26.76,55670,9.9,15.39,18.15,23.79,34.85,43.67,32010,37750,49490,72500,90840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1029,"Biological scientists, all other",,630,24.9,29.94,62270,3.2,19.21,22.94,29.04,36.07,43.57,39950,47710,60390,75030,90620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1031,Conservation scientists,,90,13.9,34.90,72580,5.2,22.31,28.13,36.24,42.31,49.41,46410,58510,75370,88010,102760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1041,Epidemiologists,,**,**,32.32,67230,5.1,25.29,30.09,33.93,36.92,38.79,52600,62590,70570,76790,80690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1042,"Medical scientists, except epidemiologists",,2830,9.5,33.98,70680,2.6,19.71,25.96,32.01,40.13,49.94,41010,54000,66580,83460,103880,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1099,"Life scientists, all other",,480,20.2,30.20,62810,6.5,15.25,19.06,27.93,35.68,48.34,31720,39650,58100,74220,100560,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2012,Physicists,,420,24.8,49.85,103690,5.7,33.51,39.89,49.57,60.90,69.84,69710,82970,103110,126670,145260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2031,Chemists,,2460,10.3,36.89,76730,11.7,16.70,22.28,31.91,43.50,64.21,34740,46340,66380,90470,133570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2032,Materials scientists,,180,21.8,43.60,90690,2.8,28.74,35.54,43.27,50.55,59.11,59770,73920,90010,105140,122950,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2041,"Environmental scientists and specialists, including health",,2090,16.4,32.59,67780,3.2,17.82,21.66,29.14,40.28,52.16,37060,45060,60610,83780,108490,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2042,"Geoscientists, except hydrologists and geographers",,820,34.1,36.11,75110,5.1,21.67,25.65,32.93,45.24,60.67,45070,53350,68500,94090,126190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2043,Hydrologists,,110,30.7,41.13,85540,3.7,27.34,33.80,41.07,49.89,56.86,56870,70300,85420,103780,118270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-2099,"Physical scientists, all other",,**,**,42.55,88510,5.7,16.56,29.57,41.09,54.78,68.06,34440,61500,85480,113940,141570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3011,Economists,,220,20.5,43.31,90090,10.0,23.75,27.81,39.38,54.40,68.60,49400,57850,81900,113140,142690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3021,Market research analysts,,11230,7.2,30.90,64280,2.1,16.51,20.93,27.93,38.59,50.47,34340,43530,58090,80270,104970,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-3022,Survey researchers,,1520,39.8,25.47,52980,10.2,15.94,17.68,22.87,29.75,42.59,33160,36770,47570,61880,88590,,
