PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9021,Construction Managers,detailed,8120,5.7,1.466,0.87,51.3,106700,1.7,27.78,38,48.46,61,77.97,57780,79030,100790,126880,162170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,2290,9,0.413,1.18,29.22,60770,5.5,15.78,19.36,24.48,35.12,49.83,32820,40280,50930,73050,103660,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9032,"Education Administrators, Elementary and Secondary School",detailed,6240,3.4,1.126,0.66,*,105090,1.3,*,*,*,*,*,78910,91880,107180,120150,136990,True,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9033,"Education Administrators, Postsecondary",detailed,4700,3.5,0.848,0.87,51.93,108010,2.9,25.13,34.37,46.32,63.62,84.91,52270,71490,96350,132320,176620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9039,"Education Administrators, All Other",detailed,1580,15.1,0.286,1.21,56.23,116960,15.7,22.34,34.25,49.73,67.15,#,46480,71240,103440,139670,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9041,Architectural and Engineering Managers,detailed,10440,4.7,1.884,1.42,75.86,157790,2,45.91,56.25,71.34,89.52,#,95500,117010,148390,186200,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9051,Food Service Managers,detailed,12590,4.7,2.271,1.55,24.49,50940,2.2,14.99,17.6,22.14,28.69,39.59,31180,36600,46050,59670,82350,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9061,Funeral Service Managers,detailed,130,19.5,0.023,0.38,33.54,69760,9.2,22.48,25.38,28.72,40.12,55.59,46750,52800,59730,83460,115630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9071,Gaming Managers,detailed,**,**,**,**,42.33,88050,8.4,25.32,30.87,39.85,53.38,62.56,52670,64210,82890,111030,130120,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9081,Lodging Managers,detailed,1300,9.4,0.234,1,28.19,58630,3.8,14.22,19.61,24.5,31.59,44.48,29570,40800,50970,65710,92510,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9111,Medical and Health Services Managers,detailed,10600,5.1,1.914,0.83,55.64,115730,2.3,26.01,37.61,53.26,68.22,86.9,54100,78230,110780,141890,180750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9121,Natural Sciences Managers,detailed,1630,9.1,0.294,0.74,76.24,158570,4.3,41.67,52.13,69.71,#,#,86660,108430,144990,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9131,Postmasters and Mail Superintendents,detailed,100,0,0.018,0.13,42.63,88670,2.2,32.8,37.61,42.9,46.85,51.83,68220,78220,89220,97440,107820,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,11190,6.4,2.02,1.6,35.7,74250,2.9,17.39,21.82,30.61,42.66,60.95,36170,45380,63670,88730,126770,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9151,Social and Community Service Managers,detailed,4670,4.2,0.843,0.98,37.6,78200,4,20.57,26.63,34.63,45.7,59.36,42780,55380,72030,95050,123460,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9161,Emergency Management Directors,detailed,190,19.8,0.034,0.47,52.38,108950,2.2,37.19,42.26,51.28,62.18,72.81,77350,87910,106660,129340,151440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",11-9199,"Managers, All Other",detailed,13200,3.5,2.382,0.89,62.5,129990,1.2,32.76,44.91,57.8,74.89,#,68150,93410,120220,155780,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-0000,Business and Financial Operations Occupations,major,324890,1.3,58.633,1.16,37.53,78060,0.7,18.89,25.16,34.02,45.28,58.9,39300,52320,70760,94190,122510,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,3900,10.9,0.704,8.01,61.96,128880,11.5,13.68,20.67,41.73,#,#,28450,43000,86800,#,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,370,26.5,0.067,0.8,32.58,67780,7.2,16.4,23.08,32.58,38.45,52.29,34120,48010,67760,79970,108750,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,7590,6.9,1.37,1.67,27.23,56640,3.7,13.54,17.48,25.18,33.73,44.17,28160,36350,52370,70160,91870,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,13110,3.2,2.366,1.11,32.72,68060,1.7,18.15,23.15,31.18,40.6,50.56,37760,48150,64860,84450,105170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,10280,4.6,1.855,0.94,32.42,67440,1.4,20.23,25.16,32.09,38.46,45.2,42080,52330,66750,79990,94020,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1032,"Insurance Appraisers, Auto Damage",detailed,460,27.2,0.083,0.82,33.59,69870,4.9,19.73,24.32,30.7,45.82,53.09,41040,50580,63850,95300,110440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1041,Compliance Officers,detailed,11040,4.7,1.992,1.09,35.86,74580,2.3,21.21,27.41,36.06,42.18,50.16,44120,57010,75000,87730,104330,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1051,Cost Estimators,detailed,7820,4.6,1.411,0.91,32.87,68370,1.7,16.8,21.34,30.39,42.01,52.71,34950,44390,63220,87380,109630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1071,Human Resources Specialists,detailed,18430,3.1,3.325,0.99,33.38,69420,1.7,17.49,22.73,30.44,39.52,52.28,36370,47280,63320,82200,108740,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1075,Labor Relations Specialists,detailed,3990,12.3,0.72,1.22,38.48,80040,4.3,17.17,24.43,40.66,48.72,59.98,35710,50810,84570,101340,124760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1081,Logisticians,detailed,4310,6.2,0.777,0.84,39.53,82230,1.6,22.9,30.02,38.91,48.99,57.72,47640,62450,80930,101890,120060,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1111,Management Analysts,detailed,29020,6.2,5.237,1.2,45.33,94290,2.6,23.66,30.96,40.81,52.47,72.23,49220,64390,84880,109130,150240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1121,"Meeting, Convention, and Event Planners",detailed,3220,5.7,0.581,1.01,27.47,57140,2.9,14.71,19.05,25.71,34.93,44.02,30590,39620,53470,72660,91570,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1131,Fundraisers,detailed,1750,12.8,0.316,0.77,31.22,64940,4.7,15.63,21.46,31.1,38.53,48.26,32500,44640,64690,80140,100390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,3630,7,0.655,1.09,33.48,69650,3.6,20.71,25.68,32.3,39,49.15,43090,53410,67190,81110,102240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1151,Training and Development Specialists,detailed,7680,7.5,1.387,0.78,31.05,64590,2.1,15.98,21.41,28.87,39.21,48.54,33230,44540,60040,81560,100970,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1161,Market Research Analysts and Marketing Specialists,detailed,28440,3.7,5.133,1.48,34.96,72710,1.3,16.9,22.13,31.13,43.81,58.62,35160,46020,64750,91120,121920,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-1199,"Business Operations Specialists, All Other",detailed,47130,2.5,8.506,1.23,37.75,78510,1.2,19.48,25.97,35.01,47.03,59.5,40510,54020,72820,97830,123760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2011,Accountants and Auditors,detailed,61810,3.5,11.154,1.27,36.63,76180,1.1,20.85,26.15,33.54,43.41,56.44,43360,54390,69760,90280,117390,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2021,Appraisers and Assessors of Real Estate,detailed,1890,16.3,0.342,0.73,37.07,77100,3.3,22.74,28.71,38.45,44.44,51.73,47300,59730,79980,92440,107600,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2031,Budget Analysts,detailed,3130,6.7,0.565,1.34,40.28,83790,1.9,26.28,31.92,39.48,47.64,57.2,54670,66380,82110,99090,118970,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2041,Credit Analysts,detailed,3040,7.4,0.549,1.07,37.22,77410,2,21,26.78,34.11,44.05,60.31,43680,55690,70950,91620,125440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2051,Financial Analysts,detailed,10980,6,1.981,1.02,45.09,93780,2,26.2,32.65,42.23,53.57,68.35,54490,67900,87840,111420,142170,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2052,Personal Financial Advisors,detailed,9880,7.1,1.782,1.23,52.54,109280,4.3,16.8,24.61,41.44,67.27,#,34950,51200,86190,139920,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2053,Insurance Underwriters,detailed,3060,14.9,0.552,0.81,33.8,70290,3.2,20.11,25.09,31.52,41.74,52.65,41830,52180,65570,86820,109500,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2061,Financial Examiners,detailed,1600,6.3,0.289,1.06,41.64,86610,4,24.69,30,37.35,50.62,65.35,51360,62410,77690,105290,135930,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2071,Credit Counselors,detailed,1600,13.6,0.289,1.32,22.46,46720,3.7,13.67,16.33,20.74,25.75,30.5,28430,33970,43130,53560,63440,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2072,Loan Officers,detailed,14650,6.6,2.644,1.19,43.58,90640,2.6,20.6,27.26,38.63,55.02,74.16,42840,56700,80360,114440,154260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1920,0.1,0.346,0.73,37.28,77540,1.7,23.52,28.23,35.61,47.14,53.11,48920,58710,74060,98060,110470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2082,Tax Preparers,detailed,3520,11.2,0.635,1.25,23.31,48490,6.2,9.34,11.4,20.44,32.04,44.11,19430,23700,42510,66640,91760,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",13-2099,"Financial Specialists, All Other",detailed,5670,6.9,1.023,1.01,32.95,68530,2.7,18.77,23.05,30.17,38.46,52.84,39030,47940,62760,79990,109910,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-0000,Computer and Mathematical Occupations,major,143410,2.5,25.881,0.91,42.89,89220,0.8,20.84,29.51,41.35,54.74,68.2,43350,61380,86010,113850,141850,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1111,Computer and Information Research Scientists,detailed,1180,46.7,0.213,1.19,59.09,122910,5.3,38.94,47.36,54.54,67.28,87.52,81000,98500,113450,139950,182050,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1121,Computer Systems Analysts,detailed,16360,4,2.953,0.76,44.64,92840,1.7,25.26,34.71,43.67,54.42,66,52550,72200,90820,113200,137270,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1122,Information Security Analysts,detailed,2190,9.7,0.396,0.67,48.67,101230,1.3,28.93,38.54,47.72,57.92,71.89,60170,80170,99260,120480,149530,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1131,Computer Programmers,detailed,12770,6.5,2.304,1.03,41.75,86840,2.1,18.33,29.67,42.03,54.18,64.94,38120,61720,87430,112690,135080,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1132,"Software Developers, Applications",detailed,25370,7.6,4.578,0.9,49.9,103790,1.4,30.79,39.02,49.12,59.97,71.73,64040,81170,102170,124750,149190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1133,"Software Developers, Systems Software",detailed,17290,8.5,3.121,1.1,57.9,120430,1.5,35.04,44.17,56.3,69.63,83.3,72890,91880,117090,144820,173260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1134,Web Developers,detailed,6540,8.2,1.18,1.32,33.65,70000,1.9,15.78,22.65,32.3,43.47,54.33,32820,47120,67180,90410,113000,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1141,Database Administrators,detailed,3860,4.4,0.697,0.84,43.56,90610,1.2,24.32,31.73,42.78,54.84,66.93,50580,66000,88990,114070,139220,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1142,Network and Computer Systems Administrators,detailed,14560,3,2.627,0.97,40.37,83960,0.9,23.83,30.42,39.26,49.45,58.9,49560,63270,81650,102860,122510,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1143,Computer Network Architects,detailed,4630,10.2,0.835,0.81,54.38,113120,3.3,28.51,41.28,54.61,67.73,78,59300,85870,113580,140880,162250,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1151,Computer User Support Specialists,detailed,22290,5.2,4.023,0.96,26.82,55780,1.3,15.75,20,25.56,32.72,40.16,32770,41600,53170,68060,83540,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1152,Computer Network Support Specialists,detailed,6140,6.7,1.108,0.86,33.62,69930,1.9,19.07,25.13,32.93,41.05,50.01,39670,52270,68500,85380,104020,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1199,"Computer Occupations, All Other",detailed,5440,4.9,0.982,0.62,38.13,79300,1.6,18.29,26.29,36.87,48.38,58.55,38050,54680,76680,100630,121790,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2011,Actuaries,detailed,850,21.1,0.154,0.97,53.59,111460,2.6,31.1,37.46,51.1,67.93,79.66,64680,77920,106300,141290,165690,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2021,Mathematicians,detailed,230,34,0.041,1.76,44.25,92030,8.4,25.78,28.97,47.46,56.69,62.25,53620,60250,98710,117900,129480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2031,Operations Research Analysts,detailed,2690,8.9,0.486,0.76,39.9,83000,1.9,22.65,30.43,38.88,49.18,58.03,47110,63300,80860,102300,120710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",15-2041,Statisticians,detailed,850,10.7,0.154,0.77,41.67,86670,2.1,23.95,31.04,40.79,50.96,60.59,49810,64560,84840,106000,126020,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-0000,Architecture and Engineering Occupations,major,103650,2.6,18.706,1.05,44.34,92220,1.3,23.23,30.97,42,55.85,70.79,48320,64410,87360,116170,147240,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1011,"Architects, Except Landscape and Naval",detailed,4250,10.3,0.767,1.17,42.7,88810,4.1,26.04,32.06,39.91,48.47,64.25,54160,66680,83010,100820,133630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1012,Landscape Architects,detailed,1030,27.1,0.186,1.38,36.24,75390,5.4,23.4,27.87,34.42,44.46,54.42,48670,57960,71600,92480,113200,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1021,Cartographers and Photogrammetrists,detailed,460,17.7,0.084,0.97,31.22,64930,5.5,16.73,24.21,31.75,37.22,45.36,34800,50360,66040,77420,94340,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-1022,Surveyors,detailed,1060,11.4,0.192,0.62,39.66,82490,2.5,28,33.73,40.58,45.16,51.07,58230,70170,84400,93940,106230,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2011,Aerospace Engineers,detailed,6000,10,1.083,2.12,57.85,120330,2.6,34.39,44.13,58.33,71.43,83.53,71530,91780,121330,148570,173740,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2031,Biomedical Engineers,detailed,1670,20.7,0.301,2.03,52.64,109490,5.3,31.07,37.45,45.97,58.3,85.65,64620,77900,95620,121270,178150,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2041,Chemical Engineers,detailed,810,24.6,0.146,0.59,43.68,90850,9.4,17.82,31.56,41.53,55.21,76.75,37060,65640,86380,114840,159630,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2051,Civil Engineers,detailed,11280,5,2.036,1.04,47,97760,1.6,28.64,37.66,46.41,55.68,66.27,59560,78320,96540,115810,137840,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2061,Computer Hardware Engineers,detailed,4570,18.3,0.825,1.46,55.39,115210,3.2,32.57,42.91,55.16,68.33,80.67,67740,89240,114730,142120,167800,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2071,Electrical Engineers,detailed,6680,9.2,1.205,0.93,53.75,111800,2.8,32.57,39.35,52.39,66.54,77.43,67740,81850,108970,138410,161050,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2072,"Electronics Engineers, Except Computer",detailed,10120,12.9,1.826,1.84,50.91,105900,2.3,29.7,37.54,48.55,63.74,77.58,61780,78080,100990,132580,161360,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2081,Environmental Engineers,detailed,2030,14.2,0.366,0.93,51.39,106890,2.6,35.5,42.27,50.05,59.77,71.54,73830,87920,104110,124320,148810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,880,11.1,0.158,0.87,46.27,96250,2.9,29.43,37.22,47.68,54.51,64,61220,77410,99160,113370,133110,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2112,Industrial Engineers,detailed,9160,5.4,1.653,0.94,47.95,99750,2.1,29.23,36.52,45.92,57.93,72.26,60790,75960,95510,120500,150300,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2131,Materials Engineers,detailed,870,10.2,0.157,0.85,51.84,107830,2.9,33.1,39.42,49.74,63.16,74.05,68860,81980,103460,131360,154030,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2141,Mechanical Engineers,detailed,8930,8,1.612,0.8,47.16,98100,1.6,28.95,34.61,44.87,58.19,71.18,60210,71990,93330,121040,148050,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,110,24.9,0.021,0.34,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2171,Petroleum Engineers,detailed,800,32.2,0.144,0.57,63.87,132850,8.6,37.99,47.09,56.13,71.44,#,79030,97950,116760,148580,#,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-2199,"Engineers, All Other",detailed,5320,9.4,0.961,1.04,48.96,101840,2.1,26.34,34.86,48.37,60.67,73.9,54800,72520,100620,126190,153700,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3011,Architectural and Civil Drafters,detailed,4990,7.5,0.9,1.33,28.07,58380,2.5,17.93,22.44,27.59,33.71,38.81,37290,46680,57390,70110,80720,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3012,Electrical and Electronics Drafters,detailed,**,**,**,**,28.93,60170,3.1,18.86,22.31,28.31,34.97,40.86,39220,46400,58880,72750,84990,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3013,Mechanical Drafters,detailed,1460,7.2,0.264,0.56,27.25,56680,1.8,16.91,20.63,25.67,33.25,40.24,35180,42920,53400,69160,83710,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3019,"Drafters, All Other",detailed,470,16.6,0.084,0.8,25.73,53520,5.5,15.11,17.82,24,31.55,41.47,31420,37070,49930,65630,86260,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3021,Aerospace Engineering and Operations Technicians,detailed,920,13.3,0.167,2.01,34.81,72390,2.8,23.33,29.6,34.4,40.26,48.59,48530,61560,71560,83750,101070,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3022,Civil Engineering Technicians,detailed,2440,8.7,0.44,0.83,32.53,67670,3.7,18.12,26.2,32.64,39.91,45.58,37700,54490,67900,83020,94810,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3023,Electrical and Electronics Engineering Technicians,detailed,6170,7.3,1.114,1.1,28.9,60120,1.6,17.14,22.11,28.58,34.68,42.29,35650,46000,59440,72140,87960,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3024,Electro-Mechanical Technicians,detailed,840,29.4,0.151,1.41,24.36,50680,4.7,15.18,17.41,21.76,27.98,39.72,31570,36200,45260,58190,82620,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3025,Environmental Engineering Technicians,detailed,620,18.6,0.112,0.84,30.37,63170,5.7,17.61,22.54,27.52,34.63,50.46,36620,46880,57250,72030,104950,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3026,Industrial Engineering Technicians,detailed,1600,10.2,0.289,0.59,30.05,62500,1.9,16.66,21.56,28.35,37.33,46.22,34650,44840,58960,77650,96130,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3027,Mechanical Engineering Technicians,detailed,1920,15.1,0.346,0.98,27.91,58060,2.6,16.41,20.55,26.82,34.71,42.06,34140,42750,55790,72190,87480,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,2760,9,0.497,0.99,30.64,63730,2.1,17.76,22.49,30.25,37.34,45.44,36940,46780,62920,77670,94520,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",17-3031,Surveying and Mapping Technicians,detailed,670,18.4,0.122,0.32,32.98,68600,5,18.25,26.83,33.56,40.89,46.16,37960,55810,69810,85050,96010,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-0000,"Life, Physical, and Social Science Occupations",major,50700,10.5,9.15,1.08,36.3,75500,1.9,17.08,23.57,34.35,45.98,56.96,35530,49030,71440,95640,118470,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1012,Food Scientists and Technologists,detailed,680,23.9,0.123,1.18,32.27,67120,3.5,17.48,22.77,30.47,38.59,50.09,36350,47360,63390,80260,104190,,
CA,31100,"Los Angeles-Long Beach-Santa Ana, CA",19-1013,Soil and Plant Scientists,detailed,440,28.3,0.08,0.71,32.64,67900,7.5,16.76,22.68,34.08,41.62,48.39,34860,47170,70890,86560,100640,,
