Category,Diploma/Certificates,Associate,Bachelor’s,CIP Code,college,year
Physical sciences,,,22%,,caltech,2014
Science technologies,,,,,caltech,2014
Psychology,,,,,caltech,2014
"Homeland Security, law enforcement, firefighting,
and protective services",,,,,caltech,2014
Public administration and social services,,,,,caltech,2014
Social sciences,,,,,caltech,2014
Construction trades,,,,,caltech,2014
Mechanic and repair technologies,,,,,caltech,2014
Precision production,,,,,caltech,2014
Transportation and materials moving,,,,,caltech,2014
Visual and performing arts,,,,,caltech,2014
Health professions and related programs,,,,,caltech,2014
Business/marketing,,,1%,,caltech,2014
History,,,,,caltech,2014
Other,,,,,caltech,2014
TOTAL (should = 100%),0.00%,0.00%,100.00%,,caltech,2014
"Biology, General",,,22%,26.01,ucsd,2014
Economics,,,11%,45.06,ucsd,2014
Computer Engineering,,,9%,14.09,ucsd,2014
"Psychology, General",,,5%,42.0101,ucsd,2014
Electrical and Electronics Engineering,,,5%,14.1001,ucsd,2014
Other,,,48%,,ucsd,2014
TOTAL (should = 100%),,,100%,,ucsd,2014
Agriculture,2%,,3%,1,wsu,2014
Natural resources and conservation,,,1%,3,wsu,2014
Architecture,,,1%,4,wsu,2014
"Area, ethnic, and gender studies",0%,,0%,5,wsu,2014
Communication/journalism,,,8%,9,wsu,2014
Communication technologies,,,,10,wsu,2014
Computer and information sciences,,,1%,11,wsu,2014
Personal and culinary services,,,,12,wsu,2014
Education,58%,,3%,13,wsu,2014
Engineering,0%,,10%,14,wsu,2014
Engineering technologies,3%,,,15,wsu,2014
"Foreign languages, literatures, and linguistics",,,1%,16,wsu,2014
Family and consumer sciences,23%,,4%,19,wsu,2014
Law/legal studies,,,,22,wsu,2014
English,4%,,2%,23,wsu,2014
Liberal arts/general studies,,,2%,24,wsu,2014
Library science,,,,25,wsu,2014
Biological/life sciences,1%,,6%,26,wsu,2014
Mathematics and statistics,,,1%,27,wsu,2014
Military science and military technologies,,,,28 & 29,wsu,2014
Interdisciplinary studies,3%,,1%,30,wsu,2014
Parks and recreation,,,3%,31,wsu,2014
Philosophy and religious studies,,,1%,38,wsu,2014
Theology and religious vocations,,,,39,wsu,2014
Physical sciences,,,1%,40,wsu,2014
Science technologies,,,,41,wsu,2014
Psychology,,,7%,42,wsu,2014
"Homeland Security, law enforcement, firefighting, and
protective services",1%,,3%,43,wsu,2014
Public administration and social services,,,0%,44,wsu,2014
Social sciences,,,12%,45,wsu,2014
Construction trades,,,,46,wsu,2014
Mechanic and repair technologies,,,,47,wsu,2014
Precision production,,,,48,wsu,2014
Transportation and materials moving,,,,49,wsu,2014
Visual and performing arts,,,1%,50,wsu,2014
Health professions and related programs,2%,,8%,51,wsu,2014
Business/marketing,1%,,18%,52,wsu,2014
History,,,2%,54,wsu,2014
Other,,,,,wsu,2014
TOTAL (should = 100%),100.00%,0.00%,100.00%,,wsu,2014
Agriculture,0,0,0.00%,1,colgate,2014
Natural resources and conservation,0,0,3.16%,3,colgate,2014
Architecture,0,0,0.00%,4,colgate,2014
"Area, ethnic, and gender studies",0,0,2.94%,5,colgate,2014
Communication/journalism,0,0,0.00%,9,colgate,2014
Communication technologies,0,0,0.00%,10,colgate,2014
Computer and information sciences,0,0,1.74%,11,colgate,2014
Personal and culinary services,0,0,0.00%,12,colgate,2014
Education,0,0,1.53%,13,colgate,2014
Engineering,0,0,0.00%,14,colgate,2014
Engineering technologies,0,0,0.00%,15,colgate,2014
"Foreign languages, literatures, and linguistics",0,0,6.98%,16,colgate,2014
Family and consumer sciences,0,0,0.00%,19,colgate,2014
Law/legal studies,0,0,0.00%,22,colgate,2014
English,0,0,6.43%,23,colgate,2014
Liberal arts/general studies,0,0,0.00%,24,colgate,2014
Library science,0,0,0.00%,25,colgate,2014
Biological/life sciences,0,0,9.71%,26,colgate,2014
Mathematics and statistics,0,0,2.40%,27,colgate,2014
Military science and military technologies,0,0,0.00%,28 & 29,colgate,2014
Interdisciplinary studies,0,0,3.71%,30,colgate,2014
Parks and recreation,0,0,0.00%,31,colgate,2014
Philosophy and religious studies,0,0,5.02%,38,colgate,2014
Theology and religious vocations,0,0,0.00%,39,colgate,2014
Physical sciences,0,0,5.02%,40,colgate,2014
Science technologies,0,0,0.00%,41,colgate,2014
Psychology,0,0,7.09%,42,colgate,2014
"Homeland Security, law enforcement, firefighting, and
protective services",0,0,0.00%,43,colgate,2014
Public administration and social services,0,0,0.00%,44,colgate,2014
Social sciences,0,0,31.95%,45,colgate,2014
Construction trades,0,0,0.00%,46,colgate,2014
Mechanic and repair technologies,0,0,0.00%,47,colgate,2014
Precision production,0,0,0.00%,48,colgate,2014
Transportation and materials moving,0,0,0.00%,49,colgate,2014
Visual and performing arts,0,0,4.36%,50,colgate,2014
Health professions and related programs,0,0,0.00%,51,colgate,2014
Business/marketing,0,0,0.00%,52,colgate,2014
History,0,0,7.96%,54,colgate,2014
Other,0.00%,0.00%,0.00%,,colgate,2014
TOTAL (should = 100%),0.00%,0.00%,100.00%,,colgate,2014
Agriculture,,,0.0%,1,umich,2014
Natural resources and conservation,,,1.4%,3,umich,2014
Architecture,,,0.9%,4,umich,2014
"Area, ethnic, and gender studies",,,2.2%,5,umich,2014
Communication/journalism,,,2.8%,9,umich,2014
Communication technologies,,,0.0%,10,umich,2014
Computer and information sciences,,,4.1%,11,umich,2014
Personal and culinary services,,,0.0%,12,umich,2014
Education,,,1.2%,13,umich,2014
Engineering,,,16.0%,14,umich,2014
Engineering technologies,,,0.0%,15,umich,2014
"Foreign languages, literatures, and linguistics",,,4.3%,16,umich,2014
Family and consumer sciences,,,0.0%,19,umich,2014
Law/legal studies,,,0.0%,22,umich,2014
English,,,3.2%,23,umich,2014
Liberal arts/general studies,,,1.0%,24,umich,2014
Library science,,,0.0%,25,umich,2014
Biological/life sciences,,,9.7%,26,umich,2014
Mathematics and statistics,,,3.0%,27,umich,2014
Military science and military technologies,,,0.0%,28 & 29,umich,2014
Interdisciplinary studies,,,3.5%,30,umich,2014
Parks and recreation,,,2.8%,31,umich,2014
Philosophy and religious studies,,,0.7%,38,umich,2014
Theology and religious vocations,,,0.0%,39,umich,2014
Physical sciences,,,1.4%,40,umich,2014
Science technologies,,,0.0%,41,umich,2014
Psychology,,,10.2%,42,umich,2014
"Homeland Security, law enforcement, firefighting, and
protective services",,,0.0%,43,umich,2014
Public administration and social services,,,0.8%,44,umich,2014
Social sciences,,,14.2%,45,umich,2014
Construction trades,,,0.0%,46,umich,2014
Mechanic and repair technologies,,,0.0%,47,umich,2014
Precision production,,,0.0%,48,umich,2014
Transportation and materials moving,,,0.0%,49,umich,2014
Visual and performing arts,,,5.4%,50,umich,2014
Health professions and related programs,,,3.1%,51,umich,2014
Business/marketing,,,5.9%,52,umich,2014
History,,,2.2%,54,umich,2014
Other,,,0.0%,,umich,2014
TOTAL (should = 100%),0.0%,0.0%,100.0%,,umich,2014
