Category,Diploma/Certificates,Associate,Bachelor’s,CIP Code,college,year
Theology and religious vocations,,,,39,dartmouth,2020
Physical sciences,,,4%,40,dartmouth,2020
Science technologies,,,,41,dartmouth,2020
Psychology,,,5%,42,dartmouth,2020
"Homeland Security, law enforcement, firefighting,
and protective services",,,,43,dartmouth,2020
Public administration and social services,,,,44,dartmouth,2020
Social sciences,,,33%,45,dartmouth,2020
Construction trades,,,,46,dartmouth,2020
Mechanic and repair technologies,,,,47,dartmouth,2020
Precision production,,,,48,dartmouth,2020
Transportation and materials moving,,,,49,dartmouth,2020
Visual and performing arts,,,5%,50,dartmouth,2020
Health professions and related programs,,,,51,dartmouth,2020
Business/marketing,,,,52,dartmouth,2020
History,,,4%,54,dartmouth,2020
Other,,,,,dartmouth,2020
TOTAL (should = 100%),0%,0%,100%,,dartmouth,2020
Agriculture,,,,01,caltech,2020
Natural resources and conservation,,,,03,caltech,2020
Architecture,,,,04,caltech,2020
"Area, ethnic, and gender studies",,,,05,caltech,2020
Communication/journalism,,,,09,caltech,2020
Communication technologies,,,,10,caltech,2020
Computer and information sciences,,,35.27%,11,caltech,2020
Personal and culinary services,,,,12,caltech,2020
Education,,,,13,caltech,2020
Engineering,,,25.60%,14,caltech,2020
Engineering technologies,,,,15,caltech,2020
"Foreign languages, literatures, and linguistics",,,,16,caltech,2020
Family and consumer sciences,,,,19,caltech,2020
Law/legal studies,,,,22,caltech,2020
English,,,,23,caltech,2020
Liberal arts/general studies,,,,24,caltech,2020
Library science,,,,25,caltech,2020
Biological/life sciences,,,6.76%,26,caltech,2020
Mathematics and statistics,,,7.73%,27,caltech,2020
Military science and military technologies,,,,28 & 29,caltech,2020
Interdisciplinary studies,,,0.48%,30,caltech,2020
Parks and recreation,,,,31,caltech,2020
Philosophy and religious studies,,,,38,caltech,2020
Theology and religious vocations,,,,39,caltech,2020
Physical sciences,,,24.15%,40,caltech,2020
Science technologies,,,,41,caltech,2020
Psychology,,,,42,caltech,2020
"Homeland Security, law enforcement, firefighting, and
protective services",,,,43,caltech,2020
Public administration and social services,,,,44,caltech,2020
Social sciences,,,,45,caltech,2020
Construction trades,,,,46,caltech,2020
Mechanic and repair technologies,,,,47,caltech,2020
Precision production,,,,48,caltech,2020
Transportation and materials moving,,,,49,caltech,2020
Visual and performing arts,,,,50,caltech,2020
Health professions and related programs,,,,51,caltech,2020
Business/marketing,,,,52,caltech,2020
History,,,,54,caltech,2020
Other,,,,,caltech,2020
TOTAL (should = 100%),0.00%,0.00%,100.00%,,caltech,2020
Agriculture,,,0.42%,01,asu,2020
Natural resources and conservation,,,2.40%,03,asu,2020
Architecture,,,0.12%,04,asu,2020
"Area, ethnic, and gender studies",,,0.16%,05,asu,2020
Communication/journalism,,,7.59%,09,asu,2020
Communication technologies,,,0.00%,10,asu,2020
Computer and information sciences,,,1.64%,11,asu,2020
Personal and culinary services,,,0.00%,12,asu,2020
Education,,,8.26%,13,asu,2020
Engineering,,,0.00%,14,asu,2020
Engineering technologies,,,1.50%,15,asu,2020
"Foreign languages, literatures, and linguistics",,,0.83%,16,asu,2020
Family and consumer sciences,,,1.25%,19,asu,2020
Law/legal studies,,,0.00%,22,asu,2020
English,,,1.87%,23,asu,2020
Liberal arts/general studies,,,0.25%,24,asu,2020
Library science,,,0.00%,25,asu,2020
Biological/life sciences,,,4.34%,26,asu,2020
Mathematics and statistics,,,0.90%,27,asu,2020
Military science and military technologies,,,0.00%,28 & 29,asu,2020
Interdisciplinary studies,,,0.46%,30,asu,2020
Parks and recreation,,,8.48%,31,asu,2020
Philosophy and religious studies,,,0.69%,38,asu,2020
Theology and religious vocations,,,0.00%,39,asu,2020
Physical sciences,,,2.38%,40,asu,2020
Science technologies,,,0.00%,41,asu,2020
Psychology,,,5.77%,42,asu,2020
"Homeland Security, law enforcement, firefighting,",,,2.93%,43,asu,2020
Public administration and social services,,,2.05%,44,asu,2020
Social sciences,,,6.66%,45,asu,2020
Construction trades,,,0.00%,46,asu,2020
Mechanic and repair technologies,,,0.00%,47,asu,2020
Precision production,,,0.00%,48,asu,2020
Transportation and materials moving,,,0.00%,49,asu,2020
Visual and performing arts,,,6.44%,50,asu,2020
Health professions and related programs,,,10.36%,51,asu,2020
Business/marketing,,,21.12%,52,asu,2020
History,,,1.13%,54,asu,2020
Other,,,,,asu,2020
TOTAL (should = 100%),0.00%,0.00%,100.00%,,asu,2020
Agriculture,,,,1,umich,2020
Natural resources and conservation,,,1.4%,3,umich,2020
Architecture,,,0.9%,4,umich,2020
"Area, ethnic, and gender studies",,,0.9%,5,umich,2020
Communication/journalism,,,2.7%,9,umich,2020
Communication technologies,,,,10,umich,2020
Computer and information sciences,,,14.3%,11,umich,2020
Personal and culinary services,,,,12,umich,2020
Education,,,1.0%,13,umich,2020
Engineering,,,15.3%,14,umich,2020
Engineering technologies,,,,15,umich,2020
"Foreign languages, literatures, and linguistics",,,1.7%,16,umich,2020
Family and consumer sciences,,,,19,umich,2020
Law/legal studies,,,,22,umich,2020
English,,,1.5%,23,umich,2020
Liberal arts/general studies,,,0.9%,24,umich,2020
Library science,,,,25,umich,2020
Biological/life sciences,,,8.7%,26,umich,2020
Mathematics and statistics,,,2.9%,27,umich,2020
Military science and military technologies,,,,28 & 29,umich,2020
Interdisciplinary studies,,,3.5%,30,umich,2020
Parks and recreation,,,3.5%,31,umich,2020
Philosophy and religious studies,,,0.4%,38,umich,2020
Theology and religious vocations,,,,39,umich,2020
Physical sciences,,,1.5%,40,umich,2020
Science technologies,,,,41,umich,2020
Psychology,,,8.4%,42,umich,2020
"Homeland Security, law enforcement, firefighting, and protective services",,,,43,umich,2020
Public administration and social services,,,1.0%,44,umich,2020
Social sciences,,,11.9%,45,umich,2020
Construction trades,,,,46,umich,2020
Mechanic and repair technologies,,,,47,umich,2020
Precision production,,,,48,umich,2020
Transportation and materials moving,,,,49,umich,2020
Visual and performing arts,,,4.8%,50,umich,2020
Health professions and related programs,,,3.7%,51,umich,2020
Business/marketing,,,8.1%,52,umich,2020
History,,,1.2%,54,umich,2020
Other,,,,-,umich,2020
TOTAL,,,100%,,umich,2020
Agriculture,,,,01,colgate,2020
Natural resources and conservation,,,0.032,03,colgate,2020
Architecture,,,,04,colgate,2020
"Area, ethnic, and gender studies",,,0.024,05,colgate,2020
Communication/journalism,,,,09,colgate,2020
Communication technologies,,,,10,colgate,2020
Computer and information sciences,,,0.06,11,colgate,2020
Personal and culinary services,,,,12,colgate,2020
Education,,,0.025,13,colgate,2020
Engineering,,,,14,colgate,2020
Engineering technologies,,,,15,colgate,2020
"Foreign languages, literatures, and linguistics",,,0.05,16,colgate,2020
Family and consumer sciences,,,,19,colgate,2020
Law/legal studies,,,,22,colgate,2020
English,,,0.054,23,colgate,2020
Liberal arts/general studies,,,,24,colgate,2020
Library science,,,,25,colgate,2020
Biological/life sciences,,,0.126,26,colgate,2020
Mathematics and statistics,,,0.033,27,colgate,2020
Military science and military technologies,,,,28 & 29,colgate,2020
Interdisciplinary studies,,,0.025,30,colgate,2020
Parks and recreation,,,,31,colgate,2020
Philosophy and religious studies,,,0.0465,38,colgate,2020
Theology and religious vocations,,,,39,colgate,2020
Physical sciences,,,0.0465,40,colgate,2020
Science technologies,,,,41,colgate,2020
Psychology,,,0.056,42,colgate,2020
"Homeland Security, law enforcement, firefighting,
and protective services",,,,43,colgate,2020
Public administration and social services,,,,44,colgate,2020
Social sciences,,,0.34,45,colgate,2020
Construction trades,,,,46,colgate,2020
Mechanic and repair technologies,,,,47,colgate,2020
Precision production,,,,48,colgate,2020
Transportation and materials moving,,,,49,colgate,2020
Visual and performing arts,,,0.05,50,colgate,2020
Health professions and related programs,,,,51,colgate,2020
Business/marketing,,,,52,colgate,2020
History,,,0.032,54,colgate,2020
Other,,,,,colgate,2020
TOTAL (should = 100%),0.00%,0.00%,100.00%,,colgate,2020
Agriculture,1%,,4%,01,wsu,2020
Natural resources and conservation,,,0%,03,wsu,2020
Architecture,,,1%,04,wsu,2020
"Area, ethnic, and gender studies",,,0%,05,wsu,2020
Communication/journalism,3%,,8%,09,wsu,2020
Communication technologies,,,,10,wsu,2020
Computer and information sciences,,,3%,11,wsu,2020
Personal and culinary services,,,,12,wsu,2020
Education,37%,,3%,13,wsu,2020
Engineering,0%,,11%,14,wsu,2020
Engineering technologies,3%,,1%,15,wsu,2020
"Foreign languages, literatures, and linguistics",,,1%,16,wsu,2020
Family and consumer sciences,13%,,4%,19,wsu,2020
Law/legal studies,,,,22,wsu,2020
English,4%,,1%,23,wsu,2020
Liberal arts/general studies,,,2%,24,wsu,2020
Library science,,,,25,wsu,2020
Biological/life sciences,3%,,7%,26,wsu,2020
Mathematics and statistics,,,1%,27,wsu,2020
Military science and military technologies,,,,28 & 29,wsu,2020
Interdisciplinary studies,5%,,1%,30,wsu,2020
Parks and recreation,,,3%,31,wsu,2020
Philosophy and religious studies,,,0%,38,wsu,2020
Theology and religious vocations,,,,39,wsu,2020
Physical sciences,2%,,2%,40,wsu,2020
Science technologies,,,,41,wsu,2020
Psychology,,,7%,42,wsu,2020
"Homeland Security, law enforcement, firefighting,
and protective services",0%,,2%,43,wsu,2020
Public administration and social services,,,0%,44,wsu,2020
Social sciences,,,10%,45,wsu,2020
Construction trades,,,,46,wsu,2020
Mechanic and repair technologies,,,,47,wsu,2020
Precision production,,,,48,wsu,2020
Transportation and materials moving,,,,49,wsu,2020
Visual and performing arts,,,1%,50,wsu,2020
Health professions and related programs,7%,,6%,51,wsu,2020
Business/marketing,22%,,19%,52,wsu,2020
History,,,1%,54,wsu,2020
Other,,,,,wsu,2020
TOTAL (should = 100%),100%,0.00%,100%,,wsu,2020
Agriculture,,,,01,ucsd,2020
Natural resources and conservation,,,0.9%,03,ucsd,2020
Architecture,,,0.6%,04,ucsd,2020
"Area, ethnic, and gender studies",,,0.4%,05,ucsd,2020
Communication/journalism,,,2.9%,09,ucsd,2020
Communication technologies,,,,10,ucsd,2020
Computer and information sciences,,,6.3%,11,ucsd,2020
Personal and culinary services,,,,12,ucsd,2020
Education,,,0.2%,13,ucsd,2020
Engineering,,,11.9%,14,ucsd,2020
Engineering technologies,,,,15,ucsd,2020
"Foreign languages, literatures, and linguistics",,,0.8%,16,ucsd,2020
Family and consumer sciences,,,0.8%,19,ucsd,2020
Law/legal studies,,,,22,ucsd,2020
English,,,0.9%,23,ucsd,2020
Liberal arts/general studies,,,,24,ucsd,2020
Library science,,,,25,ucsd,2020
Biological/life sciences,,,19.6%,26,ucsd,2020
Mathematics and statistics,,,5.0%,27,ucsd,2020
Military science and military technologies,,,,28 & 29,ucsd,2020
Interdisciplinary studies,,,18.5%,30,ucsd,2020
Parks and recreation,,,,31,ucsd,2020
Philosophy and religious studies,,,0.4%,38,ucsd,2020
Theology and religious vocations,,,,39,ucsd,2020
Physical sciences,,,4.4%,40,ucsd,2020
Science technologies,,,,41,ucsd,2020
Psychology,,,5.5%,42,ucsd,2020
"Homeland Security, law enforcement, firefighting,
and protective services",,,,43,ucsd,2020
Public administration and social services,,,,44,ucsd,2020
Social sciences,,,13.0%,45,ucsd,2020
Construction trades,,,,46,ucsd,2020
Mechanic and repair technologies,,,,47,ucsd,2020
Precision production,,,,48,ucsd,2020
Transportation and materials moving,,,,49,ucsd,2020
Visual and performing arts,,,2.6%,50,ucsd,2020
Health professions and related programs,,,2.9%,51,ucsd,2020
Business/marketing,,,1.4%,52,ucsd,2020
History,,,1.0%,54,ucsd,2020
Other,,,,,ucsd,2020
TOTAL (should = 100%),0.00%,0.00%,100.00%,,ucsd,2020
